Gene_1,Gene_2
ADH1C,ADH1B
AFF1,ADH1C
ANKRD17,ANAPC10
ANKRD50,ALPK1
ANTXR2,AFF1
ANTXR2,ALPK1
ANXA3,AIMP1
ARSJ,ANXA3
ARSJ,AP1AR
ARSJ,ADH1B
BANK1,ANXA5
BBS7,BANK1
BBS7,ALPK1
BDH2,ADH5
BDH2,ANTXR2
BDH2,AP1AR
BMP2K,ARSJ
BMP2K,BDH2
BMP2K,ANXA3
BTC,ANK2
C4orf3,AP1AR
C4orf3,ANTXR2
C4orf3,BDH2
CASP6,AIMP1
CASP6,ADH1C
CCNA2,ADH5
CCNA2,AP1AR
CCNG2,ABCE1
CCNI,C4orf3
CCNI,ANAPC10
CCNI,ALPK1
CCNI,C4orf33
CDKL2,CAMK2D
CDKL2,AFF1
CDS1,ANKRD50
CDS1,ADH1C
CDS1,BBS12
CDS1,ANK2
CFI,CCNI
CFI,CASP6
CISD2,ADH1C
CISD2,ANKRD17
CISD2,BDH2
CNOT6L,AIMP1
CNOT6L,CCNG2
CNOT6L,CDKL2
COQ2,ANKRD17
COQ2,COPS4
COQ2,CISD2
COX18,AFF1
CXCL11,CXCL10
CXCL11,ARHGAP24
CXCL3,CXCL1
CXCL3,CXCL2
CXCL3,ANKRD17
CXCL5,CXCL3
CXCL9,CXCL1
CXCL9,CXCL10
DAPP1,BMP2K
DAPP1,ANKRD17
DAPP1,ADH5
DAPP1,ALPK1
DAPP1,ANXA3
DKK2,ANKRD50
EIF4E,C4orf33
ELF2,AFF1
ELF2,BANK1
ELMOD2,CCNI
ELMOD2,COPS4
ELMOD2,CASP6
ELOVL6,CYP2U1
ELOVL6,CFI
EMCN,BTC
EMCN,ANXA3
EMCN,ARHGAP24
EMCN,C4orf3
EMCN,ADH5
ENOPH1,BBS7
ENOPH1,CCNG2
ENOPH1,ANAPC10
ENPEP,COPS4
EXOSC9,C4orf3
EXOSC9,ABCG2
EXOSC9,ANAPC10
FAM13A,ARSJ
FAM13A,ELF2
FAM13A,COQ2
FAT4,DKK2
FAT4,ANTXR2
FAT4,ARSJ
FGF2,ANK2
FGF2,ARSJ
FGF2,ANKRD17
FGF2,ANKRD50
FRAS1,ANXA3
FRAS1,ELF2
FRAS1,BANK1
FRAS1,ANKRD50
FRAS1,AP1AR
G3BP2,CCNA2
G3BP2,CXCL2
GAB1,CISD2
GAB1,FRAS1
GAR1,CXCL2
GAR1,CXCL3
GAR1,ADH5
GPRIN3,G3BP2
GPRIN3,CAMK2D
GPRIN3,AP1AR
GPRIN3,CDKL2
GPRIN3,BMP2K
GPRIN3,COQ2
GPRIN3,ANXA5
GPRIN3,ELOVL6
GPRIN3,CDS1
GYPE,FRAS1
HADH,C4orf3
HADH,COQ2
HADH,CXCL11
HADH,ANKRD50
HELQ,ANKRD50
HELQ,FAM13A
HELQ,COPS4
HERC3,CASP6
HERC3,DNAJB14
HERC5,BTC
HERC5,ANKRD50
HERC6,GPRIN3
HERC6,HERC5
HERC6,FRAS1
HERC6,BTC
HHIP,CXCL2
HHIP,GAB1
HHIP,FRAS1
HPGDS,ELF2
HPGDS,BBS7
HPGDS,BDH2
HPGDS,BANK1
HPGDS,BMP2K
HPSE,CCNA2
HPSE,ANTXR2
HPSE,ABCG2
HPSE,BMP2K
HSD17B11,CFI
HSD17B11,CDKL2
HSD17B11,HPSE
HSPA4L,HHIP
HSPA4L,BTC
HSPA4L,ADH1C
IL15,AFF1
IL15,DAPP1
IL15,CXCL1
INPP4B,CNOT6L
INTS12,ANXA3
INTS12,BMP2K
INTS12,ANXA5
INTS12,GAR1
INTS12,CXCL11
INTS12,CXCL10
INTU,HSPA4L
INTU,ANTXR2
INTU,ANKRD50
INTU,CXCL9
INTU,COQ2
INTU,GAR1
KLHL8,ANTXR2
KLHL8,ELF2
KLHL8,BANK1
KLHL8,ELMOD2
LARP1B,FRAS1
LARP1B,ELF2
LARP1B,FGF2
LARP1B,ANTXR2
LARP7,GAR1
LARP7,COX18
LARP7,CNOT6L
LARP7,DNAJB14
LEF1,EMCN
LIN54,ANK2
LSM6,LARP1B
LSM6,BDH2
LSM6,HERC5
LSM6,HERC6
LSM6,ANXA5
LSM6,FAM13A
LSM6,CFI
MAD2L1,INTS12
MAD2L1,LIN54
MAD2L1,BMP2K
MAD2L1,G3BP2
MAD2L1,CCNA2
MAML3,ANTXR2
MANBA,HERC5
MANBA,HADH
MANBA,HSD17B11
MANBA,CDKL2
MANBA,GSTCD
MANBA,ABCG2
MANBA,COQ2
MANBA,CFI
MANBA,CXCL11
MANBA,HERC6
MANBA,FAT4
MANBA,INTS12
MANBA,C4orf3
MANBA,FGF2
MANBA,GPRIN3
MANBA,HPSE
MAPK10,BBS12
