Gene_1,Gene_2
USO1,TIFA
RASGEF1B,NPNT
C4orf33,METAP1
CCNI,PGRMC2
CCNI,DNAJB14
TET2,MMAA
PAQR3,SYNPO2
FAT4,NAA15
FAT4,STBD1
SYNPO2,PAQR3
INPP4B,SGMS2
METAP1,C4orf33
NAA15,FAT4
MRPS18C,MGST2
RCHY1,TIGD2
PGRMC2,CCNI
FAM13A,CXCL11
NDUFC1,ELOVL6
THAP9,CCNA2
CDS1,HPSE
CXCL11,FAM13A
NPNT,RASGEF1B
TIFA,USO1
SCLT1,BTC
SCLT1,LARP7
ELOVL6,NDUFC1
BTC,SCLT1
BTC,CFI
PLA2G12A,COX18
FRAS1,SEC24D
OTUD4,SEC24D
LSM6,C4orf3
CFI,BTC
STBD1,FAT4
TIGD2,RCHY1
SMARCAD1,NUP54
LARP7,SCLT1
MMAA,TET2
CCNA2,THAP9
SEC24D,FRAS1
SEC24D,OTUD4
SEC24D,DNAJB14
DNAJB14,CCNI
DNAJB14,SEC24D
SGMS2,INPP4B
MGST2,MRPS18C
MFSD8,NFKB1
COX18,PLA2G12A
NFKB1,MFSD8
NUP54,SMARCAD1
C4orf3,LSM6
HPSE,CDS1
