Gene_1,Gene_2
ANKRD17,ANAPC10
ANKRD50,ALPK1
ANTXR2,AFF1
ANTXR2,ALPK1
ANXA3,AIMP1
ARSJ,ADH1B
ARSJ,AP1AR
ARSJ,ANXA3
BANK1,ANXA5
BBS12,ARHGAP24
BBS7,ALPK1
BDH2,AP1AR
BMP2K,BDH2
BMP2K,ARSJ
BMP2K,ANXA3
BTC,ANK2
C4orf3,AP1AR
C4orf3,BDH2
C4orf3,ANTXR2
CASP6,AIMP1
CASP6,ADH1C
CCNA2,ADH5
CCNA2,AP1AR
CCNG2,ABCE1
CCNI,C4orf3
CCNI,ANAPC10
CCNI,ALPK1
CCNI,C4orf33
CDKL2,AFF1
CDKL2,CAMK2D
CDS1,ANKRD50
CDS1,C4orf36
CDS1,ANK2
CFI,CCNI
CFI,ALPK1
CFI,CASP6
CISD2,BDH2
CNOT6L,CCNG2
CNOT6L,AFF1
COQ2,CISD2
COQ2,COPS4
COQ2,ANKRD17
COX18,CISD2
CXCL11,CXCL10
CXCL3,CXCL1
CXCL3,CXCL2
CXCL5,CXCL3
CXCL9,CXCL10
CYP2U1,ANK2
DAPP1,ANXA3
DAPP1,BMP2K
DAPP1,ALPK1
DAPP1,ANKRD17
EIF4E,C4orf33
ELF2,BANK1
ELF2,AFF1
ELMOD2,CASP6
ELMOD2,CCNI
ELMOD2,COPS4
ELOVL6,CYP2U1
EMCN,ADH5
EMCN,C4orf3
EMCN,ANXA3
EMCN,BTC
ENOPH1,CCNG2
ENPEP,COPS4
EXOSC9,ABCG2
EXOSC9,CCNG2
EXOSC9,C4orf3
FAM13A,ELF2
FAM13A,COQ2
FAT4,ANTXR2
FAT4,DKK2
FAT4,ARSJ
FGF2,ARSJ
FGF2,ANK2
FGF2,ANKRD17
FGF2,ANKRD50
FRAS1,ANKRD50
G3BP2,CCNA2
GAB1,CISD2
GAB1,FRAS1
GAR1,CXCL2
GAR1,CXCL3
GPRIN3,BMP2K
GPRIN3,COQ2
GPRIN3,ANXA5
GPRIN3,ELOVL6
GPRIN3,CDS1
GPRIN3,G3BP2
GPRIN3,AP1AR
GPRIN3,CDKL2
GYPE,FRAS1
HADH,C4orf3
HADH,COQ2
HADH,FAM13A
HADH,FAT4
HADH,ANKRD50
HELQ,ANKRD50
HELQ,COPS4
HERC3,CASP6
HERC3,DNAJB14
HERC5,BTC
HERC6,BTC
HERC6,GPRIN3
HERC6,HERC5
HHIP,FRAS1
HHIP,CXCL2
HPGDS,BANK1
HPGDS,BMP2K
HPGDS,ELF2
HPGDS,BDH2
HPSE,ANTXR2
HPSE,BMP2K
HPSE,ABCG2
HPSE,CCNA2
HSD17B11,CFI
HSD17B11,HPSE
HSPA4L,BTC
HSPA4L,ADH1C
HSPA4L,ARSJ
HSPA4L,HHIP
IL15,AFF1
IL15,DAPP1
INTS12,BMP2K
INTS12,ANXA5
INTS12,GAR1
INTS12,ANXA3
INTS12,CXCL10
INTU,GAR1
INTU,ANTXR2
INTU,HSPA4L
INTU,CXCL9
INTU,COQ2
KLHL8,ANTXR2
KLHL8,ELMOD2
KLHL8,BANK1
KLHL8,ELF2
LARP1B,FGF2
LARP1B,ANTXR2
LARP1B,ELF2
LARP7,GAR1
LARP7,DNAJB14
LARP7,COX18
LEF1,EMCN
LIN54,ANK2
LSM6,ANXA5
LSM6,CFI
LSM6,LARP1B
LSM6,BDH2
LSM6,HERC5
LSM6,FAM13A
LSM6,HERC6
MAD2L1,G3BP2
MAD2L1,CCNA2
MAD2L1,INTS12
MAML3,FRAS1
MAML3,ANTXR2
MANBA,HERC6
MANBA,FAT4
MANBA,INTS12
MANBA,CFI
MANBA,COQ2
MANBA,ABCG2
MANBA,C4orf3
MANBA,HPSE
MANBA,CXCL11
MANBA,HADH
MANBA,HERC5
MANBA,CDKL2
MANBA,GSTCD
MANBA,GPRIN3
MAPK10,HERC3
MAPK10,INTU
MAPK10,BTC
METAP1,EIF4E
METAP1,LARP1B
METAP1,MANBA
METAP1,ELMOD2
METAP1,CCNG2
METTL14,ANXA3
METTL14,DNAJB14
METTL14,GYPE
METTL14,FAT4
MFSD8,MANBA
MGST2,ANTXR2
MGST2,FGF2
MGST2,CCNI
MGST2,ANXA5
MGST2,LSM6
MMAA,FAT4
MMAA,COPS4
MMAA,ELF2
MMAA,CDKL2
MMRN1,ADH5
MMRN1,MMAA
MMRN1,FAT4
MMRN1,ABCG2
MRPL1,BANK1
MRPL1,FAM13A
MRPS18C,AFF1
MRPS18C,ABCG2
MRPS18C,MGST2
MTHFD2L,LSM6
NAA15,FGF2
NAA15,GAR1
NAA15,EXOSC9
NAAA,HERC5
NAP1L5,C4orf33
NAP1L5,ANXA5
