Gene_1,Gene_2
ABCG2,SMAD1
ABCG2,ANXA5
ABCG2,CXCL5
ABCG2,ANTXR2
ABCG2,MMRN1
ABHD18,SPRY1
ABHD18,HNRNPDL
ABHD18,ANXA5
ABHD18,USO1
ABHD18,CYP2U1
ABRAXAS1,ADH1C
ABRAXAS1,WDFY3-AS2
ABRAXAS1,SEPTIN11
ABRAXAS1,STBD1
ADH1B,ANKRD50
ADH1B,ARSJ
ADH1B,FAM13A
ADH1B,CAMK2D
ADH1B,ADH1C
ADH1B,USP53
ADH1B,MMRN1
ADH1C,CDS1
ADH1C,USP53
ADH1C,FAM47E
ADH5,LAMTOR3
ADH5,FAM47E
ADH5,ABCE1
ADH5,CAMK2D
ADH5,INTU
ADH5,SHROOM3
ADH5,ANTXR2
ADH5,C4orf3
ADH5,OTUD4
ALPK1,GPRIN3
ALPK1,CYP2U1
ALPK1,USO1
ALPK1,AREG
ALPK1,ANXA3
ALPK1,GTF2IP12
ALPK1,INTU
ANAPC10,HNRNPDL
ANK2,SLC39A8
ANK2,METAP1
ANK2,UNC5C
ANK2,NFKB1
ANK2,ADH5
ANKRD17,ARSJ
ANKRD17,SDAD1
ANKRD17,PPA2
ANKRD50,AREG
ANKRD50,ARSJ
ANKRD50,CDS1
ANKRD50,PCDH18
ANXA3,NPNT
ANXA3,PRKG2
ANXA3,SLC39A8
ANXA5,THAP9
ANXA5,GPRIN3
AP1AR,KLHL8
AP1AR,AREG
AREG,PCDH18
AREG,ARHGEF38
AREG,CXCL8
AREG,USP53
AREG,CDKL2
AREG,OTUD4
AREG,LAMTOR3
AREG,SHROOM3
AREG,RASGEF1B
AREG,LIN54
AREG,BMP3
AREG,LINC01094
ARSJ,CDS1
ARSJ,FAM13A
BANK1,PRKG2
BANK1,DAPP1
BANK1,FRAS1
BBS12,SEC24B
BBS12,NOCT
BBS12,FAM47E
BBS12,OTUD4
BBS12,NAP1L5
BBS12,CDS1
BBS12,ZGRF1
BBS12,PTPN13
BBS12,H2AZ1
BBS12,BLTP1
BBS12,HNRNPDL
BBS12,PAPSS1
BLTP1,ANXA5
BLTP1,BMP2K
BLTP1,CDS1
BMP2K,LINC01094
BMP2K,MRPL1
BMP2K,HPSE
BMP3,CDKL2
BMP3,PPM1K
BTC,CDS1
BTC,FAM47E
BTC,NDNF
BTC,FRAS1
BTC,PRSS12
BTC,SYNPO2
BTC,PDE5A
BTC,HADH
BTC,NPNT
C4orf3,PYURF
CAMK2D,WDFY3-AS2
CCNA2,TBCK
CCNA2,MAD2L1
CCNA2,H2AZ1
CCNA2,PLK4
CCNA2,HNRNPDL
CCNG2,KLHL8
CCNG2,ABCE1
CCNG2,CFI
CCNG2,MAML3
CCNG2,OSTC
CCNG2,CAMK2D
CCNI,AFF1
CCNI,HNRNPDL
CCNI,NAAA
CCNI,WDFY3-AS2
CDKL2,SLC39A8
CDKL2,ARHGEF38
CDS1,BMP3
CDS1,IL15
CDS1,PYURF
CDS1,CDKL2
CDS1,FAM47E
CDS1,PCDH18
CDS1,SHROOM3
CFI,ENOPH1
CFI,PRSS12
CFI,SEC24D
CFI,ZNF330
CFI,PTPN13
CFI,ALPK1
CFI,SPRY1
CFI,BDH2
CFI,PARM1
CFI,RASGEF1B
CFI,OSTC
CISD2,PYURF
CNOT6L,PCDH18
CNOT6L,FAM13A
COPS4,ALPK1
COPS4,PTPN13
COPS4,DKK2
COPS4,ZNF330
COPS4,ZGRF1
COPS4,G3BP2
COPS4,CCNG2
COPS4,SCARB2
COPS4,HSD17B11
COPS4,THAP9-AS1
COPS4,C4orf3
COPS4,GTF2IP12
COPS4,FAM13A
COPS4,ADH5
COPS4,AFF1
COPS4,BLTP1
COPS4,ELF2
COQ2,LINC01094
COQ2,GPRIN3
COQ2,ANXA5
COQ2,HADH
COQ2,ALPK1
COQ2,MANBA
CXCL1,AREG
CXCL1,CXCL8
CXCL10,CXCL11
CXCL2,CXCL5
CXCL2,AREG
CXCL2,CXCL1
CXCL2,PCDH18
CXCL2,NOCT
CXCL3,CCNG2
CXCL3,JADE1
CXCL3,NOCT
CXCL3,TRAM1L1
CXCL3,ABCE1
CXCL3,MANBA
CXCL3,SGMS2
CXCL3,CXCL2
CXCL3,PCDH18
CXCL3,CXCL8
CXCL3,CXCL5
CXCL3,NAP1L5
CXCL3,COPS4
CXCL3,AREG
CXCL3,LARP1B
CXCL5,GPRIN3
CXCL8,NOCT
CXCL9,HPSE
CXCL9,IL15
CXCL9,NAAA
CXCL9,BMP2K
CXCL9,ADH1B
CXCL9,SMAD1
CXCL9,RNF150
CYP2U1,HNRNPDL
CYP2U1,ADH1B
CYP2U1,PLAC8
DAPP1,GPRIN3
DAPP1,SLC39A8
DAPP1,LINC01094
DAPP1,PYURF
DAPP1,ADH5
DAPP1,NAAA
DAPP1,NPNT
DKK2,MAPK10
DKK2,ANKRD50
DKK2,CYP2U1
