Gene_1,Gene_2
ABCG2,SMAD1
ABCG2,ANXA5
ABCG2,MMRN1
ABCG2,ANTXR2
ABCG2,CXCL5
ABHD18,HNRNPDL
ABHD18,ANXA5
ABHD18,USO1
ABRAXAS1,SEPTIN11
ABRAXAS1,ADH1C
ABRAXAS1,INPP4B
ADH1B,USP53
ADH1B,ADH1C
ADH1B,CAMK2D
ADH1B,FAM13A
ADH1B,ANKRD50
ADH1B,MMRN1
ADH1B,ARSJ
ADH1C,PLAC8
ADH1C,CDS1
ADH1C,USP53
ADH1C,FAM47E
ADH5,ABCE1
ADH5,OTUD4
ADH5,ANTXR2
ADH5,SHROOM3
ALPK1,PGRMC2
ALPK1,INTU
ALPK1,USO1
ALPK1,ANXA3
ALPK1,GTF2IP12
ALPK1,GPRIN3
ANAPC10,HNRNPDL
ANK2,ADH5
ANK2,UNC5C
ANKRD50,AREG
ANKRD50,ARSJ
ANKRD50,PCDH18
ANXA3,SLC39A8
ANXA3,NPNT
ANXA3,GPRIN3
ANXA3,PRKG2
ANXA3,SPP1
ANXA5,THAP9
AP1AR,KLHL8
AP1AR,AREG
AREG,CDKL2
AREG,OTUD4
AREG,LIN54
AREG,USP53
AREG,CXCL8
AREG,ARHGEF38
AREG,PCDH18
AREG,RASGEF1B
AREG,SHROOM3
AREG,LINC01094
ARSJ,FAM13A
BANK1,FRAS1
BANK1,DAPP1
BANK1,PPM1K
BBS12,FAM47E
BBS12,OTUD4
BBS12,NOCT
BBS12,BLTP1
BBS12,PTPN13
BBS12,PAPSS1
BBS12,NAP1L5
BBS12,CDS1
BLTP1,ANXA5
BMP2K,HPSE
BMP2K,MRPL1
BMP3,CDKL2
BTC,PRSS12
BTC,PDE5A
BTC,SYNPO2
BTC,NPNT
BTC,USP53
BTC,FAM47E
BTC,FRAS1
BTC,HADH
BTC,NDNF
C4orf3,PYURF
CCNA2,H2AZ1
CCNA2,PLK4
CCNA2,HNRNPDL
CCNA2,MAD2L1
CCNG2,KLHL8
CCNG2,CAMK2D
CCNG2,SGMS2
CCNG2,NAP1L5
CCNG2,MAML3
CCNG2,ABCE1
CCNI,NAAA
CCNI,WDFY3-AS2
CCNI,HNRNPDL
CDKL2,ARHGEF38
CDKL2,SLC39A8
CDS1,IL15
CDS1,PCDH18
CDS1,FAM47E
CDS1,CDKL2
CDS1,PYURF
CDS1,BMP3
CDS1,SHROOM3
CFI,ALPK1
CFI,SPRY1
CFI,OSTC
CFI,RASGEF1B
CFI,PTPN13
CFI,SEC24D
CFI,ENOPH1
CFI,BDH2
CFI,ZNF330
CISD2,PYURF
CISD2,HPSE
CNOT6L,PCDH18
COPS4,AFF1
COPS4,HSD17B11
COPS4,SCARB2
COPS4,CCNG2
COPS4,ZNF330
COPS4,PTPN13
COPS4,ELF2
COPS4,ADH5
COPS4,BLTP1
COQ2,LINC01094
COQ2,GPRIN3
COQ2,MANBA
CXCL1,SPRY1
CXCL1,CXCL8
CXCL1,AREG
CXCL10,CXCL11
CXCL2,CXCL1
CXCL2,AREG
CXCL2,CXCL5
CXCL2,PCDH18
CXCL3,AREG
CXCL3,JADE1
CXCL3,COPS4
CXCL3,CCNG2
CXCL3,NAP1L5
CXCL3,TRAM1L1
CXCL3,CXCL2
CXCL3,SGMS2
CXCL3,LARP1B
CXCL3,CXCL5
CXCL3,CXCL8
CXCL3,PCDH18
CXCL3,NOCT
CXCL3,MANBA
CXCL5,ARHGEF38
CXCL8,NOCT
CXCL9,HPSE
CXCL9,RNF150
CXCL9,SMAD1
CXCL9,ADH1B
CXCL9,BMP2K
CXCL9,NAAA
CXCL9,IL15
CYP2U1,PLAC8
CYP2U1,MGST2
CYP2U1,ADH1B
DAPP1,ADH5
DAPP1,ELMOD2
DAPP1,NPNT
DAPP1,FAM13A
DAPP1,GPRIN3
DAPP1,PYURF
DAPP1,SLC39A8
DKK2,CAMK2D
DKK2,ANKRD50
DKK2,CYP2U1
DNAJB14,LIN54
DNAJB14,MAML3
DNAJB14,NOCT
EIF4E,SHROOM3
EIF4E,ANXA5
ELF2,NOCT
ELMOD2,PPP3CA
ELMOD2,OSTC
EMCN,PRSS12
EMCN,SCD5
EMCN,TMEM150C
EMCN,FRAS1
ENOPH1,LIN54
ENOPH1,SDAD1
ENOPH1,SEPTIN11
ENOPH1,C4orf3
ENOPH1,CAMK2D
ENOPH1,PYURF
ENOPH1,SMAD1
FAM13A,SHROOM3
FAM13A,USP53
FAM13A,CDKL2
FAM13A-AS1,INTU
FAM13A-AS1,CDS1
FAM13A-AS1,BLTP1
FAM13A-AS1,ZGRF1
FAM13A-AS1,SPARCL1
FAM13A-AS1,TET2
FAM13A-AS1,SEC31A
FAM13A-AS1,SCARB2
FAM13A-AS1,ABHD18
FAM241A,RNF150
FAM241A,SMAD1
FAM241A,UBE2D3
FAM241A,SPRY1
FAM241A,NAA15
FAT4,UNC5C
FAT4,ARSJ
