Gene_1,Gene_2
ABCG2,ANTXR2
ABCG2,GPRIN3
ABCG2,SEC24D
ABCG2,SMAD1
ABCG2,TSPAN5
ABHD18,H2AZ1
ABHD18,BLTP1
ABHD18,HADH
ABHD18,HNRNPDL
ABHD18,INTU
ABHD18,ANTXR2
ABHD18,BMP2K
ABHD18,ADH5
ABRAXAS1,WDFY3-AS2
ABRAXAS1,H2AZ1
ADH1B,ADH1C
ADH1B,ARHGAP24
ADH1B,OTUD4
ADH1B,USP53
ADH1B,ADH5
ADH1B,ARSJ
ADH1B,FAM13A
ADH1B,CAMK2D
ADH1C,CDS1
ADH5,ANXA3
ADH5,C4orf3
ADH5,INTU
ADH5,SLC39A8
AIMP1,ABCE1
AIMP1,BMP2K
ALPK1,CYP2U1
ALPK1,OSTC
ANK2,INPP4B
ANK2,RNF150
ANK2,SGMS2
ANK2,ADH5
ANK2,CFI
ANK2,SYNPO2
ANK2,ABCG2
ANK2,TBC1D9
ANK2,SLC9B2
ANK2,PKD2
ANK2,PPP3CA
ANKRD17,FRAS1
ANKRD17,GAR1
ANKRD17,FLJ20021
ANKRD17,ADH5
ANKRD50,CNOT6L
ANKRD50,HADH
ANKRD50,AREG
ANKRD50,FAM13A
ANKRD50,LIN54
ANKRD50,NAAA
ANKRD50,CDKL2
ANKRD50,PCDH18
ANXA3,NPNT
ANXA3,PRKG2
ANXA3,TSPAN5
ANXA3,SLC39A8
ANXA5,PPM1K
AP1AR,TIFA
AP1AR,METAP1
AP1AR,CFI
AP1AR,CYP2U1
AREG,INTU
AREG,SHROOM3
AREG,ARHGAP24
AREG,LAMTOR3
AREG,MMRN1
AREG,CDKL2
AREG,CXCL8
AREG,PPP3CA
AREG,ARHGEF38
AREG,PCDH18
AREG,NOCT
AREG,USP53
AREG,RASGEF1B
ARSJ,PRKG2
ARSJ,SHROOM3
BANK1,SEPTIN11
BANK1,DAPP1
BANK1,PLK4
BANK1,MGST2
BANK1,ARHGEF38
BANK1,SLC39A8
BANK1,UNC5C
BBS12,ABCG2
BBS12,WDFY3
BBS12,SYNPO2
BBS12,SCD5
BBS12,FGF2
BBS12,ABHD18
BBS12,GPRIN3
BBS12,MAPK10
BBS12,PLAC8
BBS12,CDS1
BBS12,SEC24B
BBS12,OTUD4
BBS12,FAM47E
BBS12,NOCT
BBS12,SEPTIN11
BBS12,NAP1L5
BDH2,HADH
BLTP1,PLAC8
BLTP1,HNRNPDL
BLTP1,LINC01094
BLTP1,ANXA3
BLTP1,LARP1B
BLTP1,BMP3
BMP2K,MRPL1
BMP2K,LINC01094
BMP2K,SHROOM3
BMP3,IL15
BMP3,PPP3CA
BTC,HADH
BTC,SCD5
BTC,HERC6
BTC,PRSS12
BTC,CDS1
BTC,PDE5A
BTC,NOCT
BTC,MAPK10
BTC,NPNT
BTC,RNF150
BTC,SYNPO2
C4orf3,FAM13A
C4orf3,PCDH18
C4orf3,CDKL2
C4orf3,PYURF
C4orf3,GPRIN3
C4orf3,NPNT
