Gene_1,Gene_2
ADH1C,ADH1B
AFF1,ADH1C
ANKRD17,ANAPC10
ANKRD50,ALPK1
ANKRD50,ADH1B
ANTXR2,AFF1
ARSJ,ANXA3
ARSJ,AP1AR
ARSJ,ADH1B
BANK1,ANKRD50
BANK1,ANXA5
BBS12,ANK2
BBS7,ALPK1
BDH2,ADH5
BMP2K,BDH2
BMP2K,ANXA3
BTC,ANK2
C4orf3,BDH2
C4orf3,ANTXR2
C4orf3,AP1AR
C4orf33,ANKRD17
CASP6,AIMP1
CASP6,ADH1C
CCNA2,AP1AR
CCNA2,ALPK1
CCNA2,ADH5
CCNI,C4orf3
CCNI,C4orf33
CCNI,ANAPC10
CDKL2,CAMK2D
CDS1,BBS12
CDS1,ANK2
CFI,CASP6
CFI,CCNI
CFI,ANK2
CISD2,ADH1C
CISD2,BDH2
CNOT6L,CCNG2
CNOT6L,AIMP1
CNOT6L,ALPK1
COQ2,COPS4
COX18,AFF1
CXCL11,ARHGAP24
CXCL11,CXCL10
CXCL3,CXCL2
CXCL3,CXCL1
CXCL3,ANKRD17
CXCL5,CXCL3
CXCL9,CXCL10
CXCL9,ANXA5
CYP2U1,ANK2
DAPP1,BMP2K
DAPP1,ADH5
DAPP1,ALPK1
DAPP1,ANKRD17
DKK2,ANXA3
DNAJB14,BANK1
EIF4E,C4orf33
EIF4E,CASP6
ELF2,AFF1
ELF2,BANK1
ELMOD2,COPS4
ELMOD2,CCNI
ELMOD2,CASP6
ELOVL6,CFI
ELOVL6,CYP2U1
EMCN,C4orf3
EMCN,BTC
EMCN,ALPK1
ENOPH1,BBS7
ENPEP,COPS4
ENPEP,ABCG2
EXOSC9,C4orf3
EXOSC9,ANKRD17
FAM13A,ELF2
FAM13A,COQ2
FAT4,ARSJ
FAT4,DKK2
FAT4,BBS7
FAT4,ANTXR2
FGF2,ARSJ
FGF2,ANKRD17
FGF2,ANKRD50
FGF2,ANK2
FRAS1,ANKRD50
FRAS1,BANK1
FRAS1,ELF2
FRAS1,ANXA3
FRAS1,AP1AR
G3BP2,CXCL2
G3BP2,CCNA2
GAB1,CISD2
GAB1,FRAS1
GAR1,CXCL3
GAR1,CXCL2
GPRIN3,ANXA5
GPRIN3,CAMK2D
GPRIN3,G3BP2
GPRIN3,AP1AR
GPRIN3,ABCG2
GPRIN3,BMP2K
GPRIN3,ELOVL6
GPRIN3,COQ2
GSTCD,BTC
GYPE,FRAS1
HADH,ANKRD50
HADH,ARHGAP24
HADH,C4orf3
HADH,ELMOD2
HELQ,ANKRD50
HELQ,COPS4
HERC3,C4orf33
HERC3,CASP6
HERC3,DNAJB14
HERC3,CISD2
HERC6,GPRIN3
HERC6,HERC5
HERC6,BTC
HERC6,FRAS1
HHIP,CXCL2
HHIP,GAB1
HHIP,FRAS1
HPGDS,BANK1
HPGDS,BDH2
HPGDS,BBS7
HPGDS,FRAS1
HPGDS,ELF2
HPGDS,BMP2K
HPSE,BMP2K
HPSE,ANTXR2
HPSE,ABCG2
HSD17B11,CFI
HSD17B11,CDKL2
HSPA4L,ARSJ
HSPA4L,HHIP
HSPA4L,ADH1C
IL15,CXCL3
IL15,AFF1
IL15,CXCL1
INPP4B,CNOT6L
INTS12,ANXA5
INTS12,BMP2K
INTS12,CXCL11
INTS12,CXCL10
INTS12,ARHGAP24
INTS12,GAR1
INTU,HSPA4L
INTU,ANTXR2
INTU,COQ2
INTU,CXCL9
KLHL8,ANTXR2
KLHL8,COX18
KLHL8,ELF2
LARP1B,FRAS1
LARP1B,FGF2
LARP7,COX18
LARP7,DNAJB14
LARP7,CNOT6L
LARP7,GAR1
LEF1,EMCN
LIN54,ANK2
LSM6,HERC5
LSM6,CFI
LSM6,BDH2
LSM6,FAM13A
LSM6,HERC6
LSM6,DAPP1
LSM6,LARP1B
MAD2L1,G3BP2
MAD2L1,LIN54
MAD2L1,INTS12
MAD2L1,CCNA2
MAML3,ANTXR2
MAML3,FRAS1
MANBA,HERC5
MANBA,HSD17B11
MANBA,CXCL11
MANBA,ELF2
MANBA,INTS12
MANBA,HERC6
MANBA,CFI
MANBA,COQ2
MANBA,GPRIN3
MANBA,ABCG2
MANBA,HADH
MANBA,HPSE
MANBA,GSTCD
MAPK10,INTU
MAPK10,BBS12
MAPK10,CCNA2
MAPK10,BTC
METAP1,EIF4E
METAP1,CCNG2
METAP1,GAR1
METTL14,ANXA3
METTL14,FAT4
METTL14,DNAJB14
METTL14,GYPE
MFSD8,MANBA
MGST2,CCNI
MGST2,LSM6
MGST2,FGF2
MGST2,LARP1B
MMAA,FAT4
MMAA,FRAS1
MMAA,HPSE
MMAA,COPS4
MMAA,CDKL2
MMRN1,FRAS1
MMRN1,ABCG2
