Gene_1,Gene_2
ADH1C,ADH1B
ANKRD17,AFF1
ANKRD50,ADH1B
ANKRD50,ALPK1
ARSJ,ANKRD17
BANK1,ANXA5
BBS12,ANK2
BBS7,ARSJ
BBS7,ADH1B
BDH2,AIMP1
C4orf3,ADH5
C4orf33,ABCG2
C4orf33,ADH1B
C4orf36,AP1AR
CASP6,C4orf3
CCNA2,CASP6
CCNG2,ANXA5
CCNG2,ABCE1
CCNI,C4orf3
CCNI,ARSJ
CCNI,ABCE1
CCNI,ADH5
CDKL2,BDH2
CDS1,ADH1C
CDS1,CCNI
CFI,BANK1
CFI,BTC
CFI,ALPK1
CFI,BDH2
CISD2,BMP3
CISD2,ANTXR2
CISD2,CFI
CNOT6L,AFF1
CNOT6L,CDKL2
CNOT6L,ARSJ
COPS4,CCNI
COPS4,ANAPC10
COPS4,CISD2
COX18,AFF1
CXCL11,CXCL10
CXCL2,CXCL1
CXCL3,CCNG2
CXCL3,CXCL1
CXCL3,CXCL2
CXCL5,ARHGAP24
CXCL5,CXCL3
CXCL9,ANAPC10
CXCL9,CXCL10
CXCL9,ANKRD50
CYP2U1,ADH1C
CYP2U1,ADH5
CYP2U1,ANTXR2
CYP2U1,BBS7
DAPP1,BANK1
DAPP1,CXCL1
DAPP1,BBS12
DAPP1,ADH5
DKK2,ANKRD50
DKK2,ANTXR2
DKK2,CYP2U1
DNAJB14,CASP6
EIF4E,ARHGAP24
EIF4E,AP1AR
EIF4E,AIMP1
EIF4E,BDH2
ELF2,EIF4E
ELOVL6,CCNI
ELOVL6,C4orf3
EMCN,ALPK1
EMCN,ANXA3
ENOPH1,ANAPC10
ENOPH1,DAPP1
ENOPH1,ANXA3
ENPEP,EMCN
ENPEP,ANTXR2
EXOSC9,C4orf3
FAM13A,AFF1
FAT4,COPS4
FAT4,AP1AR
FAT4,ELF2
FAT4,ARHGAP24
FGF2,ANTXR2
FGF2,ELF2
FGF2,COQ2
FGF2,CASP6
FGF2,FAM13A
FRAS1,EMCN
FRAS1,ABCG2
FRAS1,BANK1
FRAS1,DKK2
FRAS1,ANKRD50
FRAS1,BMP3
G3BP2,DNAJB14
GAB1,AP1AR
GAB1,ARHGAP24
GAR1,EIF4E
GAR1,BDH2
GAR1,BTC
GAR1,CNOT6L
GPRIN3,BMP2K
GPRIN3,COQ2
GPRIN3,C4orf3
GPRIN3,DKK2
GPRIN3,G3BP2
GYPE,DAPP1
GYPE,FRAS1
HADH,C4orf3
HADH,DNAJB14
HADH,FRAS1
HELQ,C4orf3
HERC3,ANXA5
HERC3,FAM13A
HERC3,CFI
HERC5,BANK1
HERC5,CAMK2D
HERC5,ALPK1
HERC6,HERC5
HERC6,FRAS1
HERC6,ABCE1
HERC6,C4orf33
HHIP,CDS1
HHIP,CDKL2
HHIP,FRAS1
HHIP,GAB1
HPGDS,ANK2
HPGDS,EMCN
HPGDS,HHIP
HPGDS,DAPP1
HPGDS,BMP2K
HPSE,ABCG2
HPSE,BMP2K
HPSE,AIMP1
HSD17B11,HPGDS
HSD17B11,DNAJB14
HSD17B11,AP1AR
HSD17B11,CDKL2
HSPA4L,ANXA3
HSPA4L,BTC
IL15,ELF2
IL15,CCNA2
INPP4B,HERC5
INPP4B,CNOT6L
INPP4B,HSPA4L
INTS12,DAPP1
INTS12,ABCE1
INTS12,CXCL11
INTS12,EIF4E
INTS12,CCNI
INTU,BBS7
INTU,BBS12
INTU,GAR1
INTU,IL15
INTU,ANKRD17
KLHL8,CCNG2
KLHL8,AFF1
LARP1B,C4orf3
LARP1B,GSTCD
LARP1B,FRAS1
LARP1B,FGF2
LARP1B,CYP2U1
LARP1B,ADH5
LARP7,C4orf33
LARP7,GAR1
LARP7,EIF4E
LARP7,CCNI
LEF1,DAPP1
LEF1,AIMP1
LEF1,C4orf3
LIN54,EIF4E
LIN54,AFF1
LIN54,BBS7
LIN54,CASP6
LIN54,ADH1C
LIN54,ANAPC10
LSM6,INTS12
