Gene_1,Gene_2
RASGEF1B,NPNT
CCNI,PGRMC2
ADH5,RCHY1
ADH5,SCD5
FAT4,NAA15
ENPEP,ANTXR2
NAA15,FAT4
MRPS18C,MGST2
METTL14,SGMS2
RCHY1,ADH5
RCHY1,TIGD2
PGRMC2,CCNI
FAM13A,CXCL11
ANTXR2,ENPEP
ANTXR2,HPSE
NDUFC1,ELOVL6
THAP9,CCNA2
CDS1,MFSD8
CXCL11,FAM13A
NPNT,RASGEF1B
SCLT1,LARP7
ELOVL6,NDUFC1
PCDH18,MGST2
BTC,CFI
SCD5,ADH5
FRAS1,SEC24D
OTUD4,SEC24D
LSM6,C4orf3
CFI,BTC
TIGD2,RCHY1
SMARCAD1,NUP54
LARP7,SCLT1
CCNA2,THAP9
SEC24D,FRAS1
SEC24D,OTUD4
SEC24D,DNAJB14
DNAJB14,SEC24D
SGMS2,METTL14
MGST2,MRPS18C
MGST2,PCDH18
MFSD8,CDS1
MFSD8,NFKB1
NFKB1,MFSD8
NUP54,SMARCAD1
C4orf3,LSM6
HPSE,ANTXR2
