Gene_1,Gene_2
ADH1C,ADH1B
ALPK1,ADH5
ANKRD17,AFF1
ANKRD50,ADH1C
ANKRD50,AFF1
ANXA3,AIMP1
AP1AR,ADH1C
ARHGAP24,AP1AR
BBS7,ARSJ
BBS7,BBS12
BDH2,ALPK1
BDH2,ADH5
BMP2K,ANXA3
BTC,BMP2K
BTC,ARSJ
BTC,ANXA3
C4orf3,ABCE1
C4orf3,ADH5
C4orf33,ADH1B
CCNA2,BMP2K
CCNA2,BDH2
CCNA2,ANXA3
CCNA2,AIMP1
CCNA2,ADH1C
CCNG2,C4orf3
CCNG2,ABCE1
CCNG2,ANTXR2
CCNG2,ANXA5
CCNI,ADH5
CCNI,ABCE1
CCNI,CCNG2
CCNI,ANTXR2
CCNI,ANAPC10
CCNI,C4orf3
CCNI,ALPK1
CDKL2,BDH2
CDKL2,ADH1C
CDS1,CCNI
CDS1,ADH1C
CDS1,BBS12
CDS1,BMP2K
CFI,BANK1
CFI,BTC
CFI,BDH2
CFI,CDKL2
CFI,ALPK1
CISD2,CDKL2
CISD2,CFI
CISD2,BMP3
CNOT6L,BANK1
CNOT6L,BTC
CNOT6L,AFF1
CNOT6L,CISD2
CNOT6L,ANXA3
CNOT6L,ARSJ
CNOT6L,CDKL2
CNOT6L,BMP2K
CNOT6L,AIMP1
COPS4,CCNI
COPS4,AFF1
COPS4,CNOT6L
COPS4,CISD2
COPS4,ANAPC10
COX18,AFF1
CXCL1,ADH1C
CXCL11,C4orf3
CXCL11,CXCL10
CXCL2,CCNI
CXCL2,BBS12
CXCL2,CXCL1
CXCL3,ABCE1
CXCL3,ANKRD50
CXCL3,CXCL1
CXCL3,AFF1
CXCL3,COQ2
CXCL3,CXCL2
CXCL9,ANAPC10
CXCL9,CXCL10
CXCL9,ANKRD50
CYP2U1,ADH5
CYP2U1,BBS7
CYP2U1,CCNG2
CYP2U1,ANTXR2
DAPP1,ADH5
DAPP1,CXCL1
DAPP1,BBS12
DAPP1,BANK1
DKK2,ANKRD50
DKK2,ANTXR2
DKK2,CYP2U1
DNAJB14,CNOT6L
DNAJB14,CASP6
DNAJB14,CXCL1
DNAJB14,BMP2K
DNAJB14,AFF1
EIF4E,ARHGAP24
EIF4E,ANKRD17
EIF4E,AP1AR
EIF4E,AIMP1
ELF2,CNOT6L
ELF2,ADH1B
ELF2,AFF1
ELF2,EIF4E
ELF2,CDKL2
ELF2,CISD2
ELF2,DNAJB14
ELMOD2,BBS12
ELMOD2,ANAPC10
ELMOD2,AIMP1
ELMOD2,BBS7
ELMOD2,CCNI
ELOVL6,C4orf3
EMCN,ADH1B
EMCN,ALPK1
EMCN,ANXA3
ENOPH1,ELF2
ENOPH1,ANAPC10
ENOPH1,CASP6
ENPEP,EMCN
EXOSC9,DNAJB14
FAM13A,AFF1
FAM13A,ANXA5
FAM13A,ADH1C
FAM13A,DNAJB14
FAT4,CDKL2
FAT4,ARSJ
FAT4,ARHGAP24
FAT4,EMCN
FAT4,BBS7
FAT4,ELF2
FGF2,BBS7
FGF2,ARSJ
FGF2,CASP6
FGF2,FAM13A
FRAS1,EMCN
FRAS1,ADH1C
FRAS1,ANKRD50
FRAS1,ABCG2
G3BP2,AFF1
G3BP2,BDH2
G3BP2,FGF2
G3BP2,CCNA2
GAB1,CYP2U1
GAB1,BBS7
GAB1,ANXA3
GAB1,ADH1C
GAB1,ADH1B
GAR1,ARSJ
GAR1,CNOT6L
GAR1,ADH1B
GAR1,BTC
GAR1,GAB1
GAR1,BDH2
GAR1,EIF4E
GAR1,ABCG2
GPRIN3,C4orf3
GPRIN3,CDKL2
GPRIN3,ADH1C
GPRIN3,BMP2K
GPRIN3,COQ2
GPRIN3,G3BP2
GPRIN3,EIF4E
GPRIN3,AIMP1
GSTCD,ADH1C
GYPE,BDH2
GYPE,FRAS1
GYPE,ELF2
HADH,FAT4
HADH,CNOT6L
HADH,ADH1C
HADH,FRAS1
HADH,ADH1B
HADH,DNAJB14
HADH,ELF2
HELQ,DNAJB14
HELQ,EIF4E
HELQ,CXCL1
HERC3,CISD2
HERC3,CDS1
