Gene_1,Gene_2
ADH1C,ADH1B
ALPK1,ADH5
ANKRD17,AFF1
ANKRD50,ADH1C
ANKRD50,ALPK1
ANKRD50,AFF1
ANXA3,AIMP1
AP1AR,ADH1C
AP1AR,ANK2
ARHGAP24,AP1AR
BBS7,ARSJ
BDH2,ALPK1
BDH2,ADH5
C4orf3,ABCE1
C4orf3,ADH5
C4orf33,ADH1B
CCNA2,BDH2
CCNA2,CASP6
CCNA2,ADH1C
CCNA2,ANXA3
CCNA2,BMP2K
CCNA2,AIMP1
CCNG2,ANXA5
CCNG2,ABCE1
CCNI,ARSJ
CCNI,ABCE1
CCNI,ALPK1
CCNI,ANTXR2
CCNI,C4orf3
CCNI,ANAPC10
CCNI,ADH5
CDKL2,AFF1
CDKL2,BDH2
CDKL2,ADH1C
CDS1,BBS12
CDS1,BMP2K
CDS1,CCNI
CDS1,ADH1C
CFI,CDKL2
CFI,BANK1
CFI,ALPK1
CFI,BDH2
CFI,BTC
CISD2,BMP3
CISD2,CFI
CISD2,CDKL2
CNOT6L,ARSJ
CNOT6L,ANXA3
CNOT6L,BMP2K
CNOT6L,AIMP1
CNOT6L,BANK1
CNOT6L,CDKL2
CNOT6L,AFF1
COPS4,ANAPC10
COPS4,CCNI
COPS4,CNOT6L
COQ2,AIMP1
COX18,AFF1
CXCL1,ADH1C
CXCL10,C4orf3
CXCL11,C4orf3
CXCL11,CXCL10
CXCL2,BBS12
CXCL2,CXCL1
CXCL3,ANKRD50
CXCL3,AFF1
CXCL3,ABCE1
CXCL3,CDS1
CXCL3,CXCL1
CXCL3,CXCL2
CXCL3,COQ2
CXCL9,ANKRD50
CXCL9,CXCL10
CXCL9,ANAPC10
CYP2U1,BBS7
CYP2U1,ADH5
CYP2U1,CCNG2
CYP2U1,ANTXR2
DAPP1,BANK1
DAPP1,CXCL1
DAPP1,ADH5
DAPP1,BBS12
DKK2,ANKRD50
DKK2,ANTXR2
DKK2,CYP2U1
DNAJB14,CASP6
DNAJB14,BMP2K
DNAJB14,AFF1
EIF4E,BDH2
EIF4E,AP1AR
EIF4E,AIMP1
EIF4E,ARHGAP24
ELF2,CDKL2
ELF2,DNAJB14
ELF2,ADH1B
ELF2,AFF1
ELF2,EIF4E
ELF2,CNOT6L
ELMOD2,DNAJB14
ELMOD2,CCNI
ELMOD2,BBS7
ELMOD2,CFI
ELMOD2,AIMP1
ELMOD2,ANAPC10
ELMOD2,BBS12
ELOVL6,C4orf3
ELOVL6,CCNI
EMCN,ANXA3
EMCN,ADH1B
EMCN,ALPK1
ENOPH1,ANAPC10
ENOPH1,ELF2
ENOPH1,CASP6
ENOPH1,ANXA3
ENOPH1,DAPP1
ENPEP,EMCN
EXOSC9,DNAJB14
FAM13A,ADH1C
FAM13A,ANXA5
FAM13A,AFF1
FAT4,ELF2
FAT4,CYP2U1
FAT4,BBS7
FAT4,ARHGAP24
FGF2,CASP6
FGF2,FAM13A
FGF2,BBS7
FRAS1,ADH1C
FRAS1,ABCG2
FRAS1,CDS1
FRAS1,ALPK1
FRAS1,CCNG2
FRAS1,ANKRD50
FRAS1,DKK2
FRAS1,EMCN
G3BP2,CCNA2
G3BP2,FGF2
GAB1,BBS7
GAB1,CYP2U1
GAB1,FRAS1
GAB1,ADH1B
GAB1,ADH1C
GAR1,CNOT6L
GAR1,ABCG2
GAR1,ADH1B
GAR1,BTC
GAR1,BDH2
GAR1,G3BP2
GAR1,ARSJ
GAR1,EIF4E
GPRIN3,EIF4E
GPRIN3,AIMP1
GPRIN3,COQ2
GPRIN3,BMP2K
GPRIN3,ADH1C
GPRIN3,CDKL2
GPRIN3,C4orf3
GPRIN3,G3BP2
GSTCD,ADH1C
GYPE,ELF2
GYPE,FRAS1
GYPE,BDH2
HADH,FAT4
HADH,FRAS1
HADH,ADH1B
HADH,DNAJB14
HADH,ELF2
HADH,CNOT6L
HADH,ADH1C
HELQ,DNAJB14
HELQ,CXCL1
HELQ,EIF4E
HERC3,ADH1C
HERC3,CDS1
HERC3,DNAJB14
HERC3,C4orf3
HERC3,CISD2
HERC3,ALPK1
