Gene_1,Gene_2
ABCG2,ADH5
ABCG2,SMAD1
ABCG2,FRAS1
ABCG2,GPRIN3
ABCG2,ANTXR2
ABCG2,IL15
ABCG2,PKD2
ABCG2,PF4
ABHD18,BMP2K
ABHD18,USO1
ABHD18,ADH5
ABHD18,HNRNPDL
ABHD18,INTU
ABHD18,ANTXR2
ABHD18,MGST2
ABHD18,PPM1K
ABHD18,CCNI
ABHD18,HADH
ABHD18,H2AZ1
ABRAXAS1,BMP3
ABRAXAS1,WDFY3-AS2
ABRAXAS1,HELQ
ABRAXAS1,ADH1C
ABRAXAS1,CCNI
ABRAXAS1,AREG
ABRAXAS1,MCUB
ABRAXAS1,NAA15
ADH1B,CAMK2D
ADH1B,ARSJ
ADH1B,MMRN1
ADH1B,HADH
ADH1B,ADH5
ADH1B,USP53
ADH1C,INTU
ADH1C,USP53
ADH1C,PGRMC2
ADH1C,FAM47E
ADH1C,PPP3CA
ADH1C,SLC39A8
ADH1C,PLAC8
ADH1C,CDS1
ADH5,ANXA3
ADH5,SLC39A8
ADH5,MGST2
ADH5,OTUD4
ADH5,WDFY3-AS2
ADH5,PYURF
ADH5,NPNT
ADH5,GTF2IP12
ADH5,C4orf3
ADH5,INTU
ADH5,BLTP1
AFF1,MRPL1
AIMP1,HPSE
AIMP1,ABCE1
AIMP1,BMP3
ALPK1,COX18
ALPK1,OSTC
ALPK1,USO1
ALPK1,CYP2U1
ALPK1,RAB33B
ALPK1,BMP2K
ANAPC10,PPA2
ANAPC10,NPNT
ANAPC10,ANXA3
ANAPC10,H2AZ1
ANAPC10,LSM6
ANAPC10,MRPL1
ANAPC10,EXOSC9
ANK2,SGMS2
ANK2,GAB1
ANK2,SPARCL1
ANK2,ABCG2
ANK2,CFI
ANK2,TBC1D9
ANK2,SYNPO2
ANK2,SLC9B2
ANK2,SCOC
ANK2,PPP3CA
ANK2,ANXA3
ANK2,ADH5
ANK2,UNC5C
ANK2,CDS1
ANK2,SEC24D
ANK2,RNF150
ANK2,PYURF
ANK2,PKD2
ANK2,SLC39A8
ANKRD17,FLJ20021
ANKRD17,FRAS1
ANKRD17,ELF2
ANKRD17,ADH5
ANKRD17,USO1
ANKRD17,SEC24B
ANKRD17,AREG
ANKRD17,WDFY3
ANKRD17,SDAD1
ANKRD17,TET2
ANKRD17,CCNI
ANKRD17,GAR1
ANKRD17,LIN54
ANKRD50,HADH
ANKRD50,AREG
ANKRD50,ARSJ
ANKRD50,LIN54
ANKRD50,COX18
ANKRD50,HNRNPDL
ANKRD50,CDS1
ANTXR2,FAM47E
ANTXR2,ARHGEF38
ANXA3,SLC39A8
ANXA3,MGST2
ANXA3,SHROOM3
ANXA3,PRKG2
ANXA3,ARSJ
ANXA3,NPNT
ANXA3,ADH1C
ANXA3,CXCL11
ANXA5,PPM1K
AP1AR,CYP2U1
AP1AR,GPRIN3
AREG,CXCL8
AREG,BMP3
AREG,SEC24B
AREG,ADH1C
AREG,HNRNPDL
AREG,RASGEF1B
AREG,PAQR3
AREG,ARHGAP24
AREG,LAMTOR3
AREG,USP53
AREG,PPP3CA
AREG,PCDH18
AREG,NOCT
AREG,INTU
AREG,SHROOM3
ARSJ,FAM13A
ARSJ,PRKG2
ARSJ,SHROOM3
ARSJ,PCDH18
BANK1,MGST2
BANK1,FRAS1
BANK1,UNC5C
BANK1,SEPTIN11
BANK1,PLK4
BANK1,PRKG2
BANK1,PARM1
BANK1,SLC39A8
BBS12,RASSF6
BBS12,NAP1L5
BBS12,ABCG2
BBS12,WDFY3
BBS12,EXOSC9
BBS12,BTC
BBS12,NOCT
BBS12,ABCE1
BBS12,FAM47E
BBS12,GPAT3
BBS12,SEC24B
BBS12,CDS1
BBS12,PLAC8
BBS12,CYP2U1
BBS12,ABHD18
BBS12,MAPK10
BBS12,GPRIN3
BBS12,HADH
BBS12,TRMT10A
BBS12,ABRAXAS1
BBS12,PAPSS1
BBS12,BMP2K
BBS12,FAM241A
BBS12,ELMOD2
BBS12,PRSS12
BBS12,BLTP1
BBS12,SDAD1
BBS12,SCD5
BBS7,MCUB
BBS7,PAQR3
BDH2,HADH
BLTP1,HADH
BLTP1,LARP1B
BLTP1,ANXA3
BLTP1,LINC01094
BLTP1,HNRNPDL
BLTP1,ADH1C
BLTP1,CDS1
BLTP1,BMP3
BLTP1,INTU
BLTP1,PPM1K
BLTP1,MRPL1
BMP2K,LINC01094
BMP2K,SHROOM3
BMP2K,MRPL1
BMP2K,HPSE
BMP3,IL15
BMP3,CDKL2
BMP3,USP53
BMP3,ARHGEF38
BMP3,PPP3CA
BMP3,ABCE1
BMP3,NOCT
BMP3,AFF1
BTC,PDE5A
BTC,HERC6
BTC,PRSS12
BTC,RNF150
BTC,ELMOD2
BTC,SCD5
BTC,HADH
BTC,PRDM8
BTC,LINC01091
BTC,TRMT10A
BTC,SHROOM3
BTC,GPRIN3
BTC,CDS1
BTC,ADH1C
BTC,NOCT
BTC,LINC01094
BTC,MAPK10
BTC,SYNPO2
BTC,FAM47E
C4orf3,ANTXR2
C4orf3,FAM13A
C4orf3,PCDH18
C4orf3,CDKL2
C4orf3,PYURF
C4orf3,RAB33B
C4orf3,NPNT
C4orf36,RASGEF1B
CASP6,FGF2
CCNA2,MAD2L1
CCNA2,SDAD1
CCNA2,H2AZ1
CCNA2,PLK4
CCNG2,SGMS2
CCNG2,AREG
CCNG2,PAQR3
CCNG2,CXCL5
CCNG2,HNRNPDL
CCNG2,SEC24B
CCNG2,PCDH18
CCNI,PGRMC2
CCNI,WDFY3-AS2
CCNI,HNRNPDL
CCSER1,SLC39A8
CCSER1,NPNT
CCSER1,ANKRD50
CCSER1,SNHG8
CDKL2,ARHGEF38
CDS1,BMP3
CDS1,SHROOM3
CDS1,CDKL2
CDS1,FAM47E
CDS1,PCDH18
CFI,NPNT
CFI,GPAT3
CFI,SEC24B
CFI,CXCL11
CFI,ANXA3
CFI,FAM47E
CFI,FAM241A
CFI,MAML3
CFI,PTPN13
