Gene_1,Gene_2
ABCG2,SMAD1
ABCG2,FRAS1
ABCG2,ADH1B
ABCG2,ANXA5
ABCG2,CXCL5
ABCG2,ANTXR2
ABCG2,MMRN1
ABHD18,INTU
ABHD18,CDS1
ABHD18,HNRNPDL
ABHD18,ANXA5
ABHD18,USO1
ABHD18,CYP2U1
ABHD18,SPRY1
ABRAXAS1,NAA15
ABRAXAS1,WDFY3-AS2
ABRAXAS1,ADH1C
ABRAXAS1,CCNI
ABRAXAS1,SEPTIN11
ABRAXAS1,CNOT6L
ABRAXAS1,INPP4B
ABRAXAS1,STBD1
ADH1B,ADH5
ADH1B,ANKRD50
ADH1B,ARSJ
ADH1B,ADH1C
ADH1B,WDFY3-AS2
ADH1B,MMRN1
ADH1B,USP53
ADH1B,CCNI
ADH1C,FAM47E
ADH1C,INTU
ADH1C,USP53
ADH1C,MGST2
ADH1C,CDS1
ADH1C,SLC39A8
ADH1C,PLAC8
ADH5,INTU
ADH5,ANTXR2
ADH5,FAM47E
ADH5,MGST2
ADH5,OTUD4
ADH5,ABCE1
ADH5,SEPTIN11
ADH5,C4orf3
ADH5,GTF2IP12
ADH5,LAMTOR3
ALPK1,CYP2U1
ALPK1,ADH5
ALPK1,USO1
ALPK1,GTF2IP12
ALPK1,NPNT
ALPK1,GPRIN3
ALPK1,INTU
ALPK1,ANXA3
ANAPC10,MRPL1
ANAPC10,EXOSC9
ANAPC10,HNRNPDL
ANAPC10,AIMP1
ANAPC10,H2AZ1
ANAPC10,LSM6
ANAPC10,PPA2
ANK2,CDS1
ANK2,SLC39A8
ANK2,METAP1
ANK2,UNC5C
ANK2,NPNT
ANK2,SEC24D
ANK2,NFKB1
ANKRD17,MRPL1
ANKRD17,PYURF
ANKRD17,LAMTOR3
ANKRD17,SEC24B
ANKRD17,CFI
ANKRD17,SDAD1
ANKRD50,AREG
ANKRD50,CCNI
ANKRD50,CDS1
ANKRD50,PCDH18
ANKRD50,ARSJ
ANTXR2,PGRMC2
ANTXR2,ARHGEF38
ANXA3,NPNT
ANXA3,PRKG2
ANXA3,SPP1
ANXA3,SLC39A8
ANXA3,ADH1C
ANXA5,GPRIN3
ANXA5,LINC01094
ANXA5,THAP9
ANXA5,LAMTOR3
AP1AR,JADE1
AP1AR,SEC31A
AP1AR,KLHL8
AREG,OTUD4
AREG,NOCT
AREG,PCDH18
AREG,CXCL8
AREG,USP53
AREG,LAMTOR3
AREG,SHROOM3
AREG,BMP3
AREG,HNRNPDL
AREG,RASGEF1B
AREG,PAQR3
ARSJ,SPP1
ARSJ,FAM13A
BANK1,DAPP1
BBS12,CXCL10
BBS12,BLTP1
BBS12,RASGEF1B
BBS12,LINC01091
BBS12,MAPK10
BBS12,HNRNPDL
BBS12,ADH1C
BBS12,PLAC8
BBS12,CDS1
BBS12,SEC24B
BBS12,FAM47E
BBS12,NOCT
BBS12,NAP1L5
BBS12,AREG
BBS12,TIGD2
BBS12,RASSF6
BBS12,EXOSC9
BBS12,METAP1
BBS12,LARP7
BBS12,ABHD18
BBS12,PAPSS1
BBS12,ZGRF1
BBS12,SDAD1
BDH2,OTUD4
BDH2,SEC24B
BDH2,BLTP1
BDH2,WDFY3-AS2
BLTP1,ANXA5
BLTP1,BMP2K
BLTP1,HNRNPDL
BLTP1,CDS1
BLTP1,INTU
BLTP1,PPM1K
BMP2K,HPSE
BMP2K,MRPL1
BMP2K,LINC01094
BMP3,ABCE1
BMP3,ARHGEF38
BMP3,AFF1
BMP3,CDKL2
BMP3,GPAT3
BMP3,NOCT
BTC,GPRIN3
BTC,FAM47E
BTC,SCD5
BTC,NPNT
BTC,NDNF
BTC,HADH
BTC,PRSS12
BTC,PDE5A
BTC,SHROOM3
BTC,CDS1
BTC,MAPK10
C4orf3,NPNT
C4orf3,PYURF
CASP6,FGF2
CCNA2,TBCK
CCNA2,MAD2L1
CCNA2,PLK4
