Gene_1,Gene_2
USO1,IL15
USO1,TIFA
INTS12,METAP1
INTS12,HERC6
INTS12,LSM6
INTS12,ANXA5
RASGEF1B,TET2
RASGEF1B,NPNT
C4orf33,METAP1
C4orf33,PGRMC2
CCNI,EIF4E
CCNI,PGRMC2
CCNI,BDH2
CCNI,DNAJB14
MAML3,BTC
MAML3,PPM1K
TET2,RASGEF1B
TET2,RAP1GDS1
TET2,PPA2
TET2,MMAA
TET2,ANK2
ADH5,RCHY1
ADH5,SCD5
PAQR3,PDE5A
PAQR3,SYNPO2
PAQR3,PF4
SLC39A8,HHIP
FAT4,NAA15
FAT4,AFF1
FAT4,STBD1
PDE5A,PAQR3
PDE5A,BTC
PDE5A,PPM1K
PDE5A,SGMS2
RAP1GDS1,TET2
RAP1GDS1,HHIP
SYNPO2,PAQR3
SYNPO2,SPARCL1
EXOSC9,EIF4E
EIF4E,CCNI
EIF4E,EXOSC9
EIF4E,USP38
INPP4B,BTC
INPP4B,SGMS2
METAP1,INTS12
METAP1,C4orf33
METAP1,OSTC
METAP1,CXCL11
METAP1,OTUD4
METAP1,AIMP1
NAA15,FAT4
NAA15,OSTC
NAA15,OTUD4
NAA15,SEC24D
AFF1,FAT4
PPA2,TET2
PPA2,FAM13A
PPA2,LSM6
THAP6,METTL14
MRPS18C,INTU
MRPS18C,MGST2
MRPS18C,NAAA
DAPP1,SPRY1
METTL14,THAP6
HERC6,INTS12
HERC6,LSM6
HERC6,CXCL9
HERC6,HERC5
ABCE1,PPP3CA
SLC10A7,SEC31A
ZNF827,KLHL8
ZNF827,MMRN1
RCHY1,ADH5
RCHY1,TIGD2
PGRMC2,C4orf33
PGRMC2,CCNI
PGRMC2,UBE2D3
PGRMC2,SEC24D
ALPK1,RAB33B
ANKRD17,ANXA3
OSTC,METAP1
OSTC,NAA15
OSTC,ELF2
TBC1D9,BANK1
TBC1D9,LARP7
FAM13A,PPA2
FAM13A,CXCL11
NDUFC1,ELOVL6
NDUFC1,UNC5C
THAP9,CCNA2
BDH2,CCNI
BDH2,GAR1
CDS1,BMP2K
CDS1,HPSE
CXCL11,METAP1
CXCL11,FAM13A
CXCL11,PRDM8
USP53,MMRN1
USP53,SGMS2
IL15,USO1
IL15,STBD1
IL15,DNAJB14
NPNT,RASGEF1B
NPNT,SEC31A
TIFA,USO1
SCOC,MAPK10
GAR1,BDH2
GAR1,BTC
GAR1,FRAS1
LARP1B,TNIP3
SNCA,COPS4
SNCA,SMARCAD1
KLHL8,ZNF827
SCLT1,BTC
FGF2,SEC31A
COPS4,SNCA
MANBA,NUDT9
RAB33B,ALPK1
RAB33B,SETD7
NUDT9,MANBA
ELOVL6,NDUFC1
GAB1,OTUD4
GAB1,PTPN13
BTC,MAML3
BTC,PDE5A
BTC,INPP4B
BTC,GAR1
BTC,SCLT1
BTC,CFI
PLA2G12A,ANXA5
PLA2G12A,COX18
SCD5,ADH5
SCD5,HHIP
SCD5,SGMS2
GYPE,SPATA5
PF4,PAQR3
PF4,EMCN
PKD2,ANXA3
FRAS1,GAR1
FRAS1,SEC24D
FRAS1,ANAPC10
SDAD1,AP1AR
OTUD4,METAP1
OTUD4,NAA15
OTUD4,GAB1
OTUD4,SEC24D
OTUD4,DNAJB14
ELF2,OSTC
ELF2,DNAJB14
LSM6,INTS12
LSM6,PPA2
LSM6,HERC6
LSM6,C4orf3
UBE2D3,PGRMC2
UBE2D3,SEC31A
CFI,BTC
RASSF6,CASP6
SPATA5,GYPE
STBD1,FAT4
STBD1,IL15
STBD1,HHIP
UNC5C,NDUFC1
C4orf36,ANXA3
AIMP1,METAP1
AIMP1,DNAJB14
ANXA5,INTS12
ANXA5,PLA2G12A
COQ2,ANXA3
TIGD2,RCHY1
BANK1,TBC1D9
BMP2K,CDS1
PTPN13,GAB1
MTHFD2L,WDFY3
SMARCAD1,SNCA
SMARCAD1,NUP54
RPL34,AP1AR
CASP6,RASSF6
MMRN1,ZNF827
MMRN1,USP53
MMRN1,RNF150
PPP3CA,ABCE1
USP38,EIF4E
USP38,MRPL1
SETD7,RAB33B
SETD7,SEC24D
LARP7,TBC1D9
MMAA,TET2
MRPL1,USP38
MRPL1,HERC5
HHIP,SLC39A8
HHIP,RAP1GDS1
HHIP,SCD5
HHIP,STBD1
HHIP,DNAJB14
CCNA2,THAP9
SEC24D,NAA15
SEC24D,PGRMC2
SEC24D,FRAS1
SEC24D,OTUD4
SEC24D,SETD7
SEC24D,DNAJB14
ANAPC10,FRAS1
WDFY3,MTHFD2L
BBS12,TNIP3
SEC31A,SLC10A7
SEC31A,NPNT
SEC31A,FGF2
SEC31A,UBE2D3
CXCL9,HERC6
PPM1K,MAML3
PPM1K,PDE5A
PPM1K,NFKB1
MAPK10,SCOC
HERC5,HERC6
HERC5,MRPL1
AP1AR,SDAD1
AP1AR,RPL34
DNAJB14,CCNI
DNAJB14,IL15
DNAJB14,OTUD4
DNAJB14,ELF2
DNAJB14,AIMP1
DNAJB14,HHIP
DNAJB14,SEC24D
DNAJB14,SGMS2
DNAJB14,C4orf3
HSD17B11,NFKB1
SHROOM3,EMCN
SGMS2,PDE5A
SGMS2,INPP4B
SGMS2,USP53
SGMS2,SCD5
SGMS2,DNAJB14
ANK2,TET2
TNIP3,LARP1B
TNIP3,BBS12
INTU,MRPS18C
INTU,NUP54
MGST2,MRPS18C
MFSD8,NFKB1
RNF150,MMRN1
ANXA3,ANKRD17
ANXA3,PKD2
ANXA3,C4orf36
ANXA3,COQ2
COX18,PLA2G12A
SPRY1,DAPP1
SPARCL1,SYNPO2
NAAA,MRPS18C
PRDM8,CXCL11
NFKB1,PPM1K
NFKB1,HSD17B11
NFKB1,MFSD8
NUP54,SMARCAD1
NUP54,INTU
C4orf3,LSM6
C4orf3,DNAJB14
EMCN,PF4
EMCN,SHROOM3
EMCN,HPGDS
HPSE,CDS1
HPGDS,EMCN
