Gene_1,Gene_2
ABCE1,NOCT
ABCG2,PRDM8
ABCG2,DAPP1
ABCG2,SMAD1
ABCG2,ADH5
ABCG2,SEPTIN11
ABCG2,GTF2IP12
ABCG2,MMRN1
ABHD18,ANXA5
ABHD18,RCHY1
ABHD18,MRPS18C
ABHD18,PYURF
ABHD18,ANTXR2
ABHD18,LAMTOR3
ABHD18,CCNI
ABHD18,INTU
ABHD18,GTF2IP12
ABHD18,HADH
ABHD18,C4orf3
ABHD18,SEPTIN7P14
ABHD18,MGST2
ABHD18,OSTC
ABHD18,BLTP1
ABHD18,ADH5
ABHD18,H2AZ1
ABHD18,LSM6
ABHD18,CISD2
ABHD18,PGRMC2
ABHD18,MRPL1
ABRAXAS1,WDFY3-AS2
ABRAXAS1,NOCT
ABRAXAS1,HNRNPDL
ABRAXAS1,AREG
ABRAXAS1,ADH1B
ABRAXAS1,CYP2U1
ABRAXAS1,NFKB1
ABRAXAS1,LARP1B
ABRAXAS1,PDE5A
ABRAXAS1,ELMOD2
ADH1B,SEPTIN11
ADH1B,ANTXR2
ADH1B,LARP1B
ADH1B,NDNF
ADH1B,ADH5
ADH1B,C4orf3
ADH1B,GTF2IP12
ADH1B,NPNT
ADH1B,HNRNPDL
ADH1B,PRKG2
ADH1B,WDFY3-AS2
ADH1C,CDS1
ADH5,SEPTIN7P14
ADH5,SEPTIN11
ADH5,GTF2IP12
ADH5,NDNF
ADH5,ANXA3
ADH5,LARP1B
ADH5,C4orf3
ADH5,CCNI
ADH5,NPNT
ADH5,SLC39A8
ADH5,PGRMC2
ADH5,PYURF
ADH5,LAMTOR3
ADH5,MGST2
ADH5,INTU
ADH5,PRKG2
ADH5,HNRNPDL
ADH5,WDFY3-AS2
AFF1,PPM1K
AFF1,MRPL1
ALPK1,CCNI
ALPK1,C4orf3
ALPK1,ADH5
ALPK1,CYP2U1
ALPK1,H2AZ1
ALPK1,TMEM150C
ALPK1,PGRMC2
ALPK1,PYURF
ALPK1,ARHGEF38
ALPK1,ABHD18
ALPK1,GPRIN3
ALPK1,UNC5C
ALPK1,WDFY3-AS2
ANAPC10,C4orf3
ANAPC10,LAMTOR3
ANAPC10,INTU
ANAPC10,GTF2IP12
ANAPC10,PYURF
ANAPC10,H2AZ1
ANAPC10,PRDM8
ANAPC10,ENOPH1
ANAPC10,ZGRF1
ANAPC10,MFSD8
ANAPC10,ABHD18
ANAPC10,LSM6
ANAPC10,ADH5
ANAPC10,SEPTIN7P14
ANAPC10,MGST2
ANK2,FAM13A-AS1
ANK2,SLC9B2
ANK2,LINC02615
ANK2,NOCT
ANK2,SEC24D
ANK2,COX18
ANK2,UBE2D3
ANK2,TIGD2
ANK2,ABCE1
ANK2,CFI
ANK2,GAR1
ANK2,NAP1L5
ANK2,NAA15
ANK2,PDLIM5
ANK2,MMRN1
ANK2,RASSF6
ANK2,ANXA3
ANK2,PLAC8
ANK2,NUDT6
ANK2,NFKB1
ANKRD17,OTUD4
ANKRD17,SEC24B
ANKRD17,HADH
ANKRD17,ELF2
ANKRD17,DNAJB14
ANKRD17,FLJ20021
ANKRD17,NDUFC1
ANKRD17,PPA2
ANKRD17,AFF1
ANKRD17,MGST2
ANKRD17,TET2
ANKRD17,WDFY3
ANKRD50,ANXA3
ANKRD50,LIN54
ANKRD50,PCDH18
ANTXR2,PGRMC2
ANTXR2,ARHGEF38
ANXA3,HPSE
ANXA3,SLC39A8
ANXA3,PPM1K
ANXA3,ARHGAP24
ANXA3,SPP1
ANXA3,PRKG2
ANXA3,RAB33B
ANXA3,NPNT
ANXA3,CISD2
ANXA3,C4orf3
ANXA3,BMP2K
ANXA5,FAM47E
ANXA5,PPM1K
ANXA5,PYURF
ANXA5,MAPK10
ANXA5,SEC24B-AS1
ANXA5,INTU
ANXA5,LAMTOR3
AP1AR,FAM13A-AS1
AP1AR,CAMK2D
AP1AR,ABCE1
AP1AR,UBE2D3
AP1AR,G3BP2
AP1AR,USP38
AREG,PCDH18
AREG,NUDT6
AREG,NOCT
AREG,COX18
AREG,CXCL8
AREG,GPAT3
AREG,BMP3
AREG,THAP9
AREG,HNRNPDL
AREG,RASGEF1B
ARHGAP24,USP53
ARSJ,OTUD4
ARSJ,COX18
BANK1,PKD2
BBS12,HNRNPDL
BBS12,AREG
BBS12,CXCL2
BBS12,CXCL8
BBS12,NOCT
BDH2,CXCL11
BLTP1,LAMTOR3
BLTP1,SPP1
BLTP1,PPM1K
BLTP1,AFF1
BLTP1,MGST2
BLTP1,MRPS18C
BLTP1,INTU
BLTP1,PYURF
BLTP1,HADH
BLTP1,SEPTIN7P14
BLTP1,CISD2
BLTP1,GTF2IP12
BLTP1,MRPL1
BLTP1,CCNI
BLTP1,HPSE
BLTP1,ANXA5
BLTP1,OSTC
BMP2K,HPSE
BMP3,NOCT
BMP3,CXCL8
BTC,FAM47E
BTC,CDS1
BTC,ADH1C
BTC,TRMT10A
BTC,PRSS12
BTC,MAPK10
BTC,GPRIN3
BTC,LINC01091
BTC,MCUB
C4orf3,LAMTOR3
C4orf3,ANTXR2
C4orf3,PYURF
C4orf3,PGRMC2
C4orf3,ARHGEF38
C4orf3,RCHY1
C4orf3,SEC24B
C4orf3,SLC39A8
C4orf3,CCNI
C4orf3,WDFY3-AS2
C4orf3,INTU
C4orf3,RAB33B
C4orf3,NPNT
C4orf3,GTF2IP12
C4orf3,SEC24B-AS1
CAMK2D,PPP3CA
CAMK2D,ABCE1
CASP6,SGMS2
CASP6,ABCE1
CASP6,NOCT
CASP6,CXCL2
CASP6,NAA15
CASP6,OTUD4
CASP6,FGF2
CASP6,CXCL1
CASP6,TIGD2
CASP6,LARP1B
CASP6,AREG
CASP6,HNRNPDL
CASP6,UBE2D3
CASP6,NFKB1
CASP6,USP53
CASP6,NAP1L5
CASP6,MTHFD2L
CASP6,PDLIM5
CASP6,CXCL8
CCNA2,ANXA3
CCNA2,TMEM150C
CCNA2,MAD2L1
CCNA2,STBD1
CCNA2,CXCL2
CCNA2,JADE1
CCNA2,FGF2
CCNA2,CXCL8
CCNA2,USP53
CCNA2,ARHGAP24
CCNA2,WDFY3-AS2
CCNA2,SEC24B
CCNA2,AIMP1
CCNA2,CCNI
CCNA2,SLC39A8
CCNA2,PLK4
CCNG2,LARP1B
CCNG2,NDNF
CCNG2,ADH5
CCNG2,ADH1B
CCNG2,CYP2U1
CCNG2,SGMS2
CCNG2,DNAJB14
CCNG2,PDE5A
CCNG2,ABRAXAS1
CCNG2,MTHFD2L
CCNG2,AREG
CCNG2,CXCL1
CCNG2,LIN54
CCNG2,FAT4
CCNG2,HNRNPDL
CCNG2,PRKG2
CCNG2,WDFY3-AS2
CCNG2,PCDH18
CCNG2,NOCT
CCNG2,SETD7
CCNI,SEC24B-AS1
CCNI,SEC24B
CCNI,INTU
CCNI,WDFY3-AS2
CCNI,ANTXR2
CCNI,LAMTOR3
CCNI,PYURF
CCNI,PGRMC2
CCNI,RCHY1
CCSER1,ANKRD50
CCSER1,ANXA3
CCSER1,PCDH18
CDKL2,ARHGEF38
CDS1,FAM47E
CDS1,SHROOM3
CFI,PPM1K
CFI,PLAC8
CFI,NPNT
CFI,CISD2
CFI,ANXA3
CFI,OSTC
CFI,FAM47E
CFI,BLTP1
CFI,PARM1
CFI,RAB33B-AS1
CFI,PRSS12
CFI,SEC24D
CFI,DKK2
CFI,TMEM150C
CFI,MAML3
CFI,MCUB
CISD2,HPSE
CISD2,LINC01094
CISD2,HNRNPDL
CISD2,INTU
CISD2,LAMTOR3
CISD2,MGST2
CISD2,AFF1
CISD2,PPM1K
CISD2,MRPL1
CISD2,SEC24B-AS1
CISD2,GTF2IP12
CNOT6L,CAMK2D
CNOT6L,NUDT6
CNOT6L,SEC24B
CNOT6L,ABCE1
CNOT6L,ANTXR2
COPS4,OSTC
COPS4,SEPTIN11
COPS4,SEPTIN7P14
COPS4,C4orf3
COPS4,GTF2IP12
COPS4,CCNI
COPS4,ANXA5
COPS4,SEC24B-AS1
COPS4,MRPS18C
COPS4,INTU
COPS4,LAMTOR3
COPS4,PYURF
COPS4,MGST2
COPS4,PGRMC2
COPS4,ARHGEF38
COPS4,MRPL1
COPS4,HNRNPDL
COPS4,BLTP1
COPS4,CISD2
COPS4,H2AZ1
COPS4,ADH5
COPS4,THAP9-AS1
COPS4,SCARB2
COPS4,THAP6
COPS4,SEC31A
COPS4,TET2
COPS4,ANAPC10
COPS4,SETD7
COPS4,PPA2
COPS4,SCOC
COPS4,G3BP2
COPS4,ENOPH1
COPS4,ZGRF1
COPS4,MFSD8
COPS4,EIF4E
COPS4,ALPK1
COPS4,LINC02615
COPS4,ABHD18
COPS4,LARP7
COPS4,LSM6
COQ2,OSTC
COQ2,HPSE
COQ2,MRPL1
COQ2,PPM1K
COQ2,FAM47E
COQ2,GPRIN3
COQ2,GTF2IP12
COQ2,ANXA5
COQ2,LINC01094
COQ2,INTU
COQ2,BLTP1
COQ2,CISD2
COQ2,H2AZ1
COQ2,RAB33B-AS1
COQ2,ABHD18
COQ2,PKD2
COQ2,LAMTOR3
COQ2,MCUB
COQ2,TMEM150C
COQ2,MANBA
COQ2,ELF2
COQ2,MAML3
COQ2,AFF1
COX18,ABCE1
COX18,NOCT
CXCL1,NOCT
CXCL1,PCDH18
CXCL1,PRKG2
CXCL1,COX18
CXCL1,TIGD2
CXCL1,NFKB1
CXCL1,NDNF
CXCL1,AREG
CXCL1,NUDT6
CXCL1,CXCL8
CXCL10,CXCL11
CXCL10,IL15
CXCL11,IL15
CXCL2,HNRNPDL
CXCL2,RASGEF1B
CXCL2,NUDT6
CXCL2,AREG
CXCL2,LARP1B
CXCL2,GPAT3
CXCL2,TIGD2
CXCL2,CXCL1
CXCL2,METAP1
CXCL2,ELMOD2
CXCL2,CXCL8
CXCL2,NOCT
CXCL2,PCDH18
CXCL2,COX18
CXCL3,ABRAXAS1
CXCL3,TIGD2
CXCL3,AREG
CXCL3,RASGEF1B
CXCL3,CXCL8
CXCL3,COX18
CXCL3,NOCT
CXCL3,ELMOD2
CXCL3,METAP1
CXCL3,CASP6
CXCL3,CXCL1
CXCL3,ZNF827
CXCL3,BBS12
CXCL3,CXCL2
CXCL3,SMARCAD1
CXCL8,ABCE1
CXCL8,PCDH18
CXCL8,COX18
CXCL8,NOCT
CXCL9,IL15
CXCL9,NAAA
CXCL9,CXCL11
CXCL9,CXCL10
CXCL9,BDH2
CYP2U1,PRKG2
CYP2U1,LIN54
CYP2U1,RAB33B
CYP2U1,HNRNPDL
CYP2U1,ADH1B
CYP2U1,AREG
CYP2U1,LARP1B
CYP2U1,ANKRD50
CYP2U1,NDNF
CYP2U1,C4orf3
CYP2U1,NPNT
CYP2U1,WDFY3-AS2
CYP2U1,SPP1
CYP2U1,ANTXR2
CYP2U1,CXCL8
CYP2U1,PCDH18
CYP2U1,NOCT
CYP2U1,ADH5
DAPP1,FGF2
DAPP1,PYURF
DAPP1,TMEM150C
DAPP1,MCUB
DAPP1,ADH5
DAPP1,SEPTIN11
DAPP1,ANXA3
DAPP1,C4orf3
DAPP1,NPNT
DAPP1,WDFY3-AS2
DAPP1,ARHGAP24
DAPP1,FRAS1
DAPP1,ALPK1
DAPP1,EMCN
DAPP1,PGRMC2
DAPP1,PKD2
DAPP1,USP53
DKK2,ANXA3
DKK2,NPNT
DNAJB14,ELF2
DNAJB14,METTL14
DNAJB14,NDNF
DNAJB14,ANKRD50
DNAJB14,NPNT
DNAJB14,LIN54
DNAJB14,SEC24B
DNAJB14,SLC10A7
DNAJB14,SPP1
DNAJB14,AFF1
DNAJB14,SLC39A8
DNAJB14,FRAS1
DNAJB14,SMARCAD1
DNAJB14,RAB33B
DNAJB14,PPM1K
EIF4E,CAMK2D
EIF4E,SEC24B-AS1
EIF4E,OTUD4
EIF4E,PYURF
EIF4E,PGRMC2
EIF4E,COX18
EIF4E,PPM1K
EIF4E,ABCE1
EIF4E,NOCT
EIF4E,ANXA5
EIF4E,CCNI
EIF4E,GTF2IP12
EIF4E,NUDT6
EIF4E,SEPTIN7P14
EIF4E,OSTC
EIF4E,BLTP1
EIF4E,USO1
EIF4E,H2AZ1
EIF4E,NFKB1
EIF4E,ABHD18
EIF4E,LINC02615
EIF4E,LAMTOR3
EIF4E,INTU
ELF2,OTUD4
ELF2,SEC24B
ELF2,CISD2
ELMOD2,NOCT
ELMOD2,NFKB1
ELMOD2,COX18
ELMOD2,TIGD2
ELMOD2,CYP2U1
ELMOD2,SMARCAD1
ELMOD2,AREG
ELMOD2,LIN54
ELMOD2,HNRNPDL
ELMOD2,CXCL8
ELMOD2,LARP1B
EMCN,C4orf3
EMCN,ANXA3
EMCN,SEPTIN11
EMCN,CYP2U1
EMCN,RAB33B
EMCN,ARHGEF38
EMCN,NPNT
EMCN,UNC5C
EMCN,TMEM150C
EMCN,ALPK1
EMCN,FRAS1
EMCN,FGF2
EMCN,SCD5
EMCN,ANTXR2
EMCN,WDFY3-AS2
EMCN,ARHGAP24
EMCN,SPP1
ENOPH1,MFSD8
ENOPH1,BLTP1
ENOPH1,MRPL1
ENOPH1,OSTC
ENOPH1,SEPTIN11
ENOPH1,SEPTIN7P14
ENOPH1,C4orf3
ENOPH1,CISD2
ENOPH1,GTF2IP12
ENOPH1,ANXA5
ENOPH1,LSM6
ENOPH1,ABHD18
ENOPH1,EIF4E
ENOPH1,ADH5
ENOPH1,H2AZ1
ENOPH1,HNRNPDL
ENOPH1,INTU
ENOPH1,ZGRF1
ENOPH1,RAB33B-AS1
ENOPH1,LAMTOR3
ENOPH1,PYURF
ENOPH1,SEC24B-AS1
FAM13A,CDS1
FAM13A,LINC01094
FAM13A,MAPK10
FAM13A,FAM47E
FAM13A-AS1,ENOPH1
FAM13A-AS1,HNRNPD
FAM13A-AS1,KLHL8
FAM13A-AS1,PPP3CA
FAM13A-AS1,MFSD8
FAM13A-AS1,SEC24D
FAM13A-AS1,THAP9-AS1
FAM13A-AS1,HSD17B11
FAM13A-AS1,USP38
FAM13A-AS1,RAP1GDS1
FAM13A-AS1,RPL34
FAM13A-AS1,NDUFC1
FAM13A-AS1,CFI
FAM13A-AS1,LARP7
FAM13A-AS1,FAM241A
FAM13A-AS1,PGRMC2
FAM13A-AS1,EIF4E
FAM13A-AS1,PARM1
FAM13A-AS1,G3BP2
FAM13A-AS1,NAA15
FAM13A-AS1,COPS4
FAM13A-AS1,UBE2D3
FAM13A-AS1,THAP6
FAM13A-AS1,SCARB2
FAM13A-AS1,SEC31A
FAM13A-AS1,MAD2L1
FAM13A-AS1,LINC02615
FAM13A-AS1,SCOC
FAM13A-AS1,NFKB1
FAM13A-AS1,LSM6
FAM13A-AS1,H2AZ1
FAM13A-AS1,ADH5
FAM13A-AS1,USO1
FAM13A-AS1,BLTP1
FAM13A-AS1,CNOT6L
FAM13A-AS1,OSTC
FAM13A-AS1,HADH
FAM13A-AS1,SEPTIN11
FAM13A-AS1,SEPTIN7P14
FAM13A-AS1,C4orf3
FAM13A-AS1,CISD2
FAM13A-AS1,HPSE
FAM13A-AS1,ABCE1
FAM13A-AS1,MRPL1
FAM13A-AS1,ZGRF1
FAM13A-AS1,SMAD1
FAM13A-AS1,ABHD18
FAM13A-AS1,MMRN1
FAM13A-AS1,ANAPC10
FAM13A-AS1,PDLIM5
FAM13A-AS1,SETD7
FAM13A-AS1,NAP1L5
FAM13A-AS1,GAR1
FAM13A-AS1,ABCG2
FAM13A-AS1,PPA2
FAM13A-AS1,SNCA
FAM13A-AS1,COQ2
FAM13A-AS1,GTF2IP12
FAM13A-AS1,CCNI
FAM13A-AS1,CAMK2D
FAM13A-AS1,ANXA5
FAM13A-AS1,MGST2
FAM13A-AS1,RCHY1
FAM13A-AS1,INTU
FAM13A-AS1,TSPAN5
FAM13A-AS1,ANTXR2
FAM13A-AS1,LAMTOR3
FAM13A-AS1,PYURF
FAM13A-AS1,TIFA
FAM241A,UBE2D3
FAM241A,FGF2
FAM241A,SEPTIN11
FAM241A,MMRN1
FAM241A,PGRMC2
FAM241A,FAM47E
FAM241A,PPP3CA
FAM241A,ABCE1
FAM241A,SMAD1
FAT4,SPARCL1
FAT4,DNAJB14
FAT4,PKD2
FAT4,DAPP1
FAT4,PDE5A
FAT4,SPATA5
FAT4,COQ2
FAT4,UNC5C
FAT4,CYP2U1
FAT4,ADH1B
FAT4,NDNF
FAT4,ANKRD50
FAT4,SEPTIN11
FAT4,NPNT
FAT4,WDFY3-AS2
FAT4,ANTXR2
FAT4,ARHGAP24
FAT4,MMRN1
FAT4,AFF1
FAT4,EMCN
FAT4,FRAS1
FGF2,COX18
FGF2,SEC24B
FGF2,ELF2
FGF2,TIGD2
FGF2,NFKB1
FGF2,NUDT6
FGF2,ARSJ
FGF2,PLK4
FGF2,C4orf3
FGF2,ABCE1
FGF2,GPAT3
FGF2,OTUD4
FGF2,USP53
FGF2,PGRMC2
FLJ20021,UBE2D3
FLJ20021,NFKB1
FLJ20021,G3BP2
FLJ20021,NAA15
FLJ20021,LARP1B
FLJ20021,USO1
FLJ20021,ABCE1
FLJ20021,SEC24B
FLJ20021,OTUD4
FLJ20021,NOCT
FLJ20021,PAQR3
FRAS1,SPP1
FRAS1,WDFY3-AS2
FRAS1,NPNT
FRAS1,SEPTIN11
FRAS1,ANXA3
FRAS1,MCUB
FRAS1,MAML3
FRAS1,UNC5C
FRAS1,PPM1K
G3BP2,PAQR3
G3BP2,SEC24B-AS1
G3BP2,C4orf3
G3BP2,CCNI
G3BP2,RASGEF1B
G3BP2,CAMK2D
G3BP2,RCHY1
G3BP2,RAB33B
G3BP2,SEC24B
G3BP2,NOCT
G3BP2,ANTXR2
G3BP2,GPAT3
G3BP2,OTUD4
G3BP2,NUDT6
G3BP2,PYURF
G3BP2,PGRMC2
G3BP2,COX18
G3BP2,PPP3CA
G3BP2,ABCE1
G3BP2,INTU
G3BP2,SEPTIN7P14
G3BP2,GTF2IP12
G3BP2,ABHD18
G3BP2,CNOT6L
G3BP2,BLTP1
G3BP2,NAA15
G3BP2,KLHL8
G3BP2,USO1
G3BP2,NFKB1
G3BP2,ZGRF1
G3BP2,LINC02615
G3BP2,EIF4E
G3BP2,UBE2D3
GAB1,NDNF
GAB1,ANKRD50
GAB1,OSTC
GAB1,ABRAXAS1
GAB1,PRDM8
GAB1,PKD2
GAB1,HHIP
GAB1,COQ2
GAB1,FAT4
GAB1,WDFY3
GAB1,TNIP3
GAB1,ANXA3
GAB1,CCNG2
GAB1,METTL14
GAB1,ADH5
GAB1,MAML3
GAB1,CYP2U1
GAB1,NFKB1
GAB1,UNC5C
GAB1,MCUB
GAB1,EMCN
GAB1,CXCL1
GAB1,CFI
GAB1,FRAS1
GAB1,DNAJB14
GAB1,SCD5
GAB1,SEC24D
GAB1,GSTCD
GAB1,PDE5A
GAB1,DAPP1
GAB1,ADH1B
GAB1,SCARB2
GAB1,SLC39A8
GAB1,LIN54
GAB1,THAP9
GAB1,NPNT
GAB1,PRKG2
GAB1,WDFY3-AS2
GAB1,SPP1
GAB1,ARHGAP24
GAB1,AFF1
GAB1,SLC10A7
GAB1,PPM1K
GAB1,CXCL8
GAB1,GAR1
GAB1,HPSE
GAB1,PRDM5
GAB1,RAB33B
GAR1,ZGRF1
GAR1,HNRNPD
GAR1,NAA15
