Gene_1,Gene_2
ADH5,ADH1B
AFF1,ADH1C
AIMP1,AFF1
ANKRD50,ADH1B
ANTXR2,ANAPC10
ANXA3,AIMP1
ANXA3,ANK2
ANXA3,ALPK1
ANXA5,ABCG2
ARHGAP24,ANKRD17
BANK1,ANKRD50
BANK1,ANXA5
BBS12,ANK2
BBS12,ADH1C
BBS7,ANAPC10
BBS7,ALPK1
BDH2,ANTXR2
BDH2,ADH5
BMP2K,AIMP1
BMP2K,ANXA3
BTC,ADH1C
C4orf3,AFF1
C4orf3,ANTXR2
C4orf33,ADH1B
CASP6,ADH1C
CCNA2,ADH1B
CCNA2,BMP2K
CCNA2,AP1AR
CCNA2,ADH1C
CCNA2,ADH5
CCNG2,ANTXR2
CCNG2,ABCE1
CCNI,CCNG2
CCNI,C4orf33
CCNI,ANTXR2
CCNI,C4orf3
CCNI,AFF1
CCNI,ANAPC10
CCNI,ALPK1
CDKL2,AFF1
CDKL2,BDH2
CDS1,ANK2
CDS1,BBS12
CDS1,ADH1C
CDS1,BMP2K
CDS1,ANKRD50
CFI,ANK2
CFI,BDH2
CFI,CCNI
CFI,ANTXR2
CISD2,ADH1B
CNOT6L,AFF1
CNOT6L,ADH5
CNOT6L,AIMP1
CNOT6L,BMP2K
CNOT6L,CDS1
CNOT6L,ANXA3
COPS4,ANAPC10
COPS4,CCNA2
COPS4,AFF1
COQ2,C4orf33
COQ2,ALPK1
COQ2,CASP6
COQ2,ANXA5
COQ2,BMP2K
COQ2,ADH1B
COQ2,CISD2
COX18,CISD2
COX18,C4orf3
COX18,ANTXR2
COX18,AFF1
COX18,ANAPC10
CXCL1,ADH1C
CXCL1,ARHGAP24
CXCL11,ARHGAP24
CXCL11,ANAPC10
CXCL11,CXCL10
CXCL11,ANTXR2
CXCL11,CCNI
CXCL2,ANKRD17
CXCL3,CXCL2
CXCL3,ANKRD17
CXCL5,CXCL3
CXCL9,CXCL10
CYP2U1,ADH5
DAPP1,CNOT6L
