Gene_1,Gene_2
ADH1C,ADH1B
ANKRD17,ANAPC10
ANKRD50,ALPK1
ANTXR2,AFF1
ARSJ,AP1AR
ARSJ,ADH1B
ARSJ,ANXA3
BANK1,ARHGAP24
BANK1,ANXA5
BBS7,ALPK1
BMP2K,ANXA3
C4orf3,ANTXR2
C4orf3,BDH2
CASP6,AIMP1
CCNA2,AP1AR
CCNA2,ALPK1
CCNI,C4orf33
CCNI,C4orf3
CDKL2,ANAPC10
CDKL2,CAMK2D
CFI,CCNI
CFI,CASP6
CFI,ANK2
CNOT6L,AIMP1
COQ2,ABCG2
COQ2,COPS4
COX18,AFF1
COX18,CISD2
CXCL11,CXCL10
CXCL11,BMP2K
CXCL3,CXCL1
CXCL3,CXCL2
CXCL5,CXCL3
CXCL9,CXCL10
CXCL9,ANXA5
CYP2U1,ANK2
DAPP1,ALPK1
DAPP1,ANKRD17
DAPP1,BMP2K
DKK2,ANXA3
DNAJB14,BANK1
EIF4E,C4orf33
EIF4E,CASP6
EIF4E,CXCL2
ELF2,BANK1
ELF2,AFF1
ELMOD2,CCNI
ELMOD2,COPS4
ELOVL6,CYP2U1
EMCN,ALPK1
EMCN,BTC
EMCN,C4orf3
EMCN,COPS4
ENPEP,ABCG2
EXOSC9,C4orf3
EXOSC9,ANKRD17
FAM13A,ELF2
FAM13A,COQ2
FAT4,ANTXR2
FGF2,ANKRD17
FGF2,ANK2
FGF2,ANKRD50
FRAS1,ANKRD50
FRAS1,AP1AR
FRAS1,ANXA3
G3BP2,CCNA2
GAB1,CISD2
GAB1,FRAS1
GAR1,G3BP2
GPRIN3,BMP2K
GPRIN3,ABCG2
GPRIN3,AP1AR
GPRIN3,ANXA5
GPRIN3,G3BP2
GPRIN3,CAMK2D
GSTCD,BTC
GYPE,FRAS1
HADH,ELMOD2
HADH,C4orf3
HELQ,ANKRD50
HELQ,COPS4
HERC3,C4orf33
HERC3,CASP6
HERC6,HERC5
HHIP,CXCL2
HHIP,FRAS1
HHIP,GAB1
HPGDS,BBS7
HPGDS,ELF2
HPGDS,BDH2
HPGDS,BANK1
HPGDS,BMP2K
HPSE,ANTXR2
HPSE,ABCG2
HPSE,BMP3
HPSE,BMP2K
HSD17B11,CFI
HSPA4L,HHIP
HSPA4L,ADH1C
HSPA4L,ARSJ
INPP4B,CNOT6L
INTS12,CXCL10
INTS12,ANXA5
INTS12,GAR1
INTS12,ARHGAP24
INTS12,BMP2K
INTU,CXCL9
INTU,HSPA4L
INTU,ANTXR2
INTU,COQ2
KLHL8,ANTXR2
KLHL8,COX18
KLHL8,ELF2
LARP1B,FGF2
LARP7,DNAJB14
LEF1,EMCN
LSM6,ABCG2
LSM6,CFI
LSM6,HERC6
MAD2L1,LIN54
MAD2L1,CCNA2
MAD2L1,G3BP2
MAML3,FRAS1
MAML3,ANTXR2
MANBA,HERC6
MANBA,HPSE
MANBA,GPRIN3
MANBA,HERC5
MANBA,CFI
MANBA,COQ2
MANBA,INTS12
MAPK10,INTU
MAPK10,BTC
MAPK10,CCNA2
METAP1,CCNG2
METAP1,EIF4E
METTL14,GYPE
METTL14,FAT4
METTL14,DNAJB14
MFSD8,MANBA
MGST2,LSM6
MGST2,CCNI
MMAA,HPSE
MMAA,COPS4
MMRN1,EIF4E
MMRN1,ABCG2
MRPL1,FAM13A
MRPL1,BANK1
MRPS18C,MAML3
MRPS18C,AFF1
NAA15,DKK2
NAA15,ANKRD17
NAA15,EXOSC9
NAA15,FGF2
NAA15,GAR1
NAAA,CCNI
NAAA,HERC5
NAP1L5,ANK2
NAP1L5,BBS12
NAP1L5,BBS7
NAP1L5,C4orf33
NAP1L5,ANXA5
NDUFC1,LARP7
NFKB1,ELF2
NFKB1,AIMP1
NFKB1,CDKL2
NFKB1,METAP1
NFKB1,MGST2
NFKB1,EXOSC9
NFKB1,HADH
NPNT,ALPK1
NPNT,ADH1B
NPNT,BMP2K
NPNT,MRPL1
NPNT,ARSJ
NPNT,ANXA3
