Gene_1,Gene_2
ABCE1,NOCT
ABCG2,INTU
ABCG2,GTF2IP12
ABCG2,SEPTIN11
ABCG2,MMRN1
ABCG2,ZGRF1
ABCG2,FAM241A
ABCG2,PRDM8
ABCG2,SMAD1
ABHD18,ANXA5
ABHD18,PGRMC2
ABHD18,MGST2
ABHD18,LAMTOR3
ABHD18,ANTXR2
ABHD18,INTU
ABHD18,HNRNPDL
ABHD18,RCHY1
ABHD18,CCNI
ABHD18,SEPTIN7P14
ABHD18,CISD2
ABHD18,C4orf3
ABHD18,PPM1K
ABHD18,HADH
ABHD18,OSTC
ABHD18,BLTP1
ABHD18,ADH5
ABHD18,H2AZ1
ABHD18,GTF2IP12
ABHD18,MRPL1
ABHD18,PYURF
ABRAXAS1,CDS1
ABRAXAS1,WDFY3-AS2
ABRAXAS1,HNRNPDL
ABRAXAS1,ADH1B
ABRAXAS1,SMARCAD1
ABRAXAS1,ELMOD2
ABRAXAS1,SGMS2
ABRAXAS1,AREG
ADH1B,GTF2IP12
ADH1B,WDFY3-AS2
ADH1B,INTU
ADH1B,PRKG2
ADH1B,HNRNPDL
ADH1B,RAB33B
ADH1B,MAPK10
ADH1B,CCNI
ADH1B,LIN54
ADH1B,NDNF
ADH1B,ANTXR2
ADH1B,AREG
ADH1B,SEPTIN11
ADH1B,C4orf3
ADH1B,ADH5
ADH1B,PGRMC2
ADH1C,CDS1
ADH1C,FAM47E
ADH5,SEPTIN7P14
ADH5,HADH
ADH5,BLTP1
ADH5,C4orf3
ADH5,GTF2IP12
ADH5,HNRNPDL
ADH5,MGST2
ADH5,PYURF
ADH5,INTU
ADH5,LAMTOR3
AFF1,MRPL1
ALPK1,PGRMC2
ALPK1,PYURF
ALPK1,WDFY3-AS2
ALPK1,BMP2K
ALPK1,RAB33B
ALPK1,GPRIN3
ALPK1,TMEM150C
ALPK1,ARHGEF38
ALPK1,H2AZ1
ALPK1,ADH1B
ALPK1,SEPTIN11
ALPK1,C4orf3
ALPK1,GTF2IP12
ALPK1,CCNI
ALPK1,ABHD18
ALPK1,UNC5C
ANAPC10,BLTP1
ANAPC10,MGST2
ANAPC10,PYURF
ANAPC10,LAMTOR3
ANAPC10,INTU
ANAPC10,AIMP1
ANAPC10,MRPL1
ANAPC10,SEPTIN7P14
ANAPC10,C4orf3
ANAPC10,PRDM8
ANAPC10,H2AZ1
ANAPC10,ADH5
ANAPC10,ALPK1
ANAPC10,GTF2IP12
ANAPC10,MFSD8
ANAPC10,ZGRF1
ANAPC10,ENOPH1
ANAPC10,LSM6
ANAPC10,HERC5
ANAPC10,PPA2
ANAPC10,ABHD18
ANK2,AIMP1
ANK2,CFI
ANK2,SPARCL1
ANK2,GAR1
ANK2,NAP1L5
ANK2,PDLIM5
ANK2,SLC9B2
ANK2,FAM13A-AS1
ANK2,NUDT6
ANK2,ABCE1
ANK2,NFKB1
ANK2,UNC5C
ANK2,TIGD2
ANK2,LINC02615
ANK2,SEC24D
ANK2,NOCT
ANK2,NAA15
ANK2,UBE2D3
ANK2,MMRN1
ANK2,COX18
ANK2,CDS1
ANK2,FAM241A
ANK2,PRKG2
ANK2,SGMS2
ANKRD17,MGST2
ANKRD17,BLTP1
ANKRD17,OSTC
ANKRD17,OTUD4
ANKRD17,HADH
ANKRD17,ADH5
ANKRD17,H2AZ1
ANKRD17,ELF2
ANKRD17,DNAJB14
ANKRD17,FLJ20021
ANKRD17,NDUFC1
ANKRD17,PPA2
ANKRD17,AFF1
ANKRD17,SEC24B
ANKRD17,TET2
ANKRD17,WDFY3
ANKRD50,SEPTIN11
ANKRD50,ANXA3
ANKRD50,LIN54
ANKRD50,PPM1K
ANKRD50,SLC39A8
ANKRD50,PCDH18
ANTXR2,ARHGEF38
ANXA3,HPSE
ANXA3,SLC39A8
ANXA3,PPM1K
ANXA3,USP53
ANXA3,PYURF
ANXA3,ARHGAP24
ANXA3,SPP1
ANXA3,PRKG2
ANXA3,SEC24B
ANXA3,BMP2K
ANXA3,RAB33B
ANXA3,AIMP1
ANXA3,NPNT
ANXA3,C4orf3
ANXA3,SHROOM3
ANXA5,FAM47E
ANXA5,MAPK10
ANXA5,SEC24B-AS1
ANXA5,INTU
ANXA5,PYURF
AP1AR,UBE2D3
AP1AR,ABCE1
AREG,THAP9
AREG,BMP3
AREG,GPAT3
AREG,CXCL8
AREG,COX18
AREG,PCDH18
AREG,HNRNPDL
AREG,NUDT6
AREG,NOCT
AREG,ABCE1
AREG,RASGEF1B
ARHGAP24,SLC39A8
ARHGAP24,PPM1K
ARHGAP24,USP53
ARSJ,COX18
ARSJ,ABCE1
BANK1,TMEM150C
BANK1,PKD2
BANK1,PDE5A
BANK1,WDFY3-AS2
BBS12,CXCL8
BBS12,CXCL2
BBS12,NOCT
BBS12,AREG
BBS12,HNRNPDL
BDH2,CXCL10
BLTP1,ANTXR2
BLTP1,MRPL1
BLTP1,PPM1K
BLTP1,OSTC
BLTP1,HADH
BLTP1,MGST2
BLTP1,SEPTIN7P14
BLTP1,GTF2IP12
BLTP1,CCNI
BLTP1,AFF1
BLTP1,HNRNPDL
BLTP1,INTU
BLTP1,SPP1
BLTP1,CISD2
BLTP1,ANXA5
BLTP1,HPSE
BMP2K,HPSE
BMP3,CDKL2
BMP3,CXCL8
BMP3,ABCE1
BMP3,NOCT
BTC,GPRIN3
BTC,MCUB
BTC,LINC01091
BTC,MAPK10
BTC,LINC01094
BTC,ADH1C
BTC,FAM47E
BTC,PRSS12
BTC,CDS1
BTC,TRMT10A
C4orf3,RAB33B
C4orf3,SEC24B-AS1
C4orf3,ARHGEF38
C4orf3,SLC39A8
C4orf3,INTU
C4orf3,SEC24B
C4orf3,PGRMC2
C4orf3,HNRNPDL
C4orf3,CCNI
C4orf3,PYURF
C4orf3,ANTXR2
C4orf3,WDFY3-AS2
C4orf3,GTF2IP12
C4orf3,RCHY1
CAMK2D,ABCE1
CAMK2D,SEC24B
CAMK2D,PPP3CA
CASP6,CXCL8
CASP6,ABCE1
CASP6,MRPL1
CASP6,CISD2
CASP6,USP53
CASP6,OTUD4
CASP6,NOCT
CASP6,AREG
CASP6,HNRNPDL
CASP6,SGMS2
CASP6,MTHFD2L
CASP6,PDLIM5
CASP6,NFKB1
CASP6,TIGD2
CASP6,FGF2
CASP6,MANBA
CASP6,UBE2D3
CASP6,NAA15
CASP6,LARP1B
CASP6,LAMTOR3
CCNA2,ANAPC10
CCNA2,G3BP2
CCNA2,MAD2L1
CCNA2,UBE2D3
CCNA2,STBD1
CCNA2,CCNI
CCNA2,AIMP1
CCNA2,SEC24B
CCNA2,WDFY3-AS2
CCNA2,CXCL8
CCNA2,C4orf3
CCNA2,CXCL2
CCNG2,PRKG2
CCNG2,WDFY3-AS2
CCNG2,SETD7
CCNG2,FAT4
CCNG2,MTHFD2L
CCNG2,ABRAXAS1
CCNG2,SGMS2
CCNG2,ELMOD2
CCNG2,KLHL8
CCNG2,DNAJB14
CCNG2,ADH1B
CCNG2,NDNF
CCNG2,LARP1B
CCNG2,AREG
CCNG2,LIN54
CCNG2,SLC10A7
CCNG2,HNRNPDL
CCNG2,LAMTOR3
CCNG2,PCDH18
CCNG2,NOCT
CCNI,INTU
CCNI,RCHY1
CCNI,SEC24B-AS1
CCNI,HNRNPDL
CCNI,SEC24B
CCNI,WDFY3-AS2
CCNI,ANTXR2
CCNI,PYURF
CCNI,PGRMC2
CCNI,ARHGEF38
CCSER1,ANKRD50
CDKL2,ARHGEF38
CDS1,NOCT
CDS1,FAM47E
CDS1,SHROOM3
CFI,RAB33B-AS1
CFI,FAM241A
CFI,PRSS12
CFI,PARM1
CFI,SEC24D
CFI,STBD1
CFI,TMEM150C
CFI,PPM1K
CFI,FAM47E
CFI,MMRN1
CFI,DKK2
CFI,CXCL11
CFI,RAB33B
CFI,AIMP1
CFI,ANXA3
CFI,PLAC8
CFI,BLTP1
CFI,CYP2U1
CFI,MCUB
CFI,OSTC
CISD2,MGST2
CISD2,USP53
CISD2,LAMTOR3
CISD2,INTU
CISD2,HNRNPDL
CISD2,LINC01094
CISD2,GTF2IP12
CISD2,HPSE
CISD2,AFF1
CISD2,ANXA5
CISD2,MRPL1
CNOT6L,AFF1
CNOT6L,CAMK2D
COPS4,SCOC
COPS4,TET2
COPS4,MRPL1
COPS4,ANAPC10
COPS4,SETD7
COPS4,TRAM1L1
COPS4,PPA2
COPS4,MTHFD2L
COPS4,PRDM8
COPS4,NDUFC1
COPS4,ENOPH1
COPS4,ZGRF1
COPS4,MFSD8
COPS4,EIF4E
COPS4,ALPK1
COPS4,ZNF827
COPS4,SEC24B-AS1
COPS4,GTF2IP12
COPS4,CISD2
COPS4,C4orf3
COPS4,ABHD18
COPS4,LSM6
COPS4,SEPTIN7P14
COPS4,LARP1B
COPS4,HADH
COPS4,OSTC
COPS4,BLTP1
COPS4,ADH5
COPS4,H2AZ1
COPS4,CCNI
COPS4,HNRNPDL
COPS4,THAP9-AS1
COPS4,INTU
COPS4,LAMTOR3
COPS4,SCARB2
COPS4,THAP6
COPS4,ARHGEF38
COPS4,PGRMC2
COPS4,MGST2
COPS4,PYURF
COPS4,OTUD4
COQ2,BLTP1
COQ2,MCUB
COQ2,CISD2
COQ2,GTF2IP12
COQ2,ANXA5
COQ2,GPRIN3
COQ2,RAB33B
COQ2,LINC01094
COQ2,INTU
COQ2,RAB33B-AS1
COQ2,H2AZ1
COQ2,OSTC
COQ2,PKD2
COQ2,TMEM150C
COQ2,HPSE
COQ2,PPM1K
COQ2,FAM47E
COQ2,SEC24D
COQ2,AFF1
COQ2,MANBA
COQ2,FGF2
COQ2,ELF2
COQ2,MGST2
COX18,NOCT
COX18,ABCE1
COX18,PCDH18
CXCL1,CXCL8
CXCL1,ARHGAP24
CXCL1,PRKG2
CXCL1,ANXA3
CXCL1,NDNF
CXCL1,SLC39A8
CXCL10,CXCL11
CXCL10,IL15
CXCL11,BMP2K
CXCL11,SPP1
CXCL2,METAP1
CXCL2,PRDM8
CXCL2,DAPP1
CXCL2,CXCL1
CXCL2,AREG
CXCL2,CXCL8
CXCL3,MAPK10
CXCL3,ADH1C
CXCL3,PRSS12
