Gene_1,Gene_2
ABCG2,SMAD1
ABCG2,MMRN1
ABCG2,CXCL5
ABCG2,ANXA5
ABHD18,SPRY1
ABHD18,CYP2U1
ABHD18,USO1
ABHD18,BLTP1
ABHD18,SEPTIN7P14
ABHD18,GTF2IP12
ABHD18,CCNI
ABHD18,ANXA5
ABHD18,CDS1
ABHD18,INTU
ABHD18,ANTXR2
ABHD18,HNRNPDL
ABRAXAS1,STBD1
ABRAXAS1,WDFY3-AS2
ABRAXAS1,ADH1C
ABRAXAS1,SEPTIN11
ABRAXAS1,INPP4B
ADH1B,ANKRD50
ADH1B,ARSJ
ADH1B,TSPAN5
ADH1B,USP53
ADH1B,MMRN1
ADH1B,ADH1C
ADH1C,CDS1
ADH1C,USP53
ADH1C,FAM47E
ADH5,ABCE1
ADH5,FAM47E
ADH5,C4orf3
ADH5,OTUD4
ADH5,ANTXR2
ADH5,SHROOM3
ADH5,INTU
ADH5,SEPTIN11
ALPK1,INTU
ALPK1,PGRMC2
ALPK1,LINC01094
ALPK1,GPRIN3
ALPK1,GTF2IP12
ALPK1,ANXA3
ALPK1,USO1
ALPK1,CYP2U1
ALPK1,ABHD18
ANAPC10,EXOSC9
ANAPC10,G3BP2
ANAPC10,HNRNPDL
ANAPC10,MRPL1
ANK2,KLHL8
ANK2,SLC39A8
ANK2,ADH5
ANK2,CDS1
ANK2,RNF150
ANK2,NFKB1
ANK2,UNC5C
ANK2,TIGD2
ANK2,PPP3CA
ANK2,PKD2
ANK2,ZGRF1
ANK2,METAP1
ANK2,RASSF6
ANK2,MCUB
ANK2,CFI
ANKRD17,SCD5
ANKRD17,SDAD1
ANKRD50,SLC39A8
ANKRD50,AREG
ANKRD50,CDS1
ANKRD50,PCDH18
ANTXR2,ARHGEF38
ANTXR2,PGRMC2
ANXA3,GPRIN3
ANXA3,NPNT
ANXA3,PRKG2
ANXA3,SHROOM3
ANXA3,SPP1
ANXA3,SLC39A8
ANXA3,GTF2IP12
ANXA5,GPRIN3
ANXA5,LINC01094
ANXA5,THAP9
AP1AR,JADE1
AREG,PCDH18
AREG,BMP3
AREG,SHROOM3
AREG,LAMTOR3
AREG,OTUD4
AREG,CDKL2
AREG,USP53
AREG,CXCL8
AREG,ARHGEF38
AREG,LIN54
AREG,RASGEF1B
ARSJ,SHROOM3
ARSJ,FAM13A
ARSJ,LAMTOR3
BANK1,PARM1
BANK1,DAPP1
BANK1,FRAS1
BANK1,MAML3
BANK1,PRKG2
BBS12,LARP7
BBS12,HNRNPDL
BBS12,ZGRF1
BBS12,BLTP1
BBS12,CDS1
BBS12,SEC24B
BBS12,OTUD4
BBS12,FAM47E
BBS12,NOCT
BBS12,NAP1L5
BDH2,WDFY3-AS2
BLTP1,PPM1K
BLTP1,INTU
BLTP1,CDS1
BLTP1,HNRNPDL
BLTP1,ANXA5
BLTP1,GTF2IP12
BLTP1,ANTXR2
BMP2K,MRPL1
BMP2K,HPSE
BMP2K,LINC01094
BMP3,ABCE1
BMP3,PPM1K
BMP3,AFF1
BMP3,CDKL2
BTC,FAM47E
BTC,SHROOM3
BTC,CDS1
BTC,NPNT
BTC,HADH
BTC,FRAS1
BTC,PRSS12
BTC,PARM1
BTC,NDNF
BTC,SYNPO2
BTC,PDE5A
C4orf3,PYURF
CAMK2D,WDFY3-AS2
CASP6,SETD7
CASP6,FGF2
CCNA2,TBCK
CCNA2,G3BP2
CCNA2,MAD2L1
CCNA2,H2AZ1
CCNA2,PLK4
CCNG2,ABCE1
CCNG2,LARP1B
CCNG2,OSTC
CCNG2,MAML3
CCNG2,KLHL8
CCNG2,SGMS2
CCNG2,NOCT
CCNG2,CAMK2D
CCNG2,SETD7
CCNG2,CFI
CCNI,WDFY3-AS2
CCNI,NAAA
CCNI,ANTXR2
CCNI,IL15
CCNI,SEC24B
CCNI,HNRNPDL
CCNI,INTU
CDKL2,SLC39A8
CDKL2,ARHGEF38
CDS1,CDKL2
CDS1,FAM47E
CDS1,PYURF
CDS1,SHROOM3
CDS1,BMP3
CDS1,PCDH18
CDS1,IL15
CFI,ZNF330
CFI,DAPP1
CFI,PTPN13
CFI,SPRY1
CFI,OSTC
CFI,LARP1B
CFI,PPM1K
CFI,BDH2
CNOT6L,AFF1
COPS4,G3BP2
COPS4,ADH5
COPS4,MCUB
COPS4,ELF2
COPS4,SEPTIN7P14
COPS4,PTPN13
COPS4,DKK2
COPS4,ZNF330
COPS4,SCD5
COPS4,ALPK1
COPS4,DAPP1
COPS4,HNRNPDL
COPS4,PDE5A
COPS4,ANAPC10
