Gene_1,Gene_2
ABCG2,PKD2
ABCG2,SMAD1
ABCG2,SEC24D
ABCG2,ADH5
ABCG2,GPRIN3
ABCG2,IL15
ABHD18,SEPTIN7P14
ABHD18,SHROOM3
ABHD18,HADH
ABHD18,INTU
ABHD18,SEC24B
ABHD18,HNRNPDL
ABHD18,BMP2K
ABHD18,ADH5
ABHD18,CCNI
ABHD18,PPM1K
ABHD18,BLTP1
ABHD18,ANXA5
ABHD18,ANTXR2
ABRAXAS1,WDFY3-AS2
ABRAXAS1,ARSJ
ABRAXAS1,HELQ
ABRAXAS1,CCNI
ADH1B,CAMK2D
ADH1B,ARHGAP24
ADH1B,OTUD4
ADH1B,ARSJ
ADH1B,FAM13A
ADH1C,USP53
ADH1C,CDS1
ADH5,ANXA3
ADH5,C4orf3
ADH5,GTF2IP12
ADH5,INTU
ADH5,ARHGAP24
ADH5,OTUD4
ADH5,PYURF
ADH5,SLC39A8
AIMP1,ABCE1
ALPK1,OSTC
ALPK1,USO1
ALPK1,ABHD18
ALPK1,CYP2U1
ALPK1,ARHGEF38
ALPK1,INTU
ALPK1,SEC24B
ALPK1,ANXA3
ALPK1,GPRIN3
ALPK1,BMP2K
ALPK1,LINC01094
ALPK1,TMEM150C
ANAPC10,CXCL8
ANAPC10,PPP3CA
ANK2,PKD2
ANK2,SGMS2
ANK2,SYNPO2
ANK2,SPARCL1
ANK2,SLC9B2
ANK2,SCOC
ANK2,TBC1D9
ANK2,RNF150
ANK2,GAB1
ANK2,NAP1L5
ANK2,SEC24D
ANK2,ABCG2
ANK2,UNC5C
ANK2,NFKB1
ANK2,ADH5
ANK2,CDS1
ANK2,PYURF
ANK2,PPP3CA
ANK2,SLC39A8
ANKRD17,GAR1
ANKRD17,FAM47E
ANKRD17,LINC01088
ANKRD17,LINC01094
ANKRD17,GTF2IP12
ANKRD17,BLTP1
ANKRD17,ADH5
ANKRD17,ELF2
ANKRD17,SCD5
ANKRD17,FLJ20021
ANKRD17,WDFY3
ANKRD17,TET2
ANKRD17,CCNI
ANKRD50,PCDH18
ANKRD50,SLC39A8
ANKRD50,HNRNPDL
ANKRD50,CDS1
ANKRD50,LIN54
ANKRD50,LINC01091
ANKRD50,HADH
ANKRD50,AREG
ANKRD50,CDKL2
ANKRD50,FAM13A
ANTXR2,CDKL2
ANTXR2,FAM47E
ANTXR2,ARHGEF38
ANXA3,SLC39A8
ANXA3,SHROOM3
ANXA3,LINC01094
ANXA3,PRKG2
ANXA3,GPRIN3
ANXA3,NPNT
ANXA3,HELQ
ANXA5,PPM1K
AP1AR,TIFA
AP1AR,MANBA
AP1AR,CYP2U1
AP1AR,GPRIN3
AP1AR,LINC01094
AREG,LAMTOR3
AREG,USP53
AREG,NOCT
AREG,ARHGAP24
AREG,SHROOM3
AREG,INTU
AREG,BMP3
AREG,RASGEF1B
AREG,ARHGEF38
AREG,LIN54
AREG,PCDH18
ARSJ,FAM13A
ARSJ,PRKG2
ARSJ,HELQ
ARSJ,SHROOM3
BANK1,PARM1
BANK1,SLC39A8
BANK1,MGST2
BANK1,PLK4
BANK1,SMAD1
BBS12,NAP1L5
BBS12,WDFY3
BBS12,SYNPO2
BBS12,PRSS12
BBS12,ABHD18
BBS12,SEPTIN11
BBS12,GPRIN3
BBS12,SCD5
BBS12,PLAC8
BBS12,CDS1
BBS12,SEC24B
BBS12,OTUD4
BBS12,FAM47E
BBS12,NOCT
BBS12,MAPK10
BLTP1,BMP3
BLTP1,CDS1
BLTP1,PLAC8
BLTP1,HNRNPDL
BLTP1,ANXA5
BLTP1,CCNI
BLTP1,GTF2IP12
BLTP1,PPM1K
BLTP1,INTU
BLTP1,SEPTIN7P14
BMP2K,LINC01094
BMP2K,MGST2
BMP2K,MRPL1
BMP2K,HPSE
BMP3,IL15
BMP3,AFF1
BTC,NOCT
BTC,FAM47E
BTC,CDS1
BTC,MAPK10
BTC,GPRIN3
BTC,TRMT10A
BTC,RNF150
BTC,PDE5A
BTC,PRSS12
BTC,HERC6
BTC,SCD5
BTC,MAML3
BTC,HADH
BTC,NPNT
BTC,SYNPO2
BTC,LINC01091
C4orf3,GPRIN3
C4orf3,CDKL2
C4orf3,PCDH18
C4orf3,ARHGEF38
C4orf3,NPNT
C4orf3,AFF1
C4orf3,RAB33B
C4orf3,LINC01094
C4orf3,PYURF
C4orf3,ANTXR2
C4orf36,RASGEF1B
CASP6,JADE1
CASP6,MTHFD2L
CCNA2,ARHGEF38
CCNA2,H2AZ1
CCNA2,COQ2
CCNA2,CYP2U1
CCNA2,SDAD1
CCNA2,PLK4
CCNA2,MAD2L1
CCNA2,RAP1GDS1
CCNG2,ELF2
CCNG2,PCDH18
CCNG2,SEC24B
CCNG2,HNRNPDL
CCNG2,PAQR3
CCNG2,AREG
CCNG2,TRAM1L1
CCNG2,NAP1L5
CCNG2,SGMS2
CCNI,PGRMC2
CCNI,WDFY3-AS2
CCNI,HNRNPDL
CCNI,C4orf33
CCSER1,ANKRD50
CCSER1,SLC39A8
CDKL2,ARHGEF38
CDS1,PCDH18
CDS1,FAM47E
CDS1,CDKL2
CDS1,PYURF
CDS1,BMP3
CDS1,SHROOM3
