Gene_1,Gene_2
ABCG2,MMRN1
ABCG2,ANXA5
ABCG2,CXCL5
ABCG2,SMAD1
ABHD18,ANTXR2
ABHD18,INTU
ABHD18,CDS1
ABHD18,HNRNPDL
ABHD18,ANXA5
ABHD18,CCNI
ABHD18,SEPTIN7P14
ABHD18,BLTP1
ABHD18,USO1
ABHD18,GTF2IP12
ABHD18,SPRY1
ABHD18,CYP2U1
ABRAXAS1,WDFY3-AS2
ABRAXAS1,SEPTIN11
ABRAXAS1,INPP4B
ABRAXAS1,STBD1
ADH1B,ADH1C
ADH1B,FAM13A
ADH1B,MMRN1
ADH1B,USP53
ADH1B,TSPAN5
ADH1B,ANKRD50
ADH1B,ARSJ
ADH1C,CDS1
ADH1C,USP53
ADH5,SHROOM3
ADH5,INTU
ADH5,SEPTIN11
ADH5,OTUD4
ADH5,FAM47E
ADH5,ARHGEF38
ADH5,ABCE1
ADH5,C4orf3
ADH5,ANTXR2
ALPK1,CYP2U1
ALPK1,ABHD18
ALPK1,PGRMC2
ALPK1,USO1
ALPK1,ANXA3
ALPK1,GTF2IP12
ALPK1,GPRIN3
ALPK1,LINC01094
ALPK1,INTU
ANAPC10,HNRNPDL
ANAPC10,G3BP2
ANAPC10,LAMTOR3
ANK2,RASSF6
ANK2,METAP1
ANK2,CFI
ANK2,PKD2
ANK2,RNF150
ANK2,KLHL8
ANK2,ZGRF1
ANK2,NFKB1
ANK2,TIGD2
ANK2,UNC5C
ANK2,CDS1
ANK2,PPP3CA
ANK2,SLC39A8
ANK2,MCUB
ANKRD17,SDAD1
ANKRD50,AREG
ANKRD50,CDS1
ANKRD50,SLC39A8
ANKRD50,PCDH18
ANTXR2,PGRMC2
ANTXR2,ARHGEF38
ANXA3,NPNT
ANXA3,GPRIN3
ANXA3,PRKG2
ANXA3,SHROOM3
ANXA3,SPP1
ANXA3,SLC39A8
ANXA3,GTF2IP12
ANXA5,GPRIN3
ANXA5,LINC01094
ANXA5,THAP9
AP1AR,JADE1
AP1AR,AREG
AREG,LAMTOR3
AREG,PCDH18
AREG,ARHGEF38
AREG,CXCL8
AREG,RASGEF1B
AREG,LIN54
AREG,LINC01094
AREG,BMP3
AREG,CDKL2
AREG,OTUD4
ARSJ,LAMTOR3
ARSJ,SHROOM3
ARSJ,FAM13A
BANK1,MAML3
BANK1,DAPP1
BANK1,PRKG2
BANK1,PARM1
BBS12,CDS1
BBS12,BLTP1
BBS12,UBE2D3
BBS12,ZGRF1
BBS12,NAP1L5
BBS12,NOCT
BBS12,OTUD4
BBS12,SEC24B
BDH2,WDFY3-AS2
BLTP1,PPM1K
BLTP1,ANTXR2
BLTP1,INTU
BLTP1,GTF2IP12
BLTP1,ANXA5
BLTP1,CDS1
BMP2K,HPSE
BMP2K,MRPL1
BMP2K,LINC01094
BMP3,ABCE1
BMP3,PPM1K
BMP3,AFF1
BMP3,CDKL2
BTC,SHROOM3
BTC,FRAS1
BTC,NPNT
BTC,PRSS12
BTC,NDNF
BTC,FAM47E
BTC,ARHGEF38
BTC,ARSJ
BTC,HADH
BTC,PDE5A
BTC,SYNPO2
C4orf3,PYURF
CAMK2D,WDFY3-AS2
CASP6,FGF2
CASP6,ANXA3
CASP6,CDKL2
CASP6,SETD7
CCNA2,G3BP2
CCNA2,MAD2L1
CCNA2,H2AZ1
CCNA2,PLK4
CCNG2,ABCE1
CCNG2,LARP1B
CCNG2,MAML3
CCNG2,OSTC
CCNG2,KLHL8
CCNG2,CAMK2D
CCNG2,SETD7
CCNG2,CFI
CCNI,NAAA
CCNI,ANTXR2
CCNI,WDFY3-AS2
CCNI,INTU
CCNI,SEC24B
CCNI,HNRNPDL
CCNI,IL15
CDKL2,SLC39A8
CDKL2,ARHGEF38
CDS1,BMP3
CDS1,IL15
CDS1,PYURF
CDS1,CDKL2
CDS1,FAM47E
CDS1,PCDH18
CDS1,SHROOM3
CFI,DAPP1
CFI,SPRY1
CFI,ZNF330
CFI,PTPN13
CFI,OSTC
CFI,LARP1B
CFI,PPM1K
CFI,BDH2
CNOT6L,PCDH18
COPS4,SCOC
COPS4,SCARB2
COPS4,HNRNPDL
COPS4,THAP9-AS1
COPS4,ANAPC10
COPS4,HSD17B11
COPS4,AFF1
COPS4,PDE5A
COPS4,CCNG2
COPS4,G3BP2
COPS4,ENOPH1
COPS4,ZGRF1
COPS4,STBD1
COPS4,ZNF330
COPS4,DKK2
COPS4,DAPP1
COPS4,PTPN13
COPS4,ELF2
COPS4,MCUB
COPS4,ADH5
COPS4,SEPTIN7P14
COPS4,C4orf3
COPS4,GTF2IP12
COPS4,ALPK1
COQ2,ALPK1
COQ2,MANBA
COQ2,ANXA5
COQ2,TMEM150C
COQ2,LAMTOR3
COQ2,LINC01094
COQ2,GPRIN3
COQ2,LSM6
CXCL1,CXCL8
CXCL1,AREG
CXCL10,CXCL11
CXCL2,CXCL5
CXCL2,AREG
CXCL2,CXCL1
CXCL2,SMARCA5
CXCL3,CXCL2
CXCL3,AREG
CXCL3,NOCT
CXCL3,ABCE1
CXCL3,PCDH18
CXCL3,CXCL8
CXCL3,CXCL5
CXCL3,COPS4
CXCL5,ARHGEF38
CXCL8,NOCT
CXCL9,HPSE
CXCL9,NAAA
CXCL9,CXCL11
CXCL9,NPNT
CXCL9,SMAD1
CXCL9,RNF150
CYP2U1,HNRNPDL
CYP2U1,C4orf3
CYP2U1,ADH1B
CYP2U1,SEC24B
DAPP1,ADH5
DAPP1,CCNI
DAPP1,GPRIN3
DAPP1,C4orf33
DAPP1,BMP2K
DAPP1,ELMOD2
DAPP1,PGRMC2
DAPP1,LINC01094
DAPP1,HPSE
DAPP1,SLC39A8
DAPP1,PYURF
DKK2,ANKRD50
DKK2,MAPK10
DKK2,CYP2U1
DNAJB14,CCNI
DNAJB14,NOCT
DNAJB14,LIN54
EIF4E,PTPN13
EIF4E,ANXA5
EIF4E,SHROOM3
EIF4E,OTUD4
EIF4E,ABCE1
ELF2,OTUD4
ELMOD2,PPP3CA
ELMOD2,OSTC
EMCN,TMEM150C
