Gene_1,Gene_2
ADH1C,ADH1B
ALPK1,ADH5
ANKRD17,AFF1
ANKRD50,ADH1B
ANTXR2,ANKRD17
ANXA3,AIMP1
ARHGAP24,AP1AR
BDH2,ADH5
BMP2K,ANXA3
BTC,ANXA3
BTC,ARSJ
BTC,BMP2K
C4orf3,ADH5
CCNA2,BMP2K
CCNA2,BDH2
CCNG2,ANXA5
CCNG2,ABCE1
CCNG2,C4orf3
CCNG2,ANTXR2
CCNI,ANAPC10
CCNI,ADH5
CCNI,CCNG2
CCNI,ABCE1
CCNI,ALPK1
CCNI,ANTXR2
CCNI,C4orf3
CDKL2,BDH2
CDS1,CCNG2
CDS1,BMP2K
CDS1,ADH1C
CDS1,CCNI
CFI,BTC
CFI,BDH2
CFI,CDKL2
CFI,BANK1
CISD2,CFI
CISD2,CDKL2
CISD2,BMP3
CNOT6L,AFF1
CNOT6L,ARSJ
COPS4,ANAPC10
COPS4,CISD2
COPS4,AFF1
COPS4,CNOT6L
COPS4,CCNI
COQ2,AIMP1
COQ2,BANK1
COX18,AFF1
CXCL11,CXCL10
CXCL2,CXCL1
CXCL3,CXCL2
CXCL3,CXCL1
CXCL3,ABCE1
CXCL3,CCNG2
CXCL5,CXCL3
CXCL9,CXCL10
CYP2U1,BBS7
CYP2U1,CCNG2
CYP2U1,ANTXR2
DAPP1,CXCL1
DAPP1,AIMP1
DAPP1,BANK1
DAPP1,BBS12
DAPP1,ADH5
DKK2,CYP2U1
DKK2,ANKRD50
DKK2,ANTXR2
DNAJB14,DKK2
DNAJB14,AFF1
EIF4E,AP1AR
EIF4E,AIMP1
ELF2,CDKL2
ELF2,DNAJB14
ELF2,CISD2
ELF2,EIF4E
ELF2,ADH1B
ELMOD2,AIMP1
ELMOD2,CCNI
ELOVL6,C4orf3
ELOVL6,CCNI
EMCN,ANXA3
EMCN,ALPK1
ENOPH1,ELF2
ENOPH1,ANK2
ENOPH1,ANAPC10
ENPEP,EMCN
EXOSC9,C4orf3
FAM13A,ANXA5
FAM13A,ANKRD50
FAM13A,ARSJ
FAM13A,AFF1
FAT4,EMCN
FAT4,ARHGAP24
FAT4,CDKL2
FAT4,AFF1
FAT4,ELF2
FGF2,ARSJ
FGF2,CASP6
FGF2,BBS7
FGF2,FAM13A
FGF2,CCNG2
FRAS1,EMCN
FRAS1,CCNG2
FRAS1,ANKRD50
G3BP2,COPS4
G3BP2,CCNA2
G3BP2,BDH2
G3BP2,FGF2
GAB1,CYP2U1
GAB1,ANXA3
GAR1,ARSJ
GAR1,CNOT6L
GAR1,ABCG2
GAR1,BTC
GAR1,ELF2
GAR1,GAB1
GAR1,AFF1
GAR1,EIF4E
GPRIN3,ADH5
GPRIN3,BMP2K
GPRIN3,CDKL2
GPRIN3,C4orf3
GPRIN3,G3BP2
GPRIN3,COQ2
GPRIN3,DKK2
GYPE,BDH2
HADH,DNAJB14
HADH,C4orf3
HADH,FAT4
HADH,COQ2
HADH,AFF1
HADH,FRAS1
HERC3,ANKRD17
HERC3,CCNI
HERC3,CISD2
HERC3,C4orf3
HERC3,CFI
HERC3,CDS1
HERC3,FAM13A
HERC3,ALPK1
HERC3,CCNG2
HERC5,BANK1
HERC5,GAB1
HERC5,ELF2
HERC6,C4orf33
HERC6,ABCE1
HERC6,COPS4
HERC6,HERC5
HHIP,ANXA3
HHIP,CDS1
HHIP,HERC3
HHIP,CDKL2
HPGDS,FRAS1
HPGDS,ELF2
HPGDS,BMP2K
HPGDS,DAPP1
HPGDS,HHIP
HPGDS,EMCN
HPSE,ANXA3
HPSE,BMP2K
HSD17B11,HPGDS
HSD17B11,CDKL2
HSD17B11,ANKRD50
HSPA4L,BTC
HSPA4L,ANXA3
IL15,ELF2
IL15,HERC5
IL15,GPRIN3
IL15,HSPA4L
INPP4B,HSPA4L
INPP4B,BDH2
INPP4B,CNOT6L
INTS12,BANK1
INTS12,CXCL11
INTS12,CASP6
INTU,CISD2
INTU,BBS12
INTU,ADH5
KLHL8,CAMK2D
KLHL8,ANTXR2
KLHL8,ANKRD17
KLHL8,AFF1
KLHL8,CCNG2
