Gene_1,Gene_2
ABCG2,ANTXR2
ABHD18,HNRNPDL
ABHD18,ANTXR2
ABHD18,H2AZ1
ABRAXAS1,WDFY3-AS2
ABRAXAS1,FRAS1
ADH1B,CDS1
ADH1B,CAMK2D
ADH1B,FAM13A
ADH1B,ARSJ
ADH5,SLC39A8
ADH5,INTU
ADH5,ANXA3
ADH5,SHROOM3
AIMP1,MRPL1
ANAPC10,RNF150
ANK2,CFI
ANK2,SGMS2
ANK2,PPP3CA
ANK2,INPP4B
ANK2,RNF150
ANK2,PKD2
ANK2,ABCG2
ANK2,TBC1D9
ANKRD17,GAR1
ANKRD17,FLJ20021
ANKRD17,ADH5
ANKRD50,PCDH18
ANKRD50,NAAA
ANKRD50,AREG
ANKRD50,CDKL2
ANKRD50,HADH
ANXA3,PRKG2
ANXA3,NPNT
ANXA3,SLC39A8
ANXA5,PPM1K
AP1AR,TIFA
AP1AR,METAP1
AP1AR,CFI
AREG,INTU
AREG,MMRN1
AREG,ARHGEF38
AREG,RASGEF1B
ARSJ,CAMK2D
ARSJ,SHROOM3
ARSJ,HNRNPDL
BANK1,SLC39A8
BANK1,SEPTIN11
BANK1,ARHGEF38
BBS12,SYNPO2
BBS12,CDS1
BBS12,GPRIN3
BBS12,SEPTIN11
BBS12,OSTC
BBS12,FGF2
BBS12,ABCG2
BBS7,MGST2
BDH2,FRAS1
BDH2,HADH
BLTP1,PLAC8
BLTP1,HNRNPDL
BLTP1,LINC01094
BLTP1,ANXA3
BLTP1,LARP1B
BMP2K,LINC01094
BMP2K,MRPL1
BMP3,IL15
BMP3,PPP3CA
BTC,HHIP
BTC,RNF150
BTC,MAPK10
BTC,SYNPO2
BTC,PDE5A
C4orf3,SEC24B
C4orf3,CDKL2
C4orf3,FAM13A
C4orf3,PYURF
C4orf3,PCDH18
C4orf33,ARHGAP24
C4orf36,RASGEF1B
CCNA2,ZGRF1
CCNA2,MAD2L1
CCNA2,COQ2
CCNA2,PRDM5
CCNA2,H2AZ1
CCNG2,SGMS2
CCNG2,PCDH18
CCNG2,BBS7
CCNG2,PAQR3
CCNG2,NAP1L5
CCNI,WDFY3-AS2
CCSER1,ANKRD50
CCSER1,SLC39A8
CCSER1,SNHG8
CDKL2,ARHGEF38
CDKL2,SLC39A8
CDS1,FAM47E
CDS1,CDKL2
CDS1,MMRN1
CDS1,SHROOM3
CDS1,BMP3
CFI,PTPN13
CFI,CDS1
CFI,ANTXR2
CFI,FAM241A
CFI,GPAT3
CNOT6L,PCDH18
COPS4,UBE2D3
COPS4,HSD17B11
COPS4,MGST2
COPS4,AFF1
COPS4,MRPL1
COQ2,LINC01094
COQ2,MANBA
COQ2,CXCL1
COQ2,SGMS2
CXCL1,SPRY1
CXCL1,CXCL8
CXCL1,SHROOM3
CXCL1,AREG
CXCL10,CXCL11
CXCL2,CXCL1
CXCL2,AREG
CXCL2,ADH1B
CXCL2,SMARCA5
CXCL3,PAQR3
CXCL3,NOCT
CXCL3,CXCL8
CXCL3,OTUD4
CXCL3,GPRIN3
CXCL3,CXCL5
CXCL3,ABRAXAS1
CXCL3,CXCL2
CXCL8,PPM1K
CXCL9,H2AZ1
CXCL9,CXCL10
CXCL9,CXCL11
CXCL9,AIMP1
CXCL9,NAAA
CXCL9,PPM1K
CXCL9,BMP2K
CYP2U1,ANTXR2
CYP2U1,CDS1
CYP2U1,HNRNPDL
DAPP1,MCUB
DAPP1,LINC01094
DAPP1,FLJ20021
DAPP1,CDS1
DAPP1,GPRIN3
DAPP1,SHROOM3
DAPP1,FAM13A
DKK2,MMRN1
DKK2,LAMTOR3
DKK2,HNRNPDL
DNAJB14,GPRIN3
DNAJB14,ANKRD50
DNAJB14,LIN54
DNAJB14,ELF2
DNAJB14,NDNF
EIF4E,LAMTOR3
EIF4E,H2AZ1
EIF4E,NFKB1
ELF2,MAPK10
ELF2,LAMTOR3
ELMOD2,CCNI
ELMOD2,SMARCAD1
ELOVL6,FGF2
EMCN,PCDH18
EMCN,ARHGAP24
EMCN,SEPTIN11
ENOPH1,DNAJB14
ENOPH1,SEPTIN11
ENOPH1,CCNI
ENPEP,CISD2
EXOSC9,C4orf3
EXOSC9,ANKRD50
EXOSC9,HNRNPDL
FAM13A,GPRIN3
FAM13A,RAB33B
FAM13A-AS1,PRKG2
FAM13A-AS1,HNRNPDL
FAM13A-AS1,BLTP1
FAM13A-AS1,ABCG2
FAM13A-AS1,DNAJB14
FAM13A-AS1,ENOPH1
FAM241A,HHIP-AS1
FAM241A,PDE5A
FAM241A,SMAD1
FAM241A,SPRY1
FAT4,USO1
FAT4,COX18
FAT4,GPRIN3
FAT4,ARSJ
FAT4,NDNF
FAT4,BTC
FAT4,MRPL1
FGF2,C4orf3
FGF2,CDS1
FGF2,ADH1B
FGF2,SPRY1
FGF2,EIF4E
FGF2,OSTC
FLJ20021,MAPK10
FLJ20021,FRAS1
FRAS1,MAML3
FRAS1,CCNI
G3BP2,SEPTIN11
G3BP2,ANKRD50
G3BP2,CNOT6L
GAB1,EIF4E
GAB1,CAMK2D
GAB1,SPP1
GAB1,ARHGAP24
GAB1,ANXA3
GAB1,SLC39A8
GAR1,NDUFC1
GAR1,ADH1B
GPRIN3,SHROOM3
GPRIN3,LINC01094
GPRIN3,RAB33B
GSTCD,DAPP1
GYPE,SMARCA5
GYPE,CDS1
GYPE,ADH5
H2AZ1,BLTP1
H2AZ1,SLC10A7
HADH,CDS1
HERC5,HERC6
HERC5,GPRIN3
HERC5,PPM1K
HERC6,PPM1K
HHIP,CDS1
HHIP,SLC39A8
HHIP,HERC6
HHIP,FLJ20021
HHIP,PKD2
HHIP,HHIP-AS1
HHIP,EMCN
HHIP-AS1,PTPN13
HHIP-AS1,SLC39A8
HHIP-AS1,PPP3CA
HHIP-AS1,ADH5
HHIP-AS1,CDKL2
HHIP-AS1,ARHGEF38
HNRNPD,CCNI
HNRNPD,AREG
HNRNPDL,ANTXR2
HPGDS,EMCN
HPGDS,THAP9
HPGDS,BMP2K
HSD17B11,LAMTOR3
HSD17B11,SMARCA5
HSD17B11,KLHL8
HSD17B11,TNIP3
HSD17B11,SCD5
HSD17B11,CCNG2
HSPA4L,ARHGEF38
HSPA4L,CDKL2
HSPA4L,PRSS12
