Gene_1,Gene_2
USO1,CCNI
USO1,PAQR3
USO1,INPP4B
USO1,NAA15
USO1,ABCE1
USO1,TIFA
USO1,CYP2U1
USO1,RAB33B
USO1,OTUD4
USO1,TIGD2
USO1,PPP3CA
USO1,SETD7
USO1,MMAA
USO1,HELQ
USO1,SEC31A
USO1,PPM1K
USO1,SHROOM3
USO1,MFSD8
USO1,ELMOD2
USO1,NFKB1
USO1,C4orf3
ANKRD50,INTS12
ANKRD50,HSPA4L
ANKRD50,CCNI
ANKRD50,SLC39A8
ANKRD50,AFF1
ANKRD50,MRPS18C
ANKRD50,OSTC
ANKRD50,PAPSS1
ANKRD50,BBS7
ANKRD50,SCARB2
ANKRD50,KLHL8
ANKRD50,RAB33B
ANKRD50,FRAS1
ANKRD50,DKK2
ANKRD50,OTUD4
ANKRD50,LSM6
ANKRD50,PLAC8
ANKRD50,STBD1
ANKRD50,CXCL1
ANKRD50,ZNF330
ANKRD50,USP38
ANKRD50,PDLIM5
ANKRD50,ADH1C
ANKRD50,CXCL3
ANKRD50,CDKL2
ANKRD50,MFSD8
ANKRD50,NFKB1
ANKRD50,EMCN
ANKRD50,CISD2
ANKRD50,G3BP2
ANKRD50,HPGDS
INTS12,ANKRD50
INTS12,HSPA4L
INTS12,CCNI
INTS12,TET2
INTS12,LIN54
INTS12,METAP1
INTS12,MRPS18C
INTS12,DAPP1
INTS12,HERC6
INTS12,TBCK
INTS12,SLC10A7
INTS12,PGRMC2
INTS12,ANKRD17
INTS12,SEC24B
INTS12,SCARB2
INTS12,IL15
INTS12,TIFA
INTS12,CXCL5
INTS12,LARP1B
INTS12,KLHL8
INTS12,COPS4
INTS12,RAB33B
INTS12,NUDT9
INTS12,BTC
INTS12,PLA2G12A
INTS12,PF4
INTS12,LSM6
INTS12,PPBP
INTS12,RASSF6
INTS12,AIMP1
INTS12,ANXA5
INTS12,TIGD2
INTS12,CASP6
INTS12,MRPL1
INTS12,PPM1K
INTS12,HERC5
INTS12,HADH
INTS12,SPRY1
INTS12,CAMK2D
INTS12,HPSE
INTS12,G3BP2
RASGEF1B,HSPA4L
RASGEF1B,CCNI
RASGEF1B,MAML3
