Gene_1,Gene_2
ABCG2,FRAS1
ABCG2,MMRN1
ABCG2,ANTXR2
ABCG2,CXCL5
ABCG2,ANXA5
ABCG2,ADH1B
ABCG2,SMAD1
ABHD18,USO1
ABHD18,ANXA5
ABHD18,HNRNPDL
ABHD18,INTU
ABHD18,CYP2U1
ABRAXAS1,STBD1
ABRAXAS1,SEPTIN11
ABRAXAS1,CNOT6L
ABRAXAS1,INPP4B
ABRAXAS1,NAA15
ABRAXAS1,CCNI
ABRAXAS1,ADH1C
ADH1B,MMRN1
ADH1B,ANKRD50
ADH1B,ADH5
ADH1B,ADH1C
ADH1B,USP53
ADH1B,WDFY3-AS2
ADH1B,ARSJ
ADH1B,CCNI
ADH1C,SLC39A8
ADH1C,FAM47E
ADH1C,USP53
ADH1C,INTU
ADH1C,CDS1
ADH1C,PLAC8
ADH1C,MGST2
ADH5,LAMTOR3
ADH5,OTUD4
ADH5,MGST2
ADH5,FAM47E
ADH5,ABCE1
ADH5,ANTXR2
ADH5,C4orf3
ADH5,INTU
ALPK1,ADH5
ALPK1,CYP2U1
ALPK1,INTU
ALPK1,GPRIN3
ALPK1,NPNT
ALPK1,GTF2IP12
ALPK1,PGRMC2
ALPK1,USO1
ALPK1,ANXA3
ANAPC10,MRPL1
ANAPC10,HNRNPDL
ANAPC10,H2AZ1
ANAPC10,LSM6
ANAPC10,PPA2
ANAPC10,EXOSC9
ANK2,SEC24D
ANK2,UNC5C
ANK2,NFKB1
ANK2,NPNT
ANK2,SLC39A8
ANKRD17,MGST2
ANKRD17,PYURF
ANKRD17,SDAD1
ANKRD17,MRPL1
ANKRD17,SEC24B
ANKRD50,ARSJ
ANKRD50,PCDH18
ANKRD50,CCNI
ANKRD50,AREG
ANTXR2,ARHGEF38
ANXA3,SLC39A8
ANXA3,SPP1
ANXA3,PRKG2
ANXA3,ADH1C
ANXA3,GPRIN3
ANXA3,NPNT
ANXA5,THAP9
AP1AR,JADE1
AP1AR,KLHL8
AREG,CXCL8
AREG,NOCT
AREG,PCDH18
AREG,USP53
AREG,OTUD4
AREG,SHROOM3
AREG,BMP3
AREG,LAMTOR3
AREG,LINC01094
AREG,LIN54
AREG,RASGEF1B
AREG,PAQR3
AREG,HNRNPDL
ARSJ,FAM13A
BANK1,DAPP1
BBS12,CXCL10
BBS12,BLTP1
BBS12,TIGD2
BBS12,ABHD18
BBS12,AREG
BBS12,METAP1
BBS12,ADH1C
BBS12,HNRNPDL
BBS12,SDAD1
BBS12,RASGEF1B
BBS12,LINC01091
BBS12,PLAC8
BBS12,ZGRF1
BBS12,MAPK10
BBS12,LARP7
BBS12,CDS1
BBS12,EXOSC9
BBS12,NAP1L5
BBS12,RASSF6
BBS12,SEC24B
BBS12,OTUD4
BBS12,FAM47E
BBS12,NOCT
BBS12,PAPSS1
BDH2,BLTP1
BDH2,WDFY3-AS2
BDH2,OTUD4
BLTP1,ANXA5
BLTP1,HNRNPDL
BLTP1,INTU
BLTP1,CDS1
BMP2K,MRPL1
BMP2K,LINC01094
BMP2K,HPSE
BMP3,CDKL2
BMP3,ARHGEF38
BMP3,ABCE1
BMP3,NOCT
BMP3,AFF1
BMP3,GPAT3
BTC,PRSS12
BTC,HADH
BTC,FAM47E
BTC,SHROOM3
BTC,CDS1
BTC,SYNPO2
BTC,PDE5A
BTC,SCD5
BTC,FRAS1
BTC,NDNF
BTC,MAPK10
BTC,NPNT
C4orf3,PYURF
C4orf3,NPNT
CASP6,FGF2
CCNA2,C4orf3
CCNA2,PLK4
CCNA2,H2AZ1
CCNA2,MAD2L1
CCNA2,TBCK
CCNG2,KLHL8
CCNG2,SGMS2
CCNG2,ABCE1
CCNG2,CAMK2D
CCNG2,MAML3
CCNG2,FRAS1
CCNG2,NOCT
CCNG2,LARP1B
CCNI,WDFY3-AS2
CCNI,NAAA
CCNI,HNRNPDL
CDKL2,ARHGEF38
CDKL2,SLC39A8
CDS1,FAM47E
CDS1,CDKL2
CDS1,BMP3
CDS1,SHROOM3
CDS1,IL15
CDS1,PCDH18
CFI,RASGEF1B
CFI,NPNT
CFI,OSTC
CFI,SPRY1
CFI,PTPN13
CFI,ZNF330
CFI,SEC24D
CFI,ENOPH1
CFI,BDH2
CFI,SEC24B
CFI,ALPK1
CFI,PDE5A
CISD2,LAMTOR3
CISD2,SEC24B
CNOT6L,AIMP1
CNOT6L,ARHGEF38
CNOT6L,PPP3CA
CNOT6L,AFF1
CNOT6L,NAAA
CNOT6L,SLC10A7
CNOT6L,LIN54
CNOT6L,FAM13A
COPS4,ZNF330
COPS4,PTPN13
COPS4,ELF2
COPS4,MCUB
COPS4,ANAPC10
COPS4,BLTP1
COPS4,C4orf3
COPS4,SCD5
COPS4,ADH5
COPS4,ZGRF1
COPS4,ALPK1
COPS4,PDE5A
COPS4,GTF2IP12
COPS4,HNRNPDL
COPS4,AFF1
COPS4,CCNG2
COPS4,G3BP2
COPS4,HSD17B11
COPS4,SCARB2
COPS4,THAP9-AS1
COQ2,ANXA5
COQ2,LAMTOR3
COQ2,LINC01094
COQ2,GPRIN3
COQ2,MANBA
CXCL1,AREG
CXCL1,CXCL8
CXCL10,CXCL11
CXCL2,DAPP1
CXCL2,LARP1B
CXCL2,PCDH18
CXCL2,AREG
CXCL2,CXCL5
CXCL2,NOCT
CXCL3,NAP1L5
CXCL3,TRAM1L1
CXCL3,USP38
CXCL3,COPS4
CXCL3,JADE1
CXCL3,CXCL2
CXCL3,ABCE1
CXCL3,STBD1
CXCL3,NOCT
CXCL3,CCNG2
CXCL3,PCDH18
CXCL3,CXCL8
CXCL3,PGRMC2
CXCL3,BMP3
CXCL3,LINC01094
CXCL3,GPRIN3
CXCL3,CXCL5
CXCL3,PAQR3
CXCL3,AREG
CXCL3,LARP1B
CXCL3,MANBA
CXCL3,SGMS2
CXCL3,PDLIM5
CXCL5,LINC01094
CXCL5,GPRIN3
CXCL8,NOCT
CXCL9,BMP2K
CXCL9,NAAA
CXCL9,HPSE
CXCL9,SMAD1
CYP2U1,HNRNPDL
CYP2U1,ADH1B
CYP2U1,SEC24B
CYP2U1,PCDH18
CYP2U1,C4orf3
