Gene_1,Gene_2
ADH1C,ADH1B
ANKRD17,AFF1
ANKRD50,ALPK1
ANKRD50,ANKRD17
ANKRD50,ADH1B
ANXA3,ANK2
ANXA3,AIMP1
ANXA5,ABCG2
AP1AR,ANK2
BBS7,ARSJ
C4orf36,AP1AR
CASP6,C4orf3
CCNA2,CASP6
CCNA2,BMP2K
CCNA2,BDH2
CCNG2,ANXA5
CCNG2,BBS7
CCNG2,ABCE1
CCNI,C4orf3
CCNI,ARSJ
CCNI,ADH5
CDKL2,BDH2
CDS1,CAMK2D
CDS1,CCNI
CDS1,CCNG2
CDS1,ADH1C
CFI,BDH2
CFI,CDKL2
CFI,BANK1
CFI,BTC
CFI,ALPK1
CISD2,BMP3
CISD2,CFI
CISD2,ANKRD17
CISD2,CDKL2
CNOT6L,AFF1
CNOT6L,CDKL2
COPS4,CCNI
COPS4,CISD2
COPS4,CCNG2
COQ2,AIMP1
COX18,AFF1
CXCL11,CXCL10
CXCL2,CXCL1
CXCL3,CXCL2
CXCL3,CXCL1
CXCL5,CXCL3
CXCL9,CXCL10
CXCL9,ANAPC10
CYP2U1,ANK2
CYP2U1,AP1AR
CYP2U1,ANTXR2
CYP2U1,ADH5
DAPP1,BBS12
DAPP1,BANK1
DAPP1,CXCL1
DKK2,ANKRD50
DKK2,CYP2U1
DNAJB14,CASP6
EIF4E,AIMP1
EIF4E,BDH2
EIF4E,AP1AR
EIF4E,ARHGAP24
ELF2,EIF4E
ELMOD2,CCNI
ELOVL6,CCNI
ELOVL6,DNAJB14
ELOVL6,C4orf3
EMCN,ANXA3
EMCN,ALPK1
ENOPH1,DAPP1
ENOPH1,ANXA3
ENOPH1,ANAPC10
ENPEP,EMCN
ENPEP,ANTXR2
EXOSC9,C4orf3
FAM13A,ANXA5
FAM13A,AFF1
FAT4,ANK2
FAT4,AFF1
FAT4,ELF2
FAT4,ARHGAP24
FGF2,FAM13A
FGF2,ELF2
FGF2,CASP6
FRAS1,ABCG2
FRAS1,EMCN
FRAS1,BANK1
FRAS1,ANKRD50
G3BP2,DNAJB14
G3BP2,BDH2
GAR1,ABCE1
GAR1,ADH5
GAR1,BTC
GPRIN3,DKK2
GPRIN3,COQ2
GPRIN3,BMP2K
GPRIN3,CDKL2
GPRIN3,C4orf3
GPRIN3,G3BP2
GYPE,DAPP1
GYPE,BDH2
GYPE,ANXA3
HADH,FAT4
HADH,FRAS1
HADH,ELF2
HADH,DNAJB14
HADH,C4orf3
HELQ,C4orf3
HERC3,CFI
HERC3,CDS1
HERC3,C4orf3
HERC3,FAM13A
HERC3,ALPK1
HERC5,BANK1
HERC5,ALPK1
HERC6,C4orf33
HERC6,HERC5
HHIP,CDKL2
HHIP,GAB1
HHIP,CFI
HHIP,CDS1
HPGDS,ANK2
HPGDS,EMCN
HPGDS,HHIP
HPGDS,DAPP1
HPGDS,BMP2K
HPSE,BMP2K
HPSE,AIMP1
HPSE,ANXA3
HSD17B11,DNAJB14
HSD17B11,ANK2
HSD17B11,ANKRD50
HSD17B11,HPGDS
HSPA4L,ANXA3
HSPA4L,EIF4E
HSPA4L,CYP2U1
IL15,ELF2
IL15,HERC5
IL15,GPRIN3
INPP4B,HERC5
INPP4B,CNOT6L
INPP4B,BTC
INTS12,CCNI
INTS12,EIF4E
INTS12,DAPP1
INTS12,CASP6
INTS12,CXCL11
INTS12,ABCE1
INTU,BBS7
INTU,GAR1
KLHL8,CAMK2D
KLHL8,FAT4
KLHL8,CCNG2
KLHL8,AFF1
KLHL8,ABCG2
KLHL8,HERC3
LARP1B,GSTCD
LARP1B,EXOSC9
LARP1B,CYP2U1
LARP1B,FGF2
LARP1B,HPGDS
LARP1B,ELF2
LARP1B,C4orf3
LARP1B,FRAS1
LARP1B,ADH5
LARP7,INTS12
LARP7,C4orf33
LARP7,EIF4E
LARP7,GAR1
LARP7,GAB1
LARP7,AIMP1
LEF1,C4orf3
LEF1,AIMP1
LIN54,BBS7
