Gene_1,Gene_2
ADH1C,ADH1B
ANKRD50,ADH1B
ANTXR2,ANKRD50
ANXA3,ANK2
ANXA3,ANKRD17
ANXA3,ALPK1
AP1AR,ANXA5
AP1AR,ANKRD17
ARHGAP24,ANKRD17
ARSJ,ANXA3
BBS7,ANXA5
BBS7,ALPK1
BDH2,ADH5
BMP2K,ANK2
BMP2K,ANXA3
BMP2K,BDH2
BMP3,AFF1
BTC,AP1AR
BTC,ABCG2
C4orf3,ANXA3
C4orf33,ALPK1
C4orf36,ANXA3
CASP6,AIMP1
CASP6,ABCE1
CCNA2,AIMP1
CCNI,BTC
CCNI,C4orf3
CDKL2,C4orf33
CDKL2,ADH1B
CDKL2,ADH1C
CDS1,ANKRD50
CDS1,ANKRD17
CDS1,ANK2
CFI,ANK2
CFI,CDKL2
CFI,BANK1
CFI,BDH2
CISD2,C4orf3
CISD2,CDKL2
CNOT6L,AFF1
COPS4,ANAPC10
COPS4,CCNI
COQ2,ANXA3
COQ2,ANXA5
COQ2,BTC
COQ2,C4orf3
COQ2,BMP2K
COQ2,CCNI
CXCL1,C4orf3
CXCL1,COQ2
CXCL1,AP1AR
CXCL11,CXCL10
CXCL2,CXCL1
CXCL3,CXCL2
CXCL3,BMP3
CXCL3,C4orf3
CXCL3,CXCL1
CXCL3,ARSJ
CXCL5,CXCL3
CXCL5,CXCL2
CXCL9,CXCL10
DAPP1,CXCL2
DAPP1,ADH1C
DAPP1,BANK1
DKK2,ANKRD50
DNAJB14,AIMP1
DNAJB14,ARSJ
DNAJB14,AP1AR
DNAJB14,CCNI
DNAJB14,BDH2
EIF4E,CCNI
EIF4E,ANXA5
EIF4E,CCNG2
EIF4E,DAPP1
EIF4E,ALPK1
EIF4E,ARSJ
EIF4E,AP1AR
EIF4E,ANK2
ELMOD2,C4orf36
ELMOD2,AIMP1
ELMOD2,C4orf3
ELOVL6,CFI
EMCN,ANXA3
EMCN,ADH1C
ENOPH1,COPS4
ENOPH1,CXCL3
ENOPH1,EIF4E
EXOSC9,AIMP1
EXOSC9,DNAJB14
EXOSC9,C4orf3
EXOSC9,CCNI
FAM13A,CXCL11
FAM13A,AFF1
FAT4,CYP2U1
FAT4,DKK2
FAT4,ARSJ
FAT4,ANK2
FAT4,ADH5
FGF2,EIF4E
FGF2,CASP6
FGF2,ADH5
FGF2,FAM13A
FGF2,ARSJ
G3BP2,AFF1
G3BP2,BBS12
G3BP2,FGF2
GAB1,EIF4E
GAB1,CFI
GAB1,COQ2
GAR1,ADH5
GAR1,ANKRD17
GAR1,ARSJ
GAR1,ARHGAP24
GPRIN3,ALPK1
GPRIN3,G3BP2
GPRIN3,ABCG2
GPRIN3,COQ2
GPRIN3,BTC
GYPE,ANKRD50
HADH,CAMK2D
HADH,ARSJ
HADH,ANKRD50
HADH,FAT4
HADH,CYP2U1
HERC3,C4orf3
HERC3,CDS1
HERC3,CISD2
HERC5,ANKRD50
HERC5,HADH
HERC6,HERC5
HERC6,CXCL9
HERC6,CXCL10
HERC6,CCNI
HHIP,ARSJ
HHIP,CDKL2
HHIP,FAT4
HPGDS,CFI
HPGDS,BMP2K
HPSE,EMCN
HPSE,CCNA2
HPSE,BMP2K
HPSE,ANTXR2
HSD17B11,ANK2
HSD17B11,FGF2
HSPA4L,EXOSC9
HSPA4L,HHIP
HSPA4L,CDKL2
HSPA4L,ARSJ
IL15,EIF4E
IL15,HHIP
IL15,ANXA3
INPP4B,HSPA4L
INPP4B,ANXA5
INTS12,ANKRD17
INTS12,CXCL11
INTS12,ARSJ
INTS12,AP1AR
INTS12,ARHGAP24
INTU,HSPA4L
INTU,ANXA5
INTU,CXCL1
INTU,ANK2
KLHL8,EMCN
KLHL8,CAMK2D
KLHL8,ELF2
KLHL8,ANXA3
KLHL8,AFF1
LARP1B,ELF2
LARP1B,HPGDS
LARP7,CXCL11
LARP7,KLHL8
LIN54,GPRIN3
LSM6,CCNI
LSM6,ANXA5
LSM6,CFI
LSM6,LARP1B
LSM6,ANTXR2
LSM6,HERC6
LSM6,ANK2
LSM6,HSD17B11
LSM6,HSPA4L
LSM6,HERC5
MAD2L1,LIN54
MAD2L1,CCNA2
MAML3,ANTXR2
MANBA,CXCL3
MANBA,CCNG2
MANBA,HPGDS
MANBA,GPRIN3
MANBA,CDKL2
MANBA,HHIP
MANBA,HERC5
MANBA,COQ2
MANBA,BDH2
MANBA,ALPK1
MANBA,ANKRD50
MAPK10,HPSE
MAPK10,DKK2
MAPK10,ANK2
MAPK10,HADH
MAPK10,BBS12
MAPK10,ADH1C
MAPK10,CFI
MAPK10,ANXA3
MAPK10,BTC
MAPK10,ADH1B
METAP1,MAPK10
METAP1,BDH2
METAP1,ANKRD17
METAP1,CAMK2D
METTL14,DNAJB14
METTL14,HERC5
METTL14,HERC3
METTL14,COPS4
METTL14,MAD2L1
MFSD8,LSM6
MGST2,CYP2U1
MGST2,LSM6
MGST2,LARP1B
MGST2,CXCL1
MGST2,FGF2
MGST2,BANK1
MMAA,MGST2
MMAA,INTU
MMAA,ADH1B
MMAA,FAM13A
MMAA,EXOSC9
MMAA,INTS12
MMRN1,CFI
MMRN1,ANK2
MRPL1,ANKRD17
MRPL1,LARP1B
MRPL1,HERC5
MRPL1,INTS12
MRPL1,ANXA5
MRPS18C,BMP2K
NAA15,FGF2
NAA15,LARP1B
NAA15,ADH5
NAA15,CCNG2
NAAA,CDKL2
NAAA,C4orf3
NAP1L5,EIF4E
NAP1L5,CFI
NAP1L5,CASP6
NAP1L5,HERC3
NAP1L5,ANK2
NAP1L5,ANXA3
NDUFC1,MAPK10
NFKB1,C4orf3
NFKB1,ANK2
NFKB1,CXCL1
NFKB1,MTHFD2L
NFKB1,ELF2
NPNT,ANXA3
NPNT,ANK2
NPNT,COQ2
NPNT,FRAS1
NPNT,ANKRD17
NPNT,INPP4B
NPNT,EMCN
NUDT9,COQ2
NUDT9,ADH1C
NUP54,INTU
NUP54,MGST2
NUP54,CFI
NUP54,CYP2U1
NUP54,BBS12
NUP54,CCNI
NUP54,MAD2L1
OSTC,ANXA5
OSTC,BTC
OSTC,FGF2
OSTC,NDUFC1
OSTC,ENOPH1
OSTC,ANKRD17
OSTC,MMAA
OSTC,METAP1
OSTC,EIF4E
OSTC,BMP3
OSTC,CCNI
OSTC,INTS12
OSTC,NAA15
OTUD4,ELF2
OTUD4,HHIP
OTUD4,METTL14
PAPSS1,ANXA3
PAQR3,MRPL1
PAQR3,NFKB1
PARM1,CDKL2
PARM1,COPS4
PARM1,MANBA
PARM1,ANXA3
PARM1,INTU
PARM1,BTC
PARM1,CXCL10
PARM1,CFI
PCDH18,ANKRD50
PCDH18,NAP1L5
PCDH18,MTHFD2L
PCDH18,AFF1
PCDH18,CDS1
PCDH18,MGST2
PCDH18,CXCL2
