Gene_1,Gene_2
USO1,TIFA
USO1,PPM1K
ANKRD50,SCARB2
ANKRD50,RAB33B
ANKRD50,ARSJ
INTS12,LIN54
INTS12,METAP1
INTS12,HERC6
INTS12,ANKRD17
INTS12,RAB33B
INTS12,NUDT9
INTS12,LSM6
INTS12,MRPL1
INTS12,HADH
RASGEF1B,TET2
RASGEF1B,PDE5A
RASGEF1B,NAA15
RASGEF1B,BDH2
RASGEF1B,NPNT
RASGEF1B,KLHL8
RASGEF1B,CYP2U1
RASGEF1B,RAB33B
RASGEF1B,CXCL1
RASGEF1B,PDLIM5
RASGEF1B,HELQ
RASGEF1B,MAPK10
RASGEF1B,TNIP3
RASGEF1B,MGST2
RASGEF1B,EMCN
HSPA4L,SEC24D
C4orf33,METAP1
C4orf33,TBCK
C4orf33,LARP1B
CCNI,EIF4E
CCNI,ABCE1
CCNI,RCHY1
CCNI,PGRMC2
CCNI,BDH2
CCNI,MAD2L1
CCNI,C4orf36
CCNI,HERC3
CCNI,PDLIM5
CCNI,CDKL2
CCNI,DNAJB14
CCNI,TMEM150C
CCNI,MFSD8
CCNI,RNF150
CCNI,C4orf3
MAML3,BTC
MAML3,BBS12
TET2,RASGEF1B
TET2,CCNG2
TET2,AFF1
TET2,PPA2
TET2,TSPAN5
TET2,SMARCAD1
TET2,ENOPH1
TET2,PDLIM5
TET2,AP1AR
ADH5,PDE5A
ADH5,THAP6
ADH5,SCD5
ADH5,PLAC8
ADH5,C4orf36
ADH5,PDLIM5
ADH5,SEC31A
ADH5,MFSD8
ADH5,ANXA3
ADH5,SPRY1
PAQR3,PDE5A
PAQR3,ANKRD17
PAQR3,RAB33B
PAQR3,PF4
PAQR3,CASP6
PAQR3,ANXA3
SLC39A8,MRPS18C
SLC39A8,METTL14
SLC39A8,HHIP
SLC39A8,CDKL2
SLC39A8,PRKG2
FAT4,NAA15
FAT4,SDAD1
FAT4,PPBP
FAT4,ANXA5
FAT4,CXCL2
FAT4,TRAM1L1
FAT4,DNAJB14
LIN54,INTS12
LIN54,LSM6
LIN54,PPM1K
PDE5A,RASGEF1B
PDE5A,ADH5
PDE5A,PAQR3
PDE5A,HERC6
PDE5A,IL15
PDE5A,SCOC
PDE5A,GAR1
PDE5A,BTC
PDE5A,LSM6
PDE5A,WDFY3
PDE5A,PPM1K
PDE5A,ARSJ
PDE5A,NUP54
RAP1GDS1,PGRMC2
RAP1GDS1,TSPAN5
RAP1GDS1,GYPE
RAP1GDS1,SETD7
RAP1GDS1,HHIP
RAP1GDS1,CDKL2
RAP1GDS1,DNAJB14
RAP1GDS1,GPRIN3
ENPEP,EMCN
SYNPO2,FRAS1
SYNPO2,DKK2
SYNPO2,PDLIM5
CCNG2,TET2
CCNG2,CXCL11
CCNG2,MFSD8
CCNG2,NUP54
BMP3,SCLT1
EXOSC9,PCDH18
EXOSC9,BTC
EIF4E,CCNI
EIF4E,NAP1L5
EIF4E,ELF2
EIF4E,LSM6
EIF4E,USP38
EIF4E,MFSD8
EIF4E,CISD2
INPP4B,SLC10A7
INPP4B,GAB1
INPP4B,BTC
INPP4B,SGMS2
INPP4B,NFKB1
METAP1,INTS12
METAP1,C4orf33
METAP1,THAP6
METAP1,OSTC
METAP1,CXCL11
METAP1,OTUD4
METAP1,AIMP1
METAP1,CASP6
NAA15,RASGEF1B
NAA15,FAT4
NAA15,PPA2
NAA15,MANBA
NAA15,SMARCA5
NAA15,OTUD4
NAA15,ELF2
NAA15,SEC24D
NAA15,ANAPC10
NAA15,HADH
NAA15,SGMS2
AFF1,TET2
AFF1,HERC6
AFF1,OSTC
AFF1,UBE2D3
AFF1,C4orf36
AFF1,CDKL2
AFF1,SGMS2
AFF1,ARHGAP24
PPA2,TET2
PPA2,NAA15
PPA2,FAM13A
PPA2,CDS1
PPA2,LSM6
PPA2,PPBP
PPA2,HERC3
THAP6,ADH5
THAP6,METAP1
THAP6,METTL14
THAP6,STBD1
THAP6,USP38
THAP6,TNIP3
THAP6,NUP54
MRPS18C,SLC39A8
MRPS18C,METTL14
MRPS18C,RCHY1
MRPS18C,FAM13A
MRPS18C,ANTXR2
MRPS18C,CXCL11
MRPS18C,IL15
MRPS18C,SDAD1
MRPS18C,OTUD4
MRPS18C,COQ2
MRPS18C,BANK1
MRPS18C,SMARCAD1
MRPS18C,HELQ
MRPS18C,ANAPC10
MRPS18C,DNAJB14
MRPS18C,SGMS2
MRPS18C,INTU
MRPS18C,MGST2
MRPS18C,NAAA
DAPP1,SCARB2
DAPP1,SPRY1
METTL14,SLC39A8
METTL14,THAP6
METTL14,MRPS18C
METTL14,SEC24B
METTL14,SCARB2
METTL14,PLAC8
METTL14,SGMS2
METTL14,INTU
HERC6,INTS12
HERC6,PDE5A
HERC6,AFF1
HERC6,LSM6
HERC6,ZNF330
HERC6,CXCL9
HERC6,HERC5
TBCK,C4orf33
TBCK,THAP9
TBCK,SCARB2
TBCK,CXCL3
TBCK,CXCL2
ABCE1,CCNI
