Gene_1,Gene_2
INTS12,LSM6
CCNI,EIF4E
CCNI,PGRMC2
CCNI,DNAJB14
TET2,PPA2
SLC39A8,HHIP
FAT4,NAA15
PDE5A,SGMS2
EIF4E,CCNI
INPP4B,BTC
INPP4B,SGMS2
NAA15,FAT4
PPA2,TET2
PPA2,FAM13A
HERC6,HERC5
ZNF827,MMRN1
RCHY1,TIGD2
PGRMC2,CCNI
FAM13A,PPA2
NDUFC1,ELOVL6
CDS1,HPSE
IL15,STBD1
IL15,DNAJB14
SCLT1,BTC
ELOVL6,NDUFC1
BTC,INPP4B
BTC,SCLT1
PLA2G12A,COX18
PKD2,ANXA3
LSM6,INTS12
LSM6,C4orf3
STBD1,IL15
AIMP1,DNAJB14
COQ2,ANXA3
TIGD2,RCHY1
SMARCAD1,NUP54
MMRN1,ZNF827
HHIP,SLC39A8
HHIP,DNAJB14
PPM1K,NFKB1
HERC5,HERC6
DNAJB14,CCNI
DNAJB14,IL15
DNAJB14,AIMP1
DNAJB14,HHIP
SGMS2,PDE5A
SGMS2,INPP4B
MFSD8,NFKB1
ANXA3,PKD2
ANXA3,COQ2
COX18,PLA2G12A
NFKB1,PPM1K
NFKB1,MFSD8
NUP54,SMARCAD1
C4orf3,LSM6
HPSE,CDS1
