Gene_1,Gene_2
ABCE1,NOCT
ABCG2,HERC5
ABCG2,SPARCL1
ABCG2,FAM241A
ABCG2,SMAD1
ABCG2,SEPTIN11
ABCG2,MMRN1
ABHD18,HNRNPDL
ABHD18,CDS1
ABHD18,BMP3
ABHD18,ANTXR2
ABHD18,MGST2
ABHD18,IL15
ABHD18,BMP2K
ABHD18,PGRMC2
ABHD18,LAMTOR3
ABHD18,ANXA5
ABHD18,SEPTIN7P14
ABHD18,GTF2IP12
ABHD18,C4orf3
ABHD18,PPM1K
ABHD18,LARP1B
ABHD18,HADH
ABHD18,OSTC
ABHD18,BLTP1
ABHD18,ADH5
ABHD18,H2AZ1
ABHD18,LSM6
ABHD18,CCNI
ABHD18,ARHGEF38
ABHD18,INTU
ABRAXAS1,ANTXR2
ABRAXAS1,WDFY3-AS2
ABRAXAS1,HNRNPDL
ABRAXAS1,ANXA3
ABRAXAS1,MAPK10
ABRAXAS1,AREG
ABRAXAS1,NFKB1
ABRAXAS1,SGMS2
ABRAXAS1,CCNI
ADH1B,ADH5
ADH1B,HADH
ADH1B,CAMK2D
ADH1C,CDS1
ADH1C,ARHGAP24
ADH1C,USP53
ADH1C,PGRMC2
ADH1C,PPP3CA
ADH1C,SLC39A8
ADH1C,SHROOM3
ADH5,CISD2
ADH5,GTF2IP12
ADH5,INTU
ADH5,PYURF
ADH5,C4orf3
ADH5,SLC39A8
ADH5,HADH
ADH5,MGST2
ADH5,BLTP1
AFF1,PPM1K
AFF1,PPP3CA
AIMP1,HPSE
AIMP1,TSPAN5
AIMP1,BMP2K
AIMP1,SLC39A8
ALPK1,ARHGEF38
ALPK1,CDKL2
ALPK1,IL15
ALPK1,LINC01094
ALPK1,BMP2K
ALPK1,GPRIN3
ALPK1,CCNI
ALPK1,C4orf3
ALPK1,ANXA3
ALPK1,USO1
ALPK1,ABHD18
ANAPC10,EXOSC9
ANAPC10,PRDM8
ANAPC10,ENOPH1
ANAPC10,LSM6
ANAPC10,ADH5
ANAPC10,INTU
ANAPC10,LAMTOR3
ANAPC10,MRPL1
ANAPC10,HERC5
ANK2,GAB1
ANK2,SLC9B2
ANK2,SCOC
ANK2,CFI
ANK2,ENOPH1
ANK2,KLHL8
ANK2,PKD2
ANK2,PPP3CA
ANK2,PYURF
ANK2,CDS1
ANK2,SLC39A8
ANK2,ANXA3
ANK2,ADH5
ANK2,UNC5C
ANK2,SEC24D
ANK2,AIMP1
ANKRD17,SNHG8
ANKRD17,OTUD4
ANKRD17,SEC24B
ANKRD17,LIN54
ANKRD17,CCNI
ANKRD17,BLTP1
ANKRD17,ELF2
ANKRD17,SMARCAD1
ANKRD17,SNCA
ANKRD17,SDAD1
ANKRD17,ZGRF1
ANKRD17,FLJ20021
ANKRD17,MGST2
ANKRD17,PPA2
ANKRD17,WDFY3
ANKRD17,TRAM1L1
ANKRD17,NAP1L5
ANKRD17,DNAJB14
ANKRD17,AFF1
ANKRD17,C4orf36
ANKRD17,TET2
ANKRD50,FAM13A
ANKRD50,LIN54
ANKRD50,OTUD4
ANKRD50,SLC39A8
ANTXR2,ARHGEF38
ANTXR2,CDKL2
ANTXR2,NAAA
ANXA3,LINC01091
ANXA3,NPNT
ANXA3,CAMK2D
ANXA3,MMRN1
ANXA3,AIMP1
ANXA3,BMP2K
ANXA3,ADH1C
ANXA3,PRKG2
ANXA3,TSPAN5
ANXA3,SHROOM3
ANXA3,MGST2
ANXA3,PPM1K
ANXA3,SLC39A8
ANXA5,PPM1K
ANXA5,LAMTOR3
ANXA5,MAPK10
AP1AR,USP38
AP1AR,GPRIN3
AP1AR,OTUD4
AREG,RASGEF1B
AREG,COX18
AREG,USP53
AREG,LAMTOR3
AREG,PCDH18
AREG,NOCT
AREG,HNRNPDL
AREG,C4orf3
AREG,SHROOM3
AREG,ARHGAP24
ARHGAP24,PPM1K
ARHGAP24,AFF1
ARHGAP24,MRPL1
ARSJ,CISD2
BANK1,ADH1C
BANK1,PKD2
BANK1,LINC01091
BBS12,BTC
BBS12,NOCT
BBS12,FAM47E
BBS12,OTUD4
BBS12,SEC24B
BBS12,CDS1
BBS12,MAPK10
BBS12,AREG
BBS12,NAP1L5
BLTP1,HNRNPDL
BLTP1,OSTC
BLTP1,LARP1B
BLTP1,SEPTIN7P14
BLTP1,C4orf3
BLTP1,GTF2IP12
BLTP1,ANXA5
BLTP1,CDS1
BLTP1,CCNI
BLTP1,INTU
BLTP1,PPM1K
BLTP1,PGRMC2
BLTP1,AFF1
BLTP1,BMP3
BLTP1,ARHGEF38
BLTP1,CDKL2
BLTP1,IL15
BLTP1,LAMTOR3
BLTP1,ANTXR2
BLTP1,MGST2
BMP2K,MGST2
BMP2K,PYURF
BMP2K,LINC01094
BMP2K,SHROOM3
BMP3,USP53
BMP3,NOCT
BMP3,LAMTOR3
BTC,CDS1
BTC,ADH1C
BTC,MAPK10
BTC,FAM47E
BTC,PRSS12
BTC,CXCL1
BTC,SCD5
BTC,PDE5A
C4orf3,GTF2IP12
C4orf3,CCNI
C4orf3,GPRIN3
C4orf3,AIMP1
C4orf3,PYURF
C4orf3,CDKL2
C4orf3,HNRNPDL
C4orf3,ANTXR2
C4orf3,ARHGEF38
C4orf3,PGRMC2
C4orf3,RAB33B
CAMK2D,MAPK10
CAMK2D,PYURF
CASP6,PDLIM5
CASP6,NAP1L5
CASP6,FGF2
CASP6,LARP1B
CASP6,LAMTOR3
CASP6,AFF1
CASP6,USP53
CCNA2,G3BP2
CCNA2,MAD2L1
CCNA2,WDFY3-AS2
CCNG2,SETD7
CCNG2,MTHFD2L
CCNG2,NOCT
CCNG2,PCDH18
CCNG2,ANTXR2
CCNG2,SHROOM3
CCNG2,WDFY3-AS2
CCNG2,SEC24B
CCNG2,CCNI
CCNG2,HNRNPDL
CCNG2,AREG
CCNG2,MANBA
CCNG2,DNAJB14
CCNG2,PAQR3
CCNG2,TIGD2
CCNG2,LARP1B
CCNG2,MAML3
CCNG2,NAA15
CCNG2,SGMS2
CCNG2,ABRAXAS1
CCNI,OTUD4
CCNI,WDFY3-AS2
CCNI,INTU
CCNI,CDKL2
CCNI,MGST2
CCNI,PYURF
CCNI,HNRNPDL
CCNI,ARHGEF38
CCNI,GPRIN3
CCNI,SEC24B-AS1
CCNI,PGRMC2
CCSER1,PTPN13
CCSER1,SLC39A8
CCSER1,ANXA3
CDKL2,ARHGEF38
CDKL2,MGST2
CDKL2,SLC39A8
CDS1,BMP3
CDS1,SHROOM3
CDS1,FAM47E
CDS1,PCDH18
CFI,TSPAN5
CFI,PYURF
CFI,MMRN1
CFI,SEC24B
CFI,PPM1K
CFI,LARP7
CFI,MAPK10
CFI,AIMP1
CFI,SPRY1
CFI,CXCL11
CFI,PLAC8
CFI,FAM47E
CFI,FAM241A
CFI,OSTC
CFI,PRSS12
CFI,PARM1
CFI,SMARCA5
CFI,SEC24D
CFI,PTPN13
CFI,TMEM150C
CFI,MCUB
CFI,DKK2
CFI,ANXA3
CFI,CAMK2D
CISD2,HNRNPDL
CISD2,LINC01094
CISD2,MAPK10
CISD2,GPRIN3
CISD2,LAMTOR3
CISD2,SEC24B
CISD2,INTU
CNOT6L,CAMK2D
CNOT6L,AFF1
CNOT6L,ANTXR2
CNOT6L,SLC10A7
CNOT6L,LIN54
CNOT6L,FAM13A
COPS4,ANAPC10
COPS4,TRAM1L1
COPS4,AFF1
COPS4,THAP6
COPS4,SCARB2
COPS4,THAP9-AS1
COPS4,SNCA
COPS4,SCOC
COPS4,MTHFD2L
COPS4,HERC5
COPS4,PRDM8
COPS4,MGST2
COPS4,PYURF
COPS4,OTUD4
COPS4,LAMTOR3
COPS4,INTU
COPS4,HNRNPDL
COPS4,CCNI
COPS4,GTF2IP12
COPS4,C4orf3
COPS4,LARP1B
COPS4,BLTP1
COPS4,ADH5
COPS4,ARHGEF38
COPS4,H2AZ1
COPS4,ABHD18
COPS4,ALPK1
COPS4,MFSD8
COPS4,CCSER1
COPS4,ZGRF1
COPS4,ENOPH1
COPS4,G3BP2
COPS4,NDUFC1
COPS4,NFKB1
COPS4,TET2
COQ2,ARHGAP24
COQ2,LAMTOR3
COQ2,MGST2
COQ2,AFF1
COQ2,GPRIN3
COQ2,PPM1K
COQ2,LINC01094
COQ2,FGF2
COQ2,ANXA5
COQ2,RASGEF1B
COQ2,CYP2U1
COQ2,LSM6
COQ2,MCUB
COQ2,INTU
COQ2,CXCL1
COQ2,INPP4B
COQ2,MANBA
COQ2,PKD2
COX18,NOCT
CXCL1,MAPK10
CXCL1,ADH1C
CXCL1,INTU
CXCL1,FAM47E
CXCL1,CXCL8
CXCL1,LINC01091
CXCL1,PPP3CA
CXCL1,ARHGAP24
CXCL1,ANXA5
CXCL1,AREG
CXCL1,SEPTIN11
CXCL1,NDNF
CXCL1,SPRY1
CXCL1,NPNT
CXCL10,CXCL11
CXCL11,MMRN1
CXCL11,BMP2K
CXCL2,SHROOM3
CXCL2,HPSE
CXCL2,ARHGAP24
CXCL2,NOCT
CXCL2,SPP1
CXCL2,LINC01094
CXCL2,USP53
CXCL2,DAPP1
CXCL2,PCDH18
CXCL2,BMP2K
CXCL2,AREG
CXCL2,ZNF330
CXCL3,USP38
CXCL3,SOWAHB
CXCL3,NOCT
CXCL3,PCDH18
CXCL3,FAM47E
CXCL3,SHROOM3
CXCL3,CDS1
CXCL3,MAPK10
CXCL3,HSPA4L
CXCL3,JADE1
CXCL3,PAQR3
CXCL3,FAM13A
CXCL3,BTC
CXCL3,CXCL2
CXCL3,TRMT10A
CXCL3,PARM1
CXCL3,PRSS12
CXCL3,CYP2U1
CXCL3,LARP1B
CXCL3,GPRIN3
CXCL3,LINC01091
CXCL3,NAP1L5
CXCL3,AREG
CXCL5,AIMP1
CXCL9,CXCL11
CYP2U1,PPM1K
CYP2U1,ANKRD50
CYP2U1,C4orf3
CYP2U1,PAQR3
CYP2U1,ADH1B
CYP2U1,WDFY3-AS2
CYP2U1,ANTXR2
CYP2U1,PGRMC2
CYP2U1,LIN54
DAPP1,C4orf3
DAPP1,PGRMC2
DAPP1,PYURF
DAPP1,ADH1C
DAPP1,LINC01094
DAPP1,BMP2K
DAPP1,GPRIN3
DAPP1,ANXA3
DAPP1,NPNT
DAPP1,ALPK1
DAPP1,MANBA
DAPP1,MCUB
DKK2,MGST2
DNAJB14,NDNF
DNAJB14,METTL14
DNAJB14,H2AZ1
DNAJB14,MCUB
DNAJB14,ELF2
DNAJB14,MAML3
DNAJB14,OTUD4
DNAJB14,DKK2
DNAJB14,ANKRD50
DNAJB14,MGST2
DNAJB14,AFF1
DNAJB14,PPP3CA
DNAJB14,SLC39A8
DNAJB14,PCDH18
DNAJB14,SMARCAD1
DNAJB14,SPATA5
DNAJB14,BLTP1
DNAJB14,PPM1K
DNAJB14,HADH
DNAJB14,CNOT6L
DNAJB14,SEPTIN11
DNAJB14,ANXA3
DNAJB14,PAQR3
DNAJB14,LIN54
DNAJB14,SEC24B
DNAJB14,ADH1C
EIF4E,ABCE1
EIF4E,H2AZ1
EIF4E,NFKB1
EIF4E,GTF2IP12
EIF4E,LAMTOR3
EIF4E,BLTP1
ELF2,OTUD4
ELF2,SEC24B
ELF2,OSTC
ELF2,ADH5
ELMOD2,NFKB1
ELMOD2,TIGD2
