Gene_1,Gene_2
AFF1,ADH5
ANKRD50,ANK2
ANKRD50,ADH5
ANKRD50,ABCE1
ANXA3,ADH5
ANXA3,AFF1
ANXA3,ALPK1
ANXA3,AIMP1
ANXA3,ANK2
ANXA5,ANXA3
AP1AR,ANK2
AP1AR,ADH5
ARSJ,ALPK1
BANK1,AP1AR
BBS7,ARSJ
BBS7,ANXA3
BBS7,BANK1
BBS7,BBS12
BDH2,BBS7
BDH2,ANXA3
BDH2,AP1AR
BDH2,ANXA5
BDH2,ADH5
BDH2,ANKRD50
BDH2,AIMP1
BMP2K,ANXA3
BMP2K,BANK1
BMP3,AFF1
BTC,ANKRD17
C4orf3,ABCE1
C4orf3,ALPK1
C4orf36,ALPK1
CAMK2D,ANXA3
CAMK2D,BMP2K
CAMK2D,BANK1
CASP6,AFF1
CASP6,ANK2
CCNA2,AIMP1
CCNA2,BDH2
CCNA2,AP1AR
CCNA2,BBS7
CCNA2,ANXA3
CCNA2,ADH5
CCNG2,CCNA2
CCNG2,AP1AR
CCNG2,ARSJ
CCNG2,ADH5
CCNG2,AFF1
CCNG2,BBS7
CCNG2,BDH2
CCNG2,ANXA3
CCNI,BANK1
CCNI,CAMK2D
CCNI,ANKRD50
CDKL2,AFF1
CDKL2,BDH2
CDKL2,ADH5
CDKL2,ANK2
CDKL2,AP1AR
CDKL2,ADH1B
CDS1,ANK2
CFI,BMP2K
CFI,ANXA3
CISD2,BMP2K
CISD2,CFI
CISD2,C4orf3
CISD2,AFF1
COPS4,CCNI
COPS4,ARHGAP24
COQ2,CCNI
COQ2,ANXA5
COQ2,BMP2K
COQ2,ANXA3
COQ2,CAMK2D
COQ2,CISD2
COQ2,AIMP1
COQ2,C4orf3
COX18,AFF1
COX18,CCNG2
COX18,BDH2
CXCL1,ADH1B
CXCL10,BTC
CXCL10,BDH2
CXCL10,CCNG2
CXCL10,ADH5
CXCL10,ANXA3
CXCL10,COX18
CXCL10,BANK1
CXCL10,AP1AR
CXCL11,CXCL10
CXCL2,CISD2
CXCL2,CCNA2
CXCL2,BBS12
CXCL2,ALPK1
CXCL3,C4orf3
CXCL3,CXCL1
CXCL3,CXCL2
CXCL3,ARSJ
CXCL3,ANXA3
CXCL5,ARSJ
CXCL5,AP1AR
CXCL5,ALPK1
CXCL9,CXCL10
CYP2U1,CCNA2
CYP2U1,ADH5
CYP2U1,ARSJ
CYP2U1,CXCL10
CYP2U1,ANXA5
CYP2U1,COX18
CYP2U1,AFF1
CYP2U1,CCNG2
DAPP1,CXCL2
DAPP1,COQ2
DAPP1,BMP2K
DAPP1,BANK1
DKK2,BBS7
DKK2,BDH2
DKK2,CCNA2
DKK2,ARSJ
DKK2,ANXA3
DKK2,ALPK1
DKK2,CCNG2
DKK2,AIMP1
DNAJB14,ANKRD50
DNAJB14,AP1AR
DNAJB14,ANAPC10
DNAJB14,COPS4
DNAJB14,AIMP1
EIF4E,ALPK1
EIF4E,CXCL5
EIF4E,CYP2U1
EIF4E,CXCL3
EIF4E,AP1AR
EIF4E,ARHGAP24
ELF2,CFI
ELF2,CXCL3
ELF2,CXCL2
ELF2,ALPK1
ELF2,AP1AR
ELMOD2,AFF1
ELMOD2,CISD2
ELMOD2,ANK2
ELMOD2,ANAPC10
ELMOD2,DAPP1
ELMOD2,CAMK2D
ELMOD2,CASP6
ELMOD2,CXCL10
ELMOD2,BANK1
ELMOD2,COQ2
EMCN,DAPP1
EMCN,ALPK1
EMCN,CXCL3
EMCN,ANXA3
EMCN,BMP2K
EMCN,COQ2
EMCN,ANXA5
EMCN,AIMP1
EMCN,DKK2
EMCN,CCNA2
ENOPH1,C4orf3
ENOPH1,COX18
ENOPH1,CISD2
ENOPH1,ELMOD2
ENOPH1,ANK2
ENOPH1,ANAPC10
ENOPH1,CXCL5
ENOPH1,BANK1
ENOPH1,CXCL10
ENOPH1,CCNG2
ENOPH1,CCNA2
ENOPH1,BBS7
ENOPH1,AFF1
ENOPH1,ARSJ
ENOPH1,AP1AR
ENOPH1,ADH5
FAM13A,CXCL10
FAM13A,ANXA5
FAM13A,ABCE1
FAM13A,EIF4E
FAM13A,ANK2
FAT4,BBS7
FAT4,EIF4E
FAT4,CCNG2
FAT4,DKK2
FAT4,COQ2
FAT4,EMCN
FAT4,CYP2U1
FGF2,ARSJ
FGF2,CASP6
FGF2,ELF2
FGF2,CDS1
FGF2,ALPK1
FRAS1,AP1AR
FRAS1,BANK1
G3BP2,EIF4E
G3BP2,CXCL10
G3BP2,ENOPH1
G3BP2,AFF1
G3BP2,ADH1B
GAB1,EMCN
GAB1,FAT4
GAB1,CCNG2
GAB1,EIF4E
GAB1,DAPP1
GAB1,BBS7
GAB1,ADH5
GAB1,CFI
GAB1,ANXA3
GAB1,DKK2
GAB1,CXCL10
GAB1,BDH2
GAB1,COQ2
GAB1,ANXA5
GAB1,BMP2K
GAR1,CCNG2
GAR1,COX18
GAR1,DNAJB14
GAR1,ADH1B
GPRIN3,EMCN
GPRIN3,CAMK2D
GPRIN3,AP1AR
GPRIN3,BMP2K
GPRIN3,COQ2
GPRIN3,DAPP1
GPRIN3,G3BP2
GPRIN3,ELMOD2
GPRIN3,GAB1
GYPE,ANKRD50
HADH,EMCN
HADH,COQ2
HADH,AFF1
HELQ,EIF4E
HERC3,DKK2
HERC3,ANKRD50
HERC3,CCNG2
HERC3,CXCL10
HERC3,C4orf3
HERC3,ANK2
HERC3,ANXA3
HERC3,AP1AR
HERC5,COQ2
HERC6,ADH5
HERC6,CXCL5
HERC6,CXCL9
HERC6,HERC5
HHIP,ANK2
HHIP,CDKL2
HHIP,BDH2
HNRNPD,BANK1
HNRNPD,GPRIN3
HPGDS,ELF2
HPSE,BMP2K
HPSE,CISD2
HPSE,GPRIN3
HPSE,COQ2
HPSE,EMCN
HPSE,GAB1
HPSE,DAPP1
HPSE,CAMK2D
HPSE,CCNA2
HPSE,CXCL2
HPSE,ELMOD2
HSD17B11,ANKRD50
HSD17B11,G3BP2
HSD17B11,GPRIN3
HSD17B11,BDH2
HSD17B11,ELMOD2
HSD17B11,ANK2
HSD17B11,DNAJB14
HSD17B11,AP1AR
HSD17B11,HERC5
HSD17B11,CDKL2
HSD17B11,DAPP1
HSD17B11,CXCL10
HSD17B11,BANK1
HSD17B11,AFF1
HSD17B11,CCNG2
HSD17B11,ADH5
HSD17B11,ENOPH1
HSD17B11,COQ2
HSPA4L,CASP6
HSPA4L,ANXA3
HSPA4L,HHIP
HSPA4L,ADH1C
IL15,BBS7
IL15,AP1AR
IL15,ARSJ
IL15,CCNA2
IL15,ENOPH1
IL15,BANK1
IL15,BTC
IL15,CYP2U1
IL15,AFF1
IL15,CCNG2
IL15,HSD17B11
IL15,ANXA3
IL15,COX18
IL15,ELMOD2
INPP4B,HHIP
INPP4B,CDKL2
INTS12,ANKRD17
INTU,CXCL10
INTU,CCNG2
INTU,BBS7
INTU,IL15
INTU,CYP2U1
INTU,DNAJB14
INTU,BTC
INTU,DKK2
INTU,ANXA3
INTU,ARSJ
INTU,CCNA2
INTU,CXCL3
KLHL8,GPRIN3
KLHL8,EMCN
KLHL8,HADH
KLHL8,CDKL2
LARP1B,AP1AR
LARP1B,CCNG2
LARP1B,CCNI
LARP1B,EXOSC9
LARP1B,ELF2
LARP7,BDH2
LEF1,CXCL11
LEF1,BBS7
LEF1,DNAJB14
LIN54,CXCL10
LIN54,CYP2U1
LIN54,IL15
LIN54,BBS7
LIN54,CXCL11
LSM6,LARP1B
LSM6,HSPA4L
LSM6,CCNI
LSM6,AFF1
LSM6,ANKRD17
LSM6,IL15
LSM6,CXCL2
LSM6,HSD17B11
MAD2L1,CXCL10
MAD2L1,LIN54
MAML3,EIF4E
MAML3,COQ2
MANBA,FGF2
MANBA,COQ2
MANBA,DAPP1
MANBA,AFF1
MANBA,GPRIN3
MANBA,HPSE
MANBA,EMCN
MANBA,ALPK1
MANBA,CXCL2
MANBA,CDKL2
MANBA,HERC5
MANBA,ELF2
MANBA,HSD17B11
MANBA,ELMOD2
MANBA,KLHL8
MANBA,CASP6
MANBA,CFI
MAPK10,INTU
MAPK10,HADH
MAPK10,ADH1C
MAPK10,ADH1B
MAPK10,CXCL5
METAP1,CCNG2
METAP1,ANKRD17
METAP1,CXCL10
METAP1,CASP6
METAP1,ANK2
METAP1,CAMK2D
METTL14,ANKRD50
METTL14,DNAJB14
METTL14,AIMP1
MFSD8,BANK1
MFSD8,ADH1B
MFSD8,HPSE
MFSD8,COX18
MFSD8,INTU
MFSD8,ANK2
MFSD8,BTC
MFSD8,IL15
MFSD8,AP1AR
MFSD8,BBS7
MFSD8,ENOPH1
MFSD8,CASP6
MFSD8,COQ2
MFSD8,BDH2
MFSD8,DAPP1
MFSD8,AFF1
MFSD8,CCNG2
MFSD8,LIN54
MFSD8,CXCL10
MFSD8,LSM6
MGST2,LARP1B
MGST2,ANXA3
MGST2,HADH
MGST2,FAM13A
MGST2,LSM6
MGST2,ELF2
MGST2,FGF2
MGST2,CXCL2
MGST2,HERC3
MMAA,CAMK2D
MMAA,MGST2
MMAA,CXCL2
MMAA,CISD2
MMAA,HPSE
MMAA,GPRIN3
MMAA,LSM6
MMAA,ADH1B
MMAA,MFSD8
MMAA,IL15
MMRN1,CFI
MMRN1,ABCG2
MRPL1,METTL14
MRPL1,ANXA5
MRPL1,COPS4
MRPL1,LARP7
MRPS18C,AFF1
MRPS18C,LARP1B
MRPS18C,CNOT6L
MTHFD2L,AP1AR
MTHFD2L,ALPK1
MTHFD2L,LARP1B
MTHFD2L,ELF2
MTHFD2L,BBS12
MTHFD2L,CXCL3
MTHFD2L,MGST2
MTHFD2L,MANBA
NAA15,GAR1
NAA15,EIF4E
NAA15,ABCE1
NAA15,FAM13A
NAA15,BDH2
NAA15,LARP1B
NAA15,GAB1
NAA15,DKK2
NAA15,ELF2
NAA15,CCNG2
NAA15,HELQ
NAA15,BBS12
NAA15,ANXA3
NAA15,COX18
NAA15,MTHFD2L
NAP1L5,BBS12
NAP1L5,CASP6
NAP1L5,LSM6
NDUFC1,HADH
NDUFC1,ANKRD50
NFKB1,FGF2
NFKB1,MRPL1
NFKB1,COPS4
NFKB1,GAB1
NFKB1,GAR1
NFKB1,LARP7
NFKB1,ABCE1
NFKB1,METAP1
NFKB1,HERC3
NFKB1,BBS12
NFKB1,DNAJB14
NFKB1,COX18
NFKB1,C4orf3
NFKB1,NAA15
NFKB1,CXCL1
NFKB1,CCNG2
NFKB1,METTL14
NFKB1,CASP6
NPNT,HADH
NPNT,ANK2
NPNT,CCNG2
NPNT,ANXA3
NPNT,CCNA2
NPNT,CXCL10
NPNT,DKK2
NPNT,CYP2U1
NPNT,BBS7
NPNT,BDH2
NPNT,NDUFC1
NPNT,NAA15
NPNT,CXCL3
NPNT,MGST2
NUDT9,AIMP1
NUDT9,ANK2
