Gene_1,Gene_2
USO1,PARM1
USO1,HSPA4L
USO1,C4orf33
USO1,CCNI
USO1,MAML3
USO1,ADH5
USO1,PAQR3
USO1,SLC39A8
USO1,FAT4
USO1,LIN54
USO1,PDE5A
USO1,RAP1GDS1
USO1,ENPEP
USO1,SYNPO2
USO1,CCNG2
USO1,EXOSC9
USO1,EIF4E
USO1,INPP4B
USO1,NAA15
USO1,AFF1
USO1,THAP6
USO1,METTL14
USO1,TBCK
USO1,ABCE1
USO1,SLC10A7
USO1,ZNF827
USO1,RCHY1
USO1,PGRMC2
USO1,ALPK1
USO1,ANKRD17
USO1,OSTC
USO1,FAM13A
USO1,ANTXR2
USO1,NDUFC1
USO1,SPP1
USO1,TSPAN5
USO1,THAP9
USO1,SEC24B
USO1,PAPSS1
USO1,CXCL11
USO1,BBS7
USO1,USP53
USO1,SCARB2
USO1,IL15
USO1,NPNT
USO1,TIFA
USO1,SCOC
USO1,MAD2L1
USO1,NAP1L5
USO1,CXCL5
USO1,GAR1
USO1,LARP1B
USO1,KLHL8
USO1,CYP2U1
USO1,SCLT1
USO1,FGF2
USO1,COPS4
USO1,RAB33B
USO1,NUDT9
USO1,ELOVL6
USO1,PCDH18
USO1,GAB1
USO1,BTC
USO1,PLA2G12A
USO1,SMARCA5
USO1,SCD5
USO1,GYPE
USO1,PKD2
USO1,DKK2
USO1,SDAD1
USO1,OTUD4
USO1,ELF2
USO1,LSM6
USO1,UBE2D3
USO1,SPATA5
USO1,STBD1
USO1,UNC5C
USO1,C4orf36
USO1,AIMP1
USO1,TIGD2
USO1,BMP2K
USO1,CXCL10
USO1,MTHFD2L
USO1,SMARCAD1
USO1,CXCL1
USO1,RPL34
USO1,CASP6
USO1,ENOPH1
USO1,ZNF330
USO1,GSTCD
USO1,USP38
USO1,CNOT6L
USO1,SETD7
USO1,LARP7
USO1,MMAA
USO1,MRPL1
USO1,SMAD1
USO1,HHIP
USO1,CCNA2
USO1,HERC3
USO1,PDLIM5
USO1,HELQ
USO1,PRSS12
USO1,SEC24D
USO1,ANAPC10
USO1,WDFY3
USO1,BBS12
USO1,SEC31A
USO1,HNRNPD
USO1,PPM1K
USO1,CXCL2
USO1,MAPK10
USO1,ARSJ
USO1,TRAM1L1
USO1,AP1AR
USO1,DNAJB14
USO1,TMEM150C
USO1,ANK2
USO1,TNIP3
USO1,INTU
USO1,MFSD8
USO1,RNF150
USO1,ANXA3
USO1,COX18
USO1,ARHGAP24
USO1,SPARCL1
USO1,NAAA
USO1,ELMOD2
USO1,NUP54
USO1,CAMK2D
USO1,C4orf3
USO1,CISD2
USO1,PLK4
