Gene_1,Gene_2
AFF1,ADH1C
AIMP1,AFF1
ANKRD50,ADH1B
ANTXR2,ANAPC10
ANXA3,ANK2
ANXA3,AIMP1
ANXA3,ALPK1
ANXA5,ABCG2
BANK1,ANKRD50
BANK1,ANXA5
BBS12,ANK2
BBS7,ALPK1
BBS7,ANAPC10
BDH2,ANTXR2
BDH2,ADH5
BMP2K,ANXA3
BMP2K,AIMP1
BMP2K,AFF1
C4orf3,AFF1
C4orf3,ANTXR2
C4orf33,ADH1B
CASP6,AIMP1
CASP6,ADH1C
CCNA2,BMP2K
CCNA2,ADH1C
CCNA2,ADH1B
CCNA2,ADH5
CCNA2,AP1AR
CCNG2,ABCE1
CCNG2,ANTXR2
CCNI,CCNG2
CCNI,AFF1
CCNI,ALPK1
CCNI,ANTXR2
CCNI,ANAPC10
CCNI,C4orf3
CCNI,C4orf33
CDKL2,AFF1
CDKL2,BDH2
CDS1,ANKRD50
CDS1,BMP2K
CDS1,ANK2
CFI,BDH2
CFI,ANK2
CFI,CCNI
CFI,ANTXR2
CNOT6L,AIMP1
CNOT6L,ADH5
CNOT6L,BMP2K
CNOT6L,ANXA3
COPS4,AFF1
COPS4,CCNA2
COPS4,ANAPC10
COQ2,ALPK1
COQ2,CDKL2
COQ2,BMP2K
COQ2,ANXA5
COQ2,AIMP1
COX18,CISD2
COX18,C4orf3
COX18,ANAPC10
COX18,ANTXR2
COX18,AFF1
CXCL1,ADH1C
CXCL1,ARHGAP24
CXCL11,CCNI
CXCL11,ARHGAP24
CXCL11,CXCL10
CXCL3,ANKRD17
CXCL3,CXCL1
CXCL3,CXCL2
CXCL5,CXCL3
CXCL9,CXCL10
CYP2U1,CCNI
CYP2U1,CCNG2
DAPP1,ADH5
DAPP1,ANXA3
DAPP1,BMP2K
DAPP1,COQ2
DAPP1,AIMP1
DAPP1,ALPK1
DAPP1,C4orf33
DKK2,ANKRD50
DNAJB14,CISD2
DNAJB14,AP1AR
DNAJB14,BMP2K
DNAJB14,CDS1
DNAJB14,AFF1
EIF4E,ADH1B
EIF4E,ANXA5
ELF2,CISD2
ELF2,ANK2
ELF2,DNAJB14
ELF2,CDKL2
ELF2,CXCL10
ELF2,CXCL11
ELF2,ANTXR2
ELF2,EIF4E
ELMOD2,COPS4
ELMOD2,ANXA3
ELMOD2,CASP6
ELMOD2,CCNI
ELMOD2,AIMP1
ELOVL6,ABCG2
ELOVL6,CYP2U1
EMCN,ANXA3
EMCN,ALPK1
ENOPH1,ELMOD2
ENOPH1,ANXA3
ENOPH1,ANK2
ENOPH1,AP1AR
ENOPH1,ANAPC10
ENOPH1,CCNG2
ENPEP,BDH2
ENPEP,COPS4
EXOSC9,COX18
EXOSC9,ANAPC10
EXOSC9,AIMP1
FAM13A,DNAJB14
FAM13A,ELF2
FAT4,CCNG2
FAT4,EXOSC9
FGF2,CASP6
FGF2,DNAJB14
FGF2,ANK2
FGF2,EXOSC9
FGF2,FAT4
FGF2,ANKRD50
FGF2,ADH1B
FGF2,COQ2
FGF2,ARSJ
FRAS1,AP1AR
FRAS1,BANK1
FRAS1,ELF2
G3BP2,CXCL2
G3BP2,CDKL2
G3BP2,CCNA2
G3BP2,ABCG2
G3BP2,BDH2
G3BP2,FGF2
G3BP2,CXCL3
GAB1,ANKRD50
GAB1,CCNG2
GAB1,CYP2U1
GAB1,FRAS1
GAR1,ADH1B
GAR1,CXCL3
GAR1,CXCL2
GAR1,COX18
GAR1,BTC
GPRIN3,ANXA5
GPRIN3,COQ2
GPRIN3,BMP2K
GPRIN3,ABCG2
GPRIN3,ELOVL6
GPRIN3,CDS1
GPRIN3,CCNA2
GPRIN3,AP1AR
GPRIN3,DNAJB14
GPRIN3,ANXA3
GPRIN3,AIMP1
GPRIN3,EMCN
GPRIN3,G3BP2
GPRIN3,ANKRD50
GPRIN3,DAPP1
GSTCD,GAB1
GSTCD,COX18
GYPE,FRAS1
GYPE,BDH2
GYPE,CCNG2
GYPE,EXOSC9
HADH,CXCL11
HADH,COQ2
HADH,GAR1
HADH,ANKRD50
HADH,ADH1B
HADH,ELF2
HELQ,ANXA3
HELQ,DNAJB14
HELQ,FAM13A
HELQ,ANKRD50
HERC3,AP1AR
HERC3,CISD2
HERC3,DNAJB14
HERC3,BMP2K
HERC3,CASP6
HERC3,COPS4
HERC3,CDS1
HERC3,ANKRD17
HERC5,GPRIN3
HERC5,ANKRD50
HERC5,DNAJB14
HERC5,ALPK1
HERC5,DAPP1
HERC5,ANXA3
HERC6,HERC5
HERC6,AP1AR
HERC6,DNAJB14
HERC6,ANXA3
HERC6,GPRIN3
HHIP,CYP2U1
HHIP,ANKRD50
HHIP,ANXA3
HHIP,CDKL2
HHIP,CNOT6L
HHIP,ADH1B
HHIP,CXCL2
HHIP,FRAS1
HHIP,HERC6
HPGDS,G3BP2
HPGDS,GPRIN3
HPGDS,ELOVL6
HPGDS,BMP2K
HPGDS,BDH2
HPGDS,ELF2
HPGDS,ABCG2
HPSE,ANTXR2
HPSE,BMP2K
HPSE,ABCG2
HSD17B11,FGF2
HSD17B11,CDKL2
HSPA4L,ADH1C
HSPA4L,EXOSC9
IL15,CXCL1
IL15,DNAJB14
IL15,HADH
IL15,GAB1
IL15,DAPP1
INPP4B,HHIP
INPP4B,CDKL2
INPP4B,DAPP1
INPP4B,CNOT6L
INTS12,GAR1
INTS12,AP1AR
INTS12,CNOT6L
INTS12,GPRIN3
INTS12,ARHGAP24
INTS12,DNAJB14
INTS12,CXCL10
INTS12,BMP2K
INTS12,CXCL11
INTU,HSPA4L
INTU,GAR1
INTU,HHIP
INTU,ADH1C
INTU,CXCL1
INTU,COQ2
INTU,CISD2
INTU,CXCL9
KLHL8,ELMOD2
KLHL8,GPRIN3
KLHL8,C4orf33
KLHL8,ADH1B
KLHL8,HSD17B11
KLHL8,COQ2
KLHL8,HHIP
KLHL8,CDKL2
KLHL8,ELF2
LARP1B,HPGDS
LARP1B,CDKL2
LARP1B,ELF2
LARP1B,FRAS1
LARP1B,GYPE
LARP1B,COPS4
LARP1B,CYP2U1
LARP1B,ANTXR2
LARP1B,CCNI
LARP1B,ANKRD17
LARP1B,CXCL10
LARP1B,CCNG2
LARP7,INTS12
LARP7,DNAJB14
LARP7,CDKL2
LIN54,ANK2
LSM6,HERC5
LSM6,DAPP1
LSM6,FAM13A
LSM6,LARP1B
LSM6,KLHL8
LSM6,COQ2
LSM6,ABCG2
MAD2L1,G3BP2
MAD2L1,INTS12
MAD2L1,LARP7
MAD2L1,ADH5
MAD2L1,CCNA2
MAD2L1,COPS4
MAML3,ANXA3
MAML3,AIMP1
MAML3,LARP1B
MANBA,BMP2K
MANBA,HSD17B11
MANBA,HADH
MANBA,ANXA3
MANBA,COQ2
MANBA,ELF2
MANBA,FGF2
MANBA,KLHL8
MANBA,CXCL11
MANBA,HERC5
MANBA,ALPK1
MANBA,HPSE
MANBA,C4orf33
MANBA,INPP4B
MANBA,DAPP1
MANBA,GPRIN3
MANBA,HERC6
MAPK10,CDS1
MAPK10,ABCE1
MAPK10,HSPA4L
MAPK10,ENOPH1
MAPK10,ANXA5
MAPK10,ADH1C
MAPK10,HADH
MAPK10,G3BP2
MAPK10,BTC
MAPK10,CXCL1
MAPK10,HERC3
MAPK10,INTU
METAP1,COX18
METAP1,BTC
METAP1,GAR1
METAP1,EIF4E
METTL14,ELF2
METTL14,DNAJB14
METTL14,HERC5
METTL14,HELQ
MFSD8,CXCL11
MFSD8,HPSE
MFSD8,BMP2K
MFSD8,COQ2
MFSD8,MANBA
MFSD8,COPS4
MFSD8,KLHL8
MFSD8,EXOSC9
MFSD8,METAP1
MFSD8,IL15
MGST2,LARP1B
MGST2,FGF2
MGST2,ELF2
MGST2,LSM6
MGST2,BANK1
MMAA,FAT4
MMAA,FGF2
MMAA,CISD2
MMAA,ADH1B
MMAA,LSM6
MMAA,COQ2
MMAA,MANBA
MMAA,GPRIN3
MMAA,MFSD8
MMAA,ELF2
MMRN1,FGF2
MMRN1,FRAS1
MMRN1,FAT4
MRPL1,HELQ
MRPL1,GAR1
MRPS18C,INPP4B
MRPS18C,DNAJB14
MRPS18C,LSM6
MRPS18C,MANBA
MRPS18C,HERC6
MRPS18C,ABCG2
MRPS18C,MAML3
MRPS18C,AFF1
MTHFD2L,LSM6
MTHFD2L,CCNG2
MTHFD2L,FAM13A
MTHFD2L,HADH
MTHFD2L,CDKL2
MTHFD2L,HHIP
MTHFD2L,HPGDS
NAA15,EIF4E
NAA15,MAD2L1
NAA15,ADH5
NAA15,MFSD8
NAA15,MTHFD2L
NAA15,FAT4
NAA15,GAR1
NAA15,EXOSC9
NAAA,BMP2K
NAAA,DAPP1
NAAA,ANTXR2
NAAA,CXCL11
NAAA,LARP1B
NAAA,ELF2
NAAA,MGST2
NAAA,ANXA3
NAAA,C4orf3
NAAA,MMAA
NAP1L5,C4orf33
NAP1L5,FAT4
NAP1L5,BBS7
NAP1L5,FGF2
NAP1L5,ANXA5
NAP1L5,BBS12
NAP1L5,ANK2
NDUFC1,AP1AR
NFKB1,AIMP1
NFKB1,C4orf3
NFKB1,INTU
NFKB1,ANK2
NFKB1,ANAPC10
NFKB1,MGST2
NFKB1,BBS12
NFKB1,HADH
NFKB1,CDS1
NFKB1,ADH1C
NFKB1,MTHFD2L
NFKB1,BTC
NFKB1,MAD2L1
NFKB1,ANKRD17
NFKB1,METAP1
NFKB1,CCNG2
NFKB1,CCNI
NFKB1,GPRIN3
NPNT,AIMP1
NPNT,LSM6
NPNT,FRAS1
NPNT,BMP2K
NPNT,EMCN
NPNT,NFKB1
NPNT,ANXA3
NPNT,MRPL1
NPNT,CNOT6L
NPNT,ALPK1
NPNT,DAPP1
NPNT,ADH5
NUDT9,INPP4B
NUDT9,AFF1
NUDT9,MAD2L1
NUDT9,CNOT6L
NUDT9,CXCL9
NUDT9,HSD17B11
NUDT9,ANK2
NUDT9,ANXA3
NUDT9,GPRIN3
NUDT9,BMP2K
NUP54,NAA15
NUP54,ELF2
NUP54,CFI
NUP54,AIMP1
NUP54,MGST2
NUP54,MANBA
OSTC,HELQ
OSTC,COX18
OSTC,ELMOD2
OSTC,INTS12
OSTC,CCNI
OSTC,NDUFC1
OSTC,CXCL11
OSTC,GAR1
OSTC,CYP2U1
OSTC,AIMP1
OSTC,MFSD8
OSTC,ANAPC10
OTUD4,BBS12
OTUD4,NFKB1
PAPSS1,BBS12
PAPSS1,FGF2
PAPSS1,GPRIN3
PAPSS1,ANXA5
PAQR3,LARP7
PAQR3,BBS7
PARM1,INTU
PARM1,HADH
PARM1,HHIP
PARM1,COQ2
PARM1,CFI
PARM1,ANXA3
PCDH18,CXCL2
PCDH18,EMCN
PCDH18,NFKB1
PCDH18,HADH
PCDH18,CXCL3
PCDH18,FGF2
PCDH18,CYP2U1
PCDH18,FAT4
PCDH18,G3BP2
PDE5A,ANKRD50
PDE5A,PCDH18
PDE5A,GAB1
PDE5A,BTC
PDE5A,DNAJB14
PDE5A,HADH
PDLIM5,HSD17B11
PDLIM5,ALPK1
PDLIM5,INPP4B
PDLIM5,C4orf3
PDLIM5,BBS12
PDLIM5,HHIP
PDLIM5,LSM6
PDLIM5,BANK1
PDLIM5,BTC
PDLIM5,FGF2
PDLIM5,KLHL8
PDLIM5,LARP1B
PDLIM5,FAM13A
PDLIM5,OTUD4
PF4,CXCL5
PGRMC2,ANTXR2
PGRMC2,BDH2
PGRMC2,ANKRD17
PGRMC2,MAML3
PGRMC2,DAPP1
PGRMC2,AFF1
PGRMC2,BBS7
PGRMC2,ALPK1
PGRMC2,NPNT
PGRMC2,LSM6
PGRMC2,MANBA
PGRMC2,FRAS1
PGRMC2,AIMP1
PGRMC2,COQ2
PGRMC2,ANXA3
PGRMC2,NFKB1
PGRMC2,C4orf3
PGRMC2,G3BP2
PGRMC2,COPS4
PKD2,NFKB1
PKD2,MGST2
PKD2,ANK2
PKD2,PDLIM5
PKD2,HHIP
PKD2,FRAS1
PKD2,GAB1
PKD2,PGRMC2
PKD2,ALPK1
PKD2,C4orf33
PKD2,NPNT
PKD2,PDE5A
PKD2,CCNI
PLA2G12A,DAPP1
PLA2G12A,BBS7
PLA2G12A,COPS4
PLA2G12A,NUDT9
PLA2G12A,CFI
PLA2G12A,BDH2
PLA2G12A,BMP2K
PLA2G12A,LEF1
PLA2G12A,CASP6
PLA2G12A,ENOPH1
PLA2G12A,CDKL2
PLA2G12A,HERC5
PLA2G12A,MFSD8
PLA2G12A,ANXA3
PLA2G12A,ELMOD2
PLA2G12A,MTHFD2L
PLA2G12A,PGRMC2
PLAC8,INTU
PLAC8,BBS12
PLAC8,ADH1C
PLAC8,PKD2
PLAC8,HSPA4L
PLAC8,LSM6
PLK4,PGRMC2
PLK4,MAD2L1
PPA2,CYP2U1
PPA2,GPRIN3
PPA2,MFSD8
PPA2,COQ2
PPA2,AIMP1
PPA2,MANBA
PPA2,FAT4
PPBP,ANKRD50
PPBP,CXCL5
PPBP,PF4
PPM1K,C4orf3
PPM1K,MMAA
PPM1K,LIN54
PPM1K,EXOSC9
PPP3CA,ANK2
PPP3CA,ELMOD2
PPP3CA,HADH
PPP3CA,ENOPH1
PPP3CA,MAPK10
PPP3CA,PPM1K
PPP3CA,FGF2
PPP3CA,CYP2U1
PPP3CA,MAD2L1
PPP3CA,ABCE1
PPP3CA,LIN54
PPP3CA,CCNI
PPP3CA,INTU
PRDM5,EMCN
PRDM5,HHIP
PRDM5,PDE5A
PRDM5,IL15
PRDM5,GAB1
PRDM5,GSTCD
PRDM8,COQ2
PRDM8,PPA2
PRKG2,AFF1
PRKG2,GYPE
PRKG2,PKD2
PRKG2,ANXA3
PRSS12,PLAC8
PRSS12,GPRIN3
PRSS12,EMCN
PRSS12,ADH1C
PRSS12,HSPA4L
PRSS12,ALPK1
PRSS12,FRAS1
PRSS12,GAR1
PRSS12,INTU
PRSS12,BBS12
PRSS12,ADH5
PRSS12,MAPK10
PRSS12,DNAJB14
PTPN13,MAPK10
PTPN13,ANKRD50
PTPN13,PARM1
PTPN13,INPP4B
PTPN13,BDH2
PTPN13,GAR1
PTPN13,KLHL8
PTPN13,GAB1
PTPN13,ADH1B
PTPN13,CFI
PTPN13,COQ2
PTPN13,PPP3CA
PTPN13,HHIP
PTPN13,CDKL2
PTPN13,G3BP2
PTPN13,LARP7
PTPN13,PRDM5
PTPN13,PRKG2
RAB33B,ENOPH1
RAB33B,ELF2
RAB33B,ANAPC10
RAB33B,ANK2
RAB33B,NFKB1
RAB33B,PLK4
RAB33B,ADH1B
RAB33B,PKD2
RAB33B,KLHL8
RAB33B,GAR1
RAB33B,CXCL11
RAB33B,COQ2
RAB33B,CXCL10
RAB33B,PGRMC2
RAB33B,ANKRD17
RAB33B,OSTC
RAP1GDS1,MANBA
RAP1GDS1,COQ2
RAP1GDS1,HSPA4L
RAP1GDS1,PPA2
RAP1GDS1,RAB33B
RAP1GDS1,MMAA
RAP1GDS1,INTU
RAP1GDS1,MFSD8
RAP1GDS1,FAT4
RAP1GDS1,EXOSC9
RAP1GDS1,EIF4E
RASGEF1B,KLHL8
RASGEF1B,PLA2G12A
RASGEF1B,RAB33B
RASGEF1B,MANBA
RASGEF1B,CCNA2
RASGEF1B,BMP2K
RASGEF1B,ANK2
RASGEF1B,HERC5
RASGEF1B,EMCN
RASGEF1B,BANK1
RASGEF1B,GPRIN3
RASGEF1B,G3BP2
RASGEF1B,CXCL3
RASGEF1B,HERC3
RASGEF1B,DAPP1
RASGEF1B,AIMP1
RASGEF1B,ENOPH1
RASGEF1B,PPA2
RASGEF1B,COQ2
RASSF6,HSPA4L
RASSF6,DAPP1
RASSF6,OTUD4
RASSF6,MMAA
RASSF6,CDKL2
RCHY1,PTPN13
RCHY1,LIN54
RCHY1,RAB33B
RCHY1,AP1AR
RNF150,PLK4
RNF150,HHIP
RNF150,CASP6
RNF150,COQ2
RNF150,PKD2
RNF150,COPS4
RNF150,FGF2
RNF150,CYP2U1
RNF150,MMAA
RNF150,PDE5A
RNF150,HERC3
RNF150,HSD17B11
RNF150,ANK2
RNF150,ANXA3
RNF150,KLHL8
RNF150,PPA2
RPL34,ANKRD50
RPL34,MAPK10
RPL34,GPRIN3
RPL34,MMAA
RPL34,MTHFD2L
RPL34,ABCG2
RPL34,FRAS1
RPL34,G3BP2
RPL34,HADH
RPL34,ABCE1
RPL34,RASGEF1B
SCARB2,MANBA
SCARB2,RAB33B
SCARB2,DNAJB14
SCARB2,COQ2
SCARB2,HELQ
SCARB2,INTS12
SCARB2,INTU
SCARB2,MGST2
SCARB2,CAMK2D
SCARB2,CASP6
SCARB2,ADH1C
SCARB2,ELF2
SCARB2,BANK1
SCARB2,KLHL8
SCD5,AIMP1
SCD5,PLAC8
SCD5,ANXA3
SCD5,INTU
