Gene_1,Gene_2
USO1,IL15
USO1,TIFA
USO1,OTUD4
USO1,SEC31A
USO1,PPM1K
ANKRD50,SCARB2
ANKRD50,GAR1
ANKRD50,RAB33B
ANKRD50,BTC
ANKRD50,FRAS1
ANKRD50,USP38
ANKRD50,ADH1C
INTS12,MRPS18C
INTS12,HERC6
INTS12,LSM6
RASGEF1B,PDE5A
RASGEF1B,BDH2
RASGEF1B,NPNT
RASGEF1B,HELQ
RASGEF1B,MGST2
RASGEF1B,NUP54
PARM1,GYPE
PARM1,PLK4
C4orf33,METAP1
CCNI,EIF4E
CCNI,PGRMC2
CCNI,SMARCAD1
CCNI,ARSJ
CCNI,HERC5
CCNI,DNAJB14
CCNI,PRDM5
MAML3,BBS12
TET2,PPA2
TET2,TSPAN5
TET2,MAD2L1
TET2,CXCL10
TET2,MMAA
TET2,ANK2
ADH5,THAP6
ADH5,RCHY1
ADH5,SCD5
ADH5,PLAC8
ADH5,SMARCAD1
ADH5,PDLIM5
ADH5,SEC31A
ADH5,MFSD8
ADH5,ANXA3
ADH5,SPRY1
PAQR3,PDE5A
PAQR3,SYNPO2
PAQR3,PF4
PAQR3,FRAS1
SLC39A8,MRPS18C
SLC39A8,HHIP
SLC39A8,CDKL2
FAT4,NAA15
FAT4,STBD1
LIN54,SMARCAD1
LIN54,GPRIN3
PDE5A,RASGEF1B
PDE5A,PAQR3
PDE5A,PGRMC2
PDE5A,IL15
PDE5A,GAR1
PDE5A,BTC
PDE5A,LSM6
PDE5A,CXCL3
PDE5A,PPM1K
PDE5A,SGMS2
RAP1GDS1,SETD7
RAP1GDS1,HHIP
RAP1GDS1,SPARCL1
ENPEP,ANTXR2
ENPEP,HADH
SYNPO2,PAQR3
SYNPO2,INPP4B
SYNPO2,FRAS1
SYNPO2,SPARCL1
CCNG2,MRPS18C
BMP3,TIFA
EXOSC9,PCDH18
EIF4E,CCNI
EIF4E,GAB1
EIF4E,ELF2
EIF4E,UBE2D3
EIF4E,USP38
EIF4E,PPM1K
EIF4E,MFSD8
INPP4B,SYNPO2
INPP4B,BTC
INPP4B,FRAS1
INPP4B,SGMS2
METAP1,C4orf33
METAP1,OSTC
METAP1,CXCL11
METAP1,AIMP1
METAP1,NUP54
NAA15,FAT4
NAA15,PPA2
NAA15,SMARCA5
NAA15,OTUD4
NAA15,ANXA3
NAA15,EMCN
AFF1,UBE2D3
AFF1,ARHGAP24
PPA2,TET2
PPA2,NAA15
PPA2,FAM13A
PPA2,HERC3
THAP6,ADH5
THAP6,METTL14
THAP6,STBD1
THAP6,TNIP3
MRPS18C,INTS12
MRPS18C,SLC39A8
MRPS18C,CCNG2
MRPS18C,METTL14
MRPS18C,HERC6
MRPS18C,ZNF827
MRPS18C,FAM13A
MRPS18C,THAP9
MRPS18C,SDAD1
MRPS18C,OTUD4
MRPS18C,COQ2
MRPS18C,SMARCAD1
MRPS18C,GSTCD
MRPS18C,HELQ
MRPS18C,PRSS12
MRPS18C,DNAJB14
MRPS18C,SGMS2
MRPS18C,INTU
MRPS18C,MGST2
MRPS18C,MFSD8
MRPS18C,NAAA
DAPP1,SCARB2
DAPP1,SPRY1
METTL14,THAP6
METTL14,MRPS18C
METTL14,SEC24B
METTL14,SCARB2
METTL14,STBD1
METTL14,SGMS2
HERC6,INTS12
HERC6,MRPS18C
HERC6,LSM6
HERC6,CXCL9
HERC6,HERC5
TBCK,SCARB2
TBCK,ADH1B
TBCK,CXCL3
TBCK,CXCL2
TBCK,COX18
ABCE1,PPP3CA
ABCE1,CXCL3
SLC10A7,NPNT
SLC10A7,FRAS1
SLC10A7,SEC31A
SLC10A7,G3BP2
ZNF827,MRPS18C
ZNF827,KLHL8
ZNF827,MMRN1
RCHY1,ADH5
RCHY1,ADH1B
RCHY1,TIGD2
PGRMC2,CCNI
PGRMC2,PDE5A
PGRMC2,OSTC
PGRMC2,SCARB2
PGRMC2,GAR1
PGRMC2,UBE2D3
PGRMC2,SEC24D
PGRMC2,HSD17B11
ALPK1,SEC31A
ANKRD17,SCARB2
ANKRD17,KLHL8
ANKRD17,SEC31A
ANKRD17,PLK4
OSTC,METAP1
OSTC,PGRMC2
OSTC,NPNT
OSTC,SCLT1
OSTC,ANAPC10
OSTC,NUP54
TBC1D9,BANK1
TBC1D9,CNOT6L
TBC1D9,SEC31A
FAM13A,PPA2
FAM13A,MRPS18C
FAM13A,CXCL11
FAM13A,ADH1C
ANTXR2,ENPEP
ANTXR2,SCARB2
ANTXR2,CXCL2
ANTXR2,HPSE
NDUFC1,ELOVL6
SPP1,SNCA
SPP1,BTC
TSPAN5,TET2
TSPAN5,USP53
TSPAN5,PRDM8
THAP9,MRPS18C
THAP9,CCNA2
BDH2,RASGEF1B
BDH2,GAR1
BDH2,NFKB1
SEC24B,METTL14
SEC24B,NPNT
SEC24B,NUDT9
SEC24B,DKK2
SEC24B,ANAPC10
SEC24B,ANXA3
SEC24B,SPRY1
PAPSS1,HHIP
CDS1,PRDM5
CDS1,HPSE
CXCL11,METAP1
CXCL11,FAM13A
CXCL11,PRDM8
USP53,TSPAN5
USP53,ELF2
USP53,LSM6
USP53,SGMS2
SCARB2,ANKRD50
SCARB2,DAPP1
SCARB2,METTL14
SCARB2,TBCK
SCARB2,PGRMC2
SCARB2,ANKRD17
SCARB2,ANTXR2
SCARB2,PCDH18
SCARB2,PPP3CA
SCARB2,SMAD1
SCARB2,SPARCL1
SCARB2,C4orf3
SCARB2,PLK4
IL15,USO1
IL15,PDE5A
IL15,FRAS1
IL15,STBD1
IL15,SPARCL1
NPNT,RASGEF1B
NPNT,SLC10A7
NPNT,OSTC
NPNT,SEC24B
NPNT,SEC31A
NPNT,AP1AR
NPNT,NUP54
NPNT,C4orf3
TIFA,USO1
TIFA,BMP3
TIFA,STBD1
SCOC,KLHL8
SCOC,MMRN1
SCOC,CXCL3
SCOC,NUP54
SCOC,HPGDS
MAD2L1,TET2
MAD2L1,CASP6
MAD2L1,SPRY1
CXCL5,CXCL3
GAR1,ANKRD50
GAR1,PDE5A
GAR1,PGRMC2
GAR1,BDH2
GAR1,BTC
GAR1,HERC3
GAR1,PRSS12
GAR1,SPARCL1
LARP1B,CYP2U1
LARP1B,GSTCD
SNCA,SPP1
SNCA,COPS4
SNCA,SMARCAD1
KLHL8,ZNF827
KLHL8,ANKRD17
KLHL8,SCOC
KLHL8,BBS12
CYP2U1,LARP1B
SCLT1,OSTC
SCLT1,BTC
SCLT1,LARP7
FGF2,SEC31A
COPS4,SNCA
MANBA,FRAS1
MANBA,ANAPC10
RAB33B,ANKRD50
