Gene_1,Gene_2
ADH1C,ADH1B
ADH5,ADH1B
AFF1,ADH1C
AIMP1,AFF1
ANKRD17,ANAPC10
ANKRD50,ADH1B
ANKRD50,ALPK1
ANTXR2,AFF1
ANXA3,AIMP1
AP1AR,ANAPC10
ARHGAP24,ADH1C
ARSJ,ANXA3
BANK1,ANKRD50
BANK1,ANXA5
BBS12,ANK2
BBS12,ADH1C
BBS7,ALPK1
BBS7,BANK1
BBS7,ANAPC10
BDH2,ANTXR2
BDH2,ADH5
BMP2K,AIMP1
BMP2K,ANXA3
BTC,ANK2
BTC,ADH1C
C4orf3,ANTXR2
C4orf3,BDH2
C4orf33,ADH1B
CASP6,AIMP1
CASP6,ADH1C
CCNA2,ADH5
CCNA2,AP1AR
CCNA2,ADH1C
CCNA2,BMP2K
CCNG2,ANTXR2
CCNG2,ABCE1
CCNI,ALPK1
CCNI,C4orf3
CCNI,ANAPC10
CCNI,C4orf33
CDKL2,BMP3
CDKL2,ADH1B
CDKL2,CAMK2D
CDS1,BBS12
CDS1,ANK2
CDS1,ANKRD50
CDS1,ADH1C
CFI,CCNI
CFI,BDH2
CFI,CASP6
CNOT6L,ANXA3
CNOT6L,CDKL2
CNOT6L,BMP2K
CNOT6L,ADH5
CNOT6L,CCNG2
CNOT6L,AFF1
CNOT6L,ANTXR2
CNOT6L,CDS1
CNOT6L,AIMP1
COPS4,CCNA2
COPS4,ANAPC10
COQ2,COPS4
COQ2,BMP2K
COQ2,ADH1B
COQ2,ANKRD17
COX18,AFF1
COX18,ANAPC10
COX18,BBS7
CXCL1,ARHGAP24
CXCL1,ADH1C
CXCL1,COQ2
CXCL11,CXCL10
CXCL11,ARHGAP24
CXCL11,COX18
CXCL11,ANTXR2
CXCL11,ANAPC10
CXCL2,ANKRD17
CXCL3,CXCL2
CXCL3,ANKRD17
CXCL3,CXCL1
CXCL5,CXCL3
CXCL9,ANXA3
CXCL9,CXCL1
CXCL9,ANXA5
CXCL9,CXCL10
CYP2U1,ADH5
DAPP1,BMP2K
DAPP1,ANXA3
DAPP1,CNOT6L
DAPP1,ALPK1
DAPP1,ANKRD17
DAPP1,ADH5
DKK2,ARHGAP24
DKK2,ANKRD50
DNAJB14,CNOT6L
DNAJB14,BANK1
DNAJB14,CDS1
DNAJB14,BMP2K
EIF4E,ALPK1
ELF2,CNOT6L
ELF2,ADH1B
ELMOD2,CCNI
ELMOD2,COPS4
ELMOD2,AIMP1
ELMOD2,CASP6
ELOVL6,ABCG2
ELOVL6,DAPP1
ELOVL6,CYP2U1
ELOVL6,CFI
EMCN,C4orf3
ENOPH1,ANAPC10
ENOPH1,CCNG2
ENOPH1,BBS7
ENOPH1,ADH5
ENPEP,COPS4
EXOSC9,C4orf3
EXOSC9,ANAPC10
EXOSC9,AIMP1
FAM13A,BBS7
FAM13A,ARSJ
FAM13A,DNAJB14
FAM13A,AFF1
FAM13A,ELF2
FAT4,BBS7
FAT4,ANTXR2
FAT4,EXOSC9
FAT4,DKK2
FAT4,ARSJ
FAT4,CYP2U1
FGF2,ANKRD50
FGF2,ADH1B
FGF2,CASP6
FGF2,ARSJ
FGF2,ANK2
FGF2,DKK2
FRAS1,ANXA3
FRAS1,ABCG2
FRAS1,ELF2
FRAS1,ADH1B
FRAS1,BTC
FRAS1,ANKRD50
G3BP2,CCNA2
G3BP2,CXCL2
GAB1,ANXA5
GAB1,FRAS1
GAB1,CXCL1
GAR1,CXCL3
GAR1,CXCL2
GAR1,EIF4E
GAR1,ADH1B
GAR1,ANAPC10
GPRIN3,ANXA5
GPRIN3,COQ2
GPRIN3,BMP2K
GPRIN3,ABCG2
GPRIN3,CNOT6L
GPRIN3,CXCL3
GPRIN3,G3BP2
GPRIN3,ELOVL6
GSTCD,COX18
GYPE,FRAS1
GYPE,BDH2
GYPE,ADH1C
HADH,CXCL11
HADH,ANKRD50
HADH,C4orf3
HADH,COQ2
HADH,ADH1C
HADH,ADH1B
HADH,GAR1
HELQ,ANKRD50
HELQ,CYP2U1
HELQ,FAM13A
HERC3,CASP6
HERC3,CISD2
HERC3,DNAJB14
HERC3,C4orf33
HERC5,ANKRD50
HERC5,ANXA3
HERC6,AP1AR
HERC6,HERC5
HERC6,CXCL11
HERC6,DNAJB14
HERC6,GPRIN3
HHIP,FRAS1
HHIP,ELOVL6
HHIP,CXCL2
